player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
Jakobi Meyers,WR,LV,NA,NA,5,52,NA,NA,0.3,0,0,NA,0,NA,7,NA,16762,FFToday,14127,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,LAC,NA,NA,4,52,NA,NA,0.3,0,0,NA,0,NA,7,NA,17676,FFToday,15319,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,4,57,NA,NA,0.2,0,0,NA,0,NA,6.9,NA,18508,FFToday,16187,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabriel Davis,WR,BUF,NA,NA,3,50,NA,NA,0.3,0,0,NA,0,NA,6.8,NA,17052,FFToday,14845,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,NA,4,56,NA,NA,0.2,0,0,NA,0,NA,6.8,NA,15719,FFToday,12652,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,NA,4,49,NA,NA,0.3,0,0,NA,0,NA,6.7,NA,16529,FFToday,14105,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demario Douglas,WR,NE,NA,NA,4,48,NA,NA,0.3,0,0,NA,0,NA,6.6,NA,18506,FFToday,16342,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,3,40,NA,NA,0.2,2,7,NA,0,NA,5.9,NA,18326,FFToday,16080,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,3,40,NA,NA,0.3,0,0,NA,0,NA,5.8,NA,18058,FFToday,15779,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,4,38,NA,NA,0.2,2,8,NA,0,NA,5.8,NA,18191,FFToday,15757,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,4,44,NA,NA,0.2,0,0,NA,0,NA,5.6,NA,15519,FFToday,12650,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,NA,3,43,NA,NA,0.2,0,0,NA,0,NA,5.5,NA,17653,FFToday,15288,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,NA,3,41,NA,NA,0.2,0,0,NA,0,NA,5.3,NA,18696,FFToday,16206,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,NA,3,40,NA,NA,0.2,0,0,NA,0,NA,5.2,NA,14153,FFToday,11674,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,NA,3,46,NA,NA,0.1,0,0,NA,0,NA,5.2,NA,18057,FFToday,15755,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,NA,3,38,NA,NA,0.2,0,0,NA,0,NA,5,NA,17172,FFToday,14977,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,NA,3,31,NA,NA,0.2,2,7,NA,0,NA,5,NA,15994,FFToday,13157,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,3,38,NA,NA,0.2,0,0,NA,0,NA,5,NA,18656,FFToday,16185,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,NA,3,37,NA,NA,0.2,0,0,NA,0,NA,4.9,NA,16280,FFToday,13646,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,3,37,NA,NA,0.2,0,0,NA,0,NA,4.9,NA,18561,FFToday,16188,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,3,37,NA,NA,0.2,0,0,NA,0,NA,4.9,NA,16702,FFToday,14122,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,NA,3,35,NA,NA,0.2,0,0,NA,0,NA,4.7,NA,18622,FFToday,16184,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,NE,NA,NA,3,35,NA,NA,0.2,0,0,NA,0,NA,4.7,NA,16004,FFToday,13156,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,3,33,NA,NA,0.2,0,0,NA,0,NA,4.5,NA,18200,FFToday,15761,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,2,33,NA,NA,0.2,0,0,NA,0,NA,4.5,NA,16270,FFToday,13793,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,NA,3,26,NA,NA,0.2,1,5,NA,0,NA,4.3,NA,17728,FFToday,15289,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odell Beckham Jr.,WR,BAL,NA,NA,2,30,NA,NA,0.2,0,0,NA,0,NA,4.2,NA,14114,FFToday,11679,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,NA,3,35,NA,NA,0.1,0,0,NA,0,NA,4.1,NA,17159,FFToday,14974,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,NA,2,34,NA,NA,0.1,0,0,NA,0,NA,4,NA,18029,FFToday,15752,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,NA,2,27,NA,NA,0.2,0,0,NA,0,NA,3.9,NA,17502,FFToday,15301,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,NA,2,27,NA,NA,0.2,0,0,NA,0,NA,3.9,NA,15271,FFToday,12176,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,HOU,NA,NA,3,32,NA,NA,0.1,0,0,NA,0,NA,3.8,NA,15826,FFToday,13172,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,2,32,NA,NA,0.1,0,0,NA,0,NA,3.8,NA,16357,FFToday,13632,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,NA,3,32,NA,NA,0.1,0,0,NA,0,NA,3.8,NA,18597,FFToday,16197,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,NA,2,20,NA,NA,0.1,2,11,NA,0,NA,3.7,NA,17654,FFToday,15283,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,MIA,NA,NA,2,24,NA,NA,0.2,0,0,NA,0,NA,3.6,NA,16125,FFToday,13638,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Chark,WR,CAR,NA,NA,2,28,NA,NA,0.1,0,0,NA,0,NA,3.4,NA,16145,FFToday,13668,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,NA,2,27,NA,NA,0.1,0,0,NA,0,NA,3.3,NA,17509,FFToday,15293,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,2,24,NA,NA,0.1,0,0,NA,0,NA,3,NA,18551,FFToday,16183,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2,24,NA,NA,0.1,0,0,NA,0,NA,3,NA,18181,FFToday,15768,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,NA,2,23,NA,NA,0.1,0,0,NA,0,NA,2.9,NA,18613,FFToday,16199,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,ATL,NA,NA,2,22,NA,NA,0.1,0,0,NA,0,NA,2.8,NA,17124,FFToday,14858,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecole Hardman,WR,KC,NA,NA,1,15,NA,NA,0.1,1,6,NA,0,NA,2.7,NA,16589,FFToday,14113,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,NA,2,21,NA,NA,0.1,0,0,NA,0,NA,2.7,NA,18158,FFToday,15766,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,2,19,NA,NA,0.1,0,0,NA,0,NA,2.5,NA,17281,FFToday,15109,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,NYJ,NA,NA,1,16,NA,NA,0.1,0,0,NA,0,NA,2.2,NA,11918,FFToday,10308,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,NA,1,15,NA,NA,0.1,0,0,NA,0,NA,2.1,NA,15101,FFToday,12181,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,PHI,NA,NA,1,15,NA,NA,0.1,0,0,NA,0,NA,2.1,NA,11860,FFToday,10271,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,MIN,NA,NA,1,15,NA,NA,0.1,0,0,NA,0,NA,2.1,NA,16426,FFToday,13910,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,NA,1,15,NA,NA,0.1,0,0,NA,0,NA,2.1,NA,16682,FFToday,14123,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Scott,WR,CHI,NA,NA,1,15,NA,NA,0.1,0,0,NA,0,NA,2.1,NA,18642,FFToday,16205,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin,WR,PIT,NA,NA,1,8,NA,NA,0.1,1,6,NA,0,NA,2,NA,18008,FFToday,15777,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,NA,1,14,NA,NA,0.1,0,0,NA,0,NA,2,NA,17109,FFToday,14849,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,PIT,NA,NA,1,13,NA,NA,0.1,0,0,NA,0,NA,1.9,NA,14298,FFToday,11678,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,7.4,7.4,105,NA,NA,1,0.2,0.9,NA,0,0,16.53,NA,12197,FleaFlicker,12801,@KCSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR1,1,105.9,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,6.5,6.5,95.8,NA,NA,1,0,0,NA,0,0,15.52,NA,14694,FleaFlicker,14104,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR2,1,95.9,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,7.7,7.7,90.1,NA,NA,1,0.3,1.9,NA,0,0.1,15.16,NA,16250,FleaFlicker,15281,BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR3,1,91.9,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,7.3,7.3,91.9,NA,NA,1,0,0,NA,0,0.1,15.09,NA,11329,FleaFlicker,12186,@CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR4,1,91.9,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6.9,6.9,87.8,NA,NA,0.5,0.4,2.2,NA,0,0,11.8,NA,15523,FleaFlicker,14832,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR8,0.5,90,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,6.1,6.1,78.8,NA,NA,0.4,0.1,2.1,NA,0,0,10.73,NA,12970,FleaFlicker,13164,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR10,0.5,80.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,6.9,6.9,79.4,NA,NA,0.4,0,0.2,NA,0,0,10.34,NA,9380,FleaFlicker,11222,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR7,0.4,79.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,6.5,6.5,72.8,NA,NA,0.5,0.1,0.6,NA,0,0,9.98,NA,9891,FleaFlicker,11938,INDSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR29,0.5,73.4,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,5.4,5.4,74,NA,NA,0.4,0.2,1.1,NA,0,0,9.78,NA,16798,FleaFlicker,15753,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR22,0.4,75.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,5.7,5.7,75.4,NA,NA,0.4,0,0.3,NA,0,0,9.67,NA,17779,FleaFlicker,16211,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR12,0.4,75.7,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,5.3,5.3,71.7,NA,NA,0.4,0.2,1,NA,0,0,9.67,NA,16236,FleaFlicker,15284,@KCSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR11,0.4,72.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,4.8,4.8,70.3,NA,NA,0.4,0,0,NA,0,0,9.21,NA,16281,FleaFlicker,15290,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR24,0.4,70.3,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.8,4.8,66,NA,NA,0.4,0,0,NA,0,0,9.14,NA,10252,FleaFlicker,11671,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR18,0.4,66,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,5.5,5.5,68.3,NA,NA,0.4,0,0,NA,0,0,9.07,NA,10295,FleaFlicker,11675,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR6,0.4,68.4,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,4.9,4.9,67.2,NA,NA,0.4,0,0,NA,0,0,8.82,NA,16824,FleaFlicker,15754,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR14,0.4,67.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,5.1,5.1,67.7,NA,NA,0.3,0,0,NA,0,0,8.81,NA,14746,FleaFlicker,14109,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR33,0.3,67.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,5.2,5.2,65.2,NA,NA,0.4,0,0,NA,0,0,8.8,NA,14706,FleaFlicker,14102,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR13,0.4,65.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,5.6,5.6,66,NA,NA,0.4,0,0.2,NA,0,0,8.78,NA,15603,FleaFlicker,14842,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR27,0.4,66.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,4.8,4.8,63.8,NA,NA,0.4,0,0.1,NA,0,0,8.67,NA,9311,FleaFlicker,11232,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR32,0.4,63.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,5.1,5.1,67.9,NA,NA,0.3,0,0.1,NA,0,0,8.6,NA,13764,FleaFlicker,13635,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR15,0.3,68,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,4.1,4.1,65.2,NA,NA,0.3,0.1,0.8,NA,0,0,8.53,NA,16859,FleaFlicker,15762,TENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR21,0.3,66.1,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,4.5,4.5,65.4,NA,NA,0.3,0,0,NA,0,0,8.42,NA,11177,FleaFlicker,12175,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR17,0.3,65.4,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,5.5,5.5,61.2,NA,NA,0.3,0.6,3.2,NA,0,0,8.37,NA,17595,FleaFlicker,16190,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR19,0.3,64.4,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,4.8,4.8,61.6,NA,NA,0.3,0.1,0.5,NA,0,0,8.19,NA,17613,FleaFlicker,16186,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR31,0.3,62.1,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,5.3,5.3,60.7,NA,NA,0.3,0.2,1.4,NA,0,0,8.07,NA,12926,FleaFlicker,13163,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR37,0.3,62.1,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,3.8,3.8,56.2,NA,NA,0.4,0,0.1,NA,0,0,8.05,NA,15627,FleaFlicker,14845,@CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR34,0.4,56.3,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,4.8,4.8,61.4,NA,NA,0.3,0.2,1.1,NA,0,0,7.99,NA,14754,FleaFlicker,14208,TENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR35,0.3,62.5,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,4.5,4.5,56.8,NA,NA,0.4,0,0,NA,0,0,7.98,NA,15585,FleaFlicker,14835,BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR28,0.4,56.8,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,5.2,5.2,58.2,NA,NA,0.4,0,0,NA,0,0,7.92,NA,11242,FleaFlicker,12187,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR36,0.4,58.2,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,4.5,4.5,58.2,NA,NA,0.3,0,0,NA,0,0,7.62,NA,16253,FleaFlicker,15282,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR16,0.3,58.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,3.7,3.7,51.7,NA,NA,0.3,1.3,5.5,NA,0,0,7.59,NA,17627,FleaFlicker,16204,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR43,0.3,57.2,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,4.4,4.4,57.8,NA,NA,0.3,0,0,NA,0,0,7.52,NA,17622,FleaFlicker,16187,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR47,0.3,57.8,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,3.9,3.9,52.6,NA,NA,0.3,0.4,2.4,NA,0,0,7.39,NA,16896,FleaFlicker,15789,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR30,0.3,55,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,4.3,4.3,54.7,NA,NA,0.3,0,0.2,NA,0,0,7.19,NA,14661,FleaFlicker,14105,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR39,0.3,54.9,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,4.5,4.5,54.4,NA,NA,0.3,0.1,0.4,NA,0,0,7.18,NA,17633,FleaFlicker,16194,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR46,0.3,54.9,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,4.9,4.9,53.3,NA,NA,0.3,0.2,0.9,NA,0,0,7.1,NA,14949,FleaFlicker,14127,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR40,0.3,54.2,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,4.3,4.3,52.5,NA,NA,0.3,0,0,NA,0,0,6.89,NA,12096,FleaFlicker,12652,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR57,0.3,52.5,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demario Douglas,WR,NE,NA,4,4,48.3,NA,NA,0.3,0.4,2.8,NA,0,0,6.79,NA,17724,FleaFlicker,16342,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR74,0.3,51.1,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,LAC,NA,4,4,50.4,NA,NA,0.3,0,0.1,NA,0,0,6.69,NA,16292,FleaFlicker,15319,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR48,0.3,50.5,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,4,4,49.6,NA,NA,0.3,0,0,NA,0,0,6.52,NA,16823,FleaFlicker,15751,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR38,0.3,49.6,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA
