player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds
Rashee Rice,WR,KC,NA,4.7,4.7,54.5,NA,NA,0.3,0,0.1,NA,0,0,7.32,NA,17633,FleaFlicker,16194,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR37,0.3,54.6,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,4.4,4.4,55.2,NA,NA,0.3,0.2,0.8,NA,0,0,7.3,NA,14661,FleaFlicker,14105,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR35,0.3,56.1,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,3.7,3.7,50.1,NA,NA,0.3,0.2,1.2,NA,0,0,7.25,NA,10242,FleaFlicker,11674,SEAW 41-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7.25,WR51,0.4,51.3,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,4.6,4.6,53,NA,NA,0.3,0,0.1,NA,0,0,7.13,NA,11242,FleaFlicker,12187,@DALL 35-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.13,WR33,0.3,53.2,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,4.2,4.2,54.1,NA,NA,0.3,0,0.1,NA,0,0,7.04,NA,14754,FleaFlicker,14208,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR34,0.3,54.2,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,4.3,4.3,53.9,NA,NA,0.3,0,0.1,NA,0,0,6.96,NA,17622,FleaFlicker,16187,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR44,0.3,53.9,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,4.5,4.5,51.6,NA,NA,0.3,0.1,0.5,NA,0,0,6.79,NA,12926,FleaFlicker,13163,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR40,0.3,52,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,3.9,3.9,51.9,NA,NA,0.3,0,0.1,NA,0,0,6.71,NA,15585,FleaFlicker,14835,@JACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR43,0.3,52,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,3.3,3.3,46.7,NA,NA,0.3,0.2,1.2,NA,0,0,6.67,NA,16896,FleaFlicker,15789,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR39,0.3,47.9,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,4.2,4.2,52.8,NA,NA,0.2,0,0,NA,0,0,6.66,NA,16823,FleaFlicker,15751,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR31,0.2,52.8,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,3.3,3.3,49.3,NA,NA,0.3,0.2,1.1,NA,0,0,6.62,NA,16859,FleaFlicker,15762,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR32,0.3,50.4,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,3.7,3.7,50.1,NA,NA,0.3,0,0.5,NA,0,0,6.57,NA,15544,FleaFlicker,14833,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR47,0.3,50.5,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,3.4,3.4,42.6,NA,NA,0.2,0.8,4.9,NA,0,0,6.31,NA,17674,FleaFlicker,16184,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR46,0.3,47.5,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,3.7,3.7,42.6,NA,NA,0.3,0,0,NA,0,0,5.96,NA,16941,FleaFlicker,15779,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR49,0.3,42.6,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,3.4,3.4,42.4,NA,NA,0.2,0.5,3,NA,0,0,5.68,NA,16265,FleaFlicker,15288,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR52,0.2,45.4,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,4.3,4.3,43.3,NA,NA,0.2,0.2,1.4,NA,0,0,5.63,NA,12930,FleaFlicker,13157,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR58,0.2,44.7,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,3.3,3.3,41.4,NA,NA,0.2,0,0,NA,0,0,5.48,NA,16821,FleaFlicker,15755,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR50,0.2,41.4,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,3.5,3.5,42.6,NA,NA,0.2,0,0.1,NA,0,0,5.43,NA,17606,FleaFlicker,16185,@DALL 35-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.43,WR42,0.2,42.7,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,3.2,3.2,42.1,NA,NA,0.2,0,0,NA,0,0,5.13,NA,11170,FleaFlicker,12176,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR90,0.2,42.1,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,3,3,35.6,NA,NA,0.2,0,0.3,NA,0,0,5.01,NA,12937,FleaFlicker,13176,CINMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR62,0.2,35.8,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,3.4,3.4,33.8,NA,NA,0.1,1.2,7,NA,0,0,4.99,NA,16327,FleaFlicker,15283,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR80,0.2,40.8,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,3.4,3.4,40.9,NA,NA,0.1,0,0,NA,0,0,4.89,NA,17656,FleaFlicker,16197,@TBSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR67,0.1,40.9,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,HOU,NA,2.4,2.4,34.4,NA,NA,0.2,0,0.2,NA,0,0,4.8,NA,13120,FleaFlicker,13172,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR75,0.2,34.6,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,3.3,3.3,37.4,NA,NA,0.2,0,0.2,NA,0,0,4.8,NA,14935,FleaFlicker,14108,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR98,0.2,37.6,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.T. Perry,WR,NO,NA,2.9,2.9,36.8,NA,NA,0.2,0,0.1,NA,0,0,4.8,NA,17771,FleaFlicker,16196,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR83,0.2,37,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,2.5,2.5,35,NA,NA,0.2,0,0,NA,0,0,4.78,NA,13851,FleaFlicker,13776,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR77,0.2,35,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,3,3,35.8,NA,NA,0.2,0,0,NA,0,0,4.76,NA,9338,FleaFlicker,11228,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR76,0.2,35.9,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,3.5,3.5,36.3,NA,NA,0.2,0,0.2,NA,0,0,4.71,NA,12051,FleaFlicker,12650,@JACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR61,0.2,36.5,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,NE,NA,3.2,3.2,36.9,NA,NA,0.2,0,0,NA,0,0,4.67,NA,12950,FleaFlicker,13156,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR88,0.2,36.9,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,2.3,2.3,31.4,NA,NA,0.2,0.3,2.3,NA,0,0,4.53,NA,16326,FleaFlicker,15301,CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR57,0.2,33.7,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Chark,WR,CAR,NA,2.3,2.3,34.5,NA,NA,0.2,0,0,NA,0,0,4.51,NA,13790,FleaFlicker,13668,@TBSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR71,0.2,34.6,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Guyton,WR,LAC,NA,2.3,2.3,33,NA,NA,0.2,0,0.2,NA,0,0,4.49,NA,15260,FleaFlicker,14337,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.2,33.3,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,2.6,2.6,30.7,NA,NA,0.2,0.1,0.7,NA,0,0,4.24,NA,17767,FleaFlicker,16199,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR85,0.2,31.5,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,2.3,2.3,31.4,NA,NA,0.1,0.3,1.6,NA,0,0,4.16,NA,16835,FleaFlicker,15787,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,33,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,2.5,2.5,29.8,NA,NA,0.2,0,0.2,NA,0,0,4.1,NA,17593,FleaFlicker,16188,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR60,0.2,30,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,2.2,2.2,27.7,NA,NA,0.2,0,0,NA,0,0,3.83,NA,16192,FleaFlicker,15109,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR115,0.2,27.7,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,2,2,25.5,NA,NA,0.2,0,0,NA,0,0,3.79,NA,13788,FleaFlicker,13646,SEAW 41-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3.79,WR65,0.2,25.5,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,2,2,26.6,NA,NA,0.1,0.3,1.6,NA,0,0,3.74,NA,16803,FleaFlicker,15752,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR89,0.2,28.3,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,1.9,1.9,27.1,NA,NA,0.2,0,0.2,NA,0,0,3.73,NA,16830,FleaFlicker,15756,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR54,0.2,27.3,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,1.8,1.8,23.4,NA,NA,0.2,0.5,2.9,NA,0,0,3.61,NA,17631,FleaFlicker,16189,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR56,0.2,26.3,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,2,2,27.6,NA,NA,0.1,0,0,NA,0,0,3.58,NA,16842,FleaFlicker,15768,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR95,0.1,27.6,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,1.7,1.7,24.1,NA,NA,0.2,0,0.1,NA,0,0,3.42,NA,13029,FleaFlicker,13168,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR68,0.2,24.1,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,1.9,1.9,24.7,NA,NA,0.1,0,0.1,NA,0,0,3.34,NA,17792,FleaFlicker,16195,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR104,0.1,24.8,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,2.1,2.1,24.4,NA,NA,0.1,0,0.5,NA,0,0,3.31,NA,16854,FleaFlicker,15766,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR81,0.1,24.9,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,1.8,1.8,23.5,NA,NA,0.1,0.1,1.6,NA,0,0,3.25,NA,12441,FleaFlicker,13066,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR93,0.1,25.1,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,1.6,1.6,24.2,NA,NA,0.1,0,0,NA,0,0,3.18,NA,13952,FleaFlicker,13793,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR79,0.1,24.2,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lynn Bowden,WR,NO,NA,1.8,1.8,21.3,NA,NA,0.1,0.5,2.5,NA,0,0,3.06,NA,15579,FleaFlicker,14843,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,23.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,PHI,NA,1.9,1.9,22.4,NA,NA,0.1,0,0.2,NA,0,0,3.02,NA,7372,FleaFlicker,10271,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR108,0.1,22.6,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,1.6,1.6,20.2,NA,NA,0.1,0,0,NA,0,0,2.9,NA,16872,FleaFlicker,15788,SEAW 41-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.9,WR84,0.1,20.2,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,1.8,1.8,21.2,NA,NA,0.1,0,0.6,NA,0,0,2.8,NA,17643,FleaFlicker,16191,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR87,0.1,21.8,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,ATL,NA,1.5,1.5,21.4,NA,NA,0.1,0,0.1,NA,0,0,2.73,NA,15564,FleaFlicker,14858,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR94,0.1,21.5,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Gipson,WR,NYJ,NA,1.6,1.6,18.6,NA,NA,0.1,0.4,1.6,NA,0,0,2.6,NA,18085,FleaFlicker,16416,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.1,20.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,1.4,1.4,17.3,NA,NA,0.1,0,0,NA,0,0,2.49,NA,13915,FleaFlicker,13652,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,17.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,MIA,NA,1.6,1.6,17.2,NA,NA,0.1,0,0,NA,0,0,2.48,NA,13909,FleaFlicker,13638,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,17.2,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,1.4,1.4,14.2,NA,NA,0.1,0.7,3.6,NA,0,0,2.42,NA,16251,FleaFlicker,15289,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR82,0.1,17.7,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,1.4,1.4,18.1,NA,NA,0.1,0,0,NA,0,0,2.39,NA,15751,FleaFlicker,14860,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR114,0.1,18.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,PIT,NA,1.6,1.6,16.4,NA,NA,0.1,0,0,NA,0,0,2.35,NA,10305,FleaFlicker,11678,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR109,0.1,16.5,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Reagor,WR,NE,NA,1.1,1.1,17,NA,NA,0.1,0,0.2,NA,0,0,2.22,NA,15528,FleaFlicker,14839,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,17.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,TEN,NA,1,1,13.4,NA,NA,0.1,0.3,1.4,NA,0,0,2,NA,12153,FleaFlicker,12773,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.1,14.7,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Kirkwood,WR,NO,NA,1.2,1.2,14.4,NA,NA,0.1,0,0,NA,0,0,1.96,NA,14357,FleaFlicker,13882,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,14.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,IND,NA,1,1,10.7,NA,NA,0.1,0.8,3.6,NA,0,0,1.95,NA,13080,FleaFlicker,13313,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,14.3,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,0.8,0.8,10.2,NA,NA,0.1,0.4,2.9,NA,0,0,1.89,NA,17558,FleaFlicker,15981,SEAW 41-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.89,NA,0.1,13.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,WAS,NA,1.2,1.2,14,NA,NA,0.1,0,0,NA,0,0,1.86,NA,14328,FleaFlicker,13863,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,14.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Philips,WR,TEN,NA,1.1,1.1,13.6,NA,NA,0.1,0,0.1,NA,0,0,1.83,NA,16956,FleaFlicker,15901,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR100,0.1,13.6,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,0.8,0.8,8.7,NA,NA,0.1,0.8,4.4,NA,0,0,1.83,NA,17697,FleaFlicker,16299,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.1,13.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,PHI,NA,1.2,1.2,13.7,NA,NA,0.1,0,0,NA,0,0,1.77,NA,15107,FleaFlicker,14592,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,13.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Brownlee,WR,NYJ,NA,1.3,1.3,14.1,NA,NA,0.1,0,0.1,NA,0,0,1.76,NA,18091,FleaFlicker,16423,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.1,14.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin,WR,PIT,NA,0.6,0.6,7.9,NA,NA,0,0.7,4.6,NA,0,0,1.71,NA,16921,FleaFlicker,15777,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR105,0.1,12.6,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,WAS,NA,0.9,0.9,12.8,NA,NA,0.1,0,0.2,NA,0,0,1.71,NA,16309,FleaFlicker,15292,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,13.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,NA,1.1,1.1,12.8,NA,NA,0.1,0,0.2,NA,0,0,1.7,NA,18001,FleaFlicker,16393,@DALL 35-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.7,WR103,0.1,13,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deven Thompkins,WR,TB,NA,0.9,0.9,9.5,NA,NA,0.1,0.4,2.6,NA,0,0,1.67,NA,17499,FleaFlicker,15977,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.1,12.1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,LAR,NA,0.9,0.9,10.7,NA,NA,0.1,0,0,NA,0,0,1.53,NA,12106,FleaFlicker,12785,CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,10.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,0.9,0.9,10.6,NA,NA,0.1,0,0,NA,0,0,1.46,NA,17992,FleaFlicker,16413,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,10.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,0.7,0.7,9.9,NA,NA,0.1,0,0.1,NA,0,0,1.36,NA,14059,FleaFlicker,13632,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR91,0.1,9.9,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie,WR,HOU,NA,0.7,0.7,8.8,NA,NA,0.1,0,0.1,NA,0,0,1.25,NA,16849,FleaFlicker,15759,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR111,0.1,8.8,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall,WR,CAR,NA,0.8,0.8,9.3,NA,NA,0.1,0,0,NA,0,0,1.24,NA,16313,FleaFlicker,15308,@TBSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.1,9.4,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,0.9,0.9,9.7,NA,NA,0,0,0,NA,0,0,1.19,NA,16863,FleaFlicker,15758,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0,9.8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Miller,WR,ATL,NA,0.9,0.9,9.9,NA,NA,0,0,0,NA,0,0,1.15,NA,14849,FleaFlicker,14280,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,9.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,0.7,0.7,8.5,NA,NA,0,0,0,NA,0,0,1.09,NA,14930,FleaFlicker,14551,@JACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR92,0,8.6,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,0.7,0.7,8.5,NA,NA,0,0,0.1,NA,0,0,1.08,NA,15667,FleaFlicker,14992,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,8.6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Miller,WR,TB,NA,0.7,0.7,7.9,NA,NA,0,0,0.5,NA,0,0,1.08,NA,18217,FleaFlicker,NA,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0,8.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Johnson,WR,DEN,NA,0.7,0.7,8,NA,NA,0.1,0,0,NA,0,0,1.07,NA,17347,FleaFlicker,15987,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,KC,NA,0.7,0.7,8.4,NA,NA,0,0,0.1,NA,0,0,1.06,NA,14009,FleaFlicker,13724,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,8.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
