player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,two_pts
Brock Purdy,QB,SF,NA,31.6,21.8,271.6,NA,1.7,0.6,NA,3.1,13.1,NA,0.1,0.1,19,NA,19797,FantasyPros,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,33.9,22.7,258.2,NA,1.5,0.8,NA,5.7,21,NA,0.2,0.1,18.7,NA,18635,FantasyPros,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,35,22.9,255.4,NA,1.4,0.8,NA,4.5,21,NA,0.2,0.2,17.9,NA,19780,FantasyPros,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,30,19.6,225.4,NA,1.1,0.8,NA,6.6,32.1,NA,0.3,0.2,17.7,NA,18600,FantasyPros,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,WAS,NA,38,25.2,268.2,NA,1.4,1,NA,3.6,15.8,NA,0.1,0.2,17.4,NA,23045,FantasyPros,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,30.7,20.4,221.4,NA,1.5,0.7,NA,5.1,25.3,NA,0.2,0.2,17.2,NA,11180,FantasyPros,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,35.7,23.4,259.7,NA,1.6,0.8,NA,1.8,5.9,NA,0.1,0.2,16.5,NA,15501,FantasyPros,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,33.7,20.7,233.7,NA,1.4,0.9,NA,4,16.4,NA,0.1,0.2,15.9,NA,19246,FantasyPros,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,31.1,20.1,225.2,NA,1.5,0.8,NA,3.8,13.7,NA,0.1,0.2,15.7,NA,17237,FantasyPros,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,34,22.4,246.9,NA,1.4,0.8,NA,1.6,5.8,NA,0,0.2,15.3,NA,12092,FantasyPros,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,31,19.7,234.9,NA,1.2,1,NA,3.6,15,NA,0.1,0.2,14.7,NA,18557,FantasyPros,14358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,QB,IND,NA,32.7,21.1,232,NA,1.2,0.8,NA,2.9,9.1,NA,0.1,0.2,14.6,NA,18562,FantasyPros,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,33.7,22,238.6,NA,1.2,0.9,NA,2.3,10.4,NA,0.1,0.2,14.6,NA,11687,FantasyPros,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,PIT,NA,29.1,18.5,204.8,NA,1.2,0.5,NA,2.9,13.3,NA,0.1,0.1,14.6,NA,22722,FantasyPros,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,30.3,18.4,209.9,NA,1.2,0.7,NA,2.9,11.6,NA,0.1,0.1,13.9,NA,22987,FantasyPros,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,30.9,19.6,220.7,NA,1.3,0.8,NA,1.2,4.6,NA,0,0.1,13.8,NA,9451,FantasyPros,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,32.3,20.4,215.9,NA,1,0.8,NA,3.2,13.1,NA,0.1,0.2,13.3,NA,22900,FantasyPros,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,26.9,17.1,187.4,NA,0.9,0.8,NA,5.6,21.1,NA,0.2,0.2,13.2,NA,20080,FantasyPros,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,CLE,NA,34.1,20.2,221.3,NA,1,0.7,NA,2.1,5.8,NA,0.1,0.2,12.7,NA,9300,FantasyPros,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,26.9,17.5,201.4,NA,1,0.9,NA,2.5,9.4,NA,0.1,0.1,12.5,NA,24027,FantasyPros,15696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Boyle,QB,NYJ,NA,29.8,17.8,189.4,NA,0.9,1.1,NA,2.1,9.1,NA,0.1,0.1,11.3,NA,17801,FantasyPros,13873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,0,0,14.4,NA,0,0.1,NA,0,0.6,NA,0,0,0.8,NA,16477,FantasyPros,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,PIT,NA,0,0,10.7,NA,0.1,0.1,NA,0,0,NA,0,0,0.7,NA,16381,FantasyPros,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,NO,NA,0,0,14,NA,0.1,0.1,NA,0,0,NA,0,0,0.7,NA,13891,FantasyPros,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Cunningham,QB,NE,NA,0,0,10.9,NA,0,0.1,NA,0,0.1,NA,0,0,0.6,NA,22988,FantasyPros,16157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ McCarron,QB,CIN,NA,0,0,10.2,NA,0,0,NA,0,0,NA,0,0,0.6,NA,12091,FantasyPros,11643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,0,0,9.6,NA,0.1,0.1,NA,0,0,NA,0,0,0.5,NA,11174,FantasyPros,10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.J. Walker,QB,CLE,NA,0,0,8.9,NA,0,0,NA,0,0,NA,0,0,0.4,NA,16841,FantasyPros,13416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SF,NA,0,0,6.4,NA,0,0,NA,0,0,NA,0,0,0.4,NA,17236,FantasyPros,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Siemian,QB,NYJ,NA,0,0,7.9,NA,0,0,NA,0,0,NA,0,0,0.4,NA,14142,FantasyPros,12381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Ehlinger,QB,IND,NA,0,0,6.8,NA,0,0,NA,0,0,NA,0,0,0.4,NA,19803,FantasyPros,15250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,NE,NA,0,0,7.9,NA,0,0,NA,0,0,NA,0,0,0.4,NA,20156,FantasyPros,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,QB,ATL,NA,0,0,7.1,NA,0,0,NA,0,0,NA,0,0,0.4,NA,13932,FantasyPros,12476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,0,0,6.6,NA,0,0.1,NA,0,0.1,NA,0,0,0.3,NA,22799,FantasyPros,15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAC,NA,0,0,4.6,NA,0,0,NA,0,0.1,NA,0,0,0.3,NA,16419,FantasyPros,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blaine Gabbert,QB,KC,NA,0,0,5.9,NA,0,0,NA,0,0,NA,0,0,0.3,NA,9858,FantasyPros,10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Clifford,QB,GB,NA,0,0,4.4,NA,0,0,NA,0,0,NA,0,0,0.3,NA,20073,FantasyPros,16313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,QB,DEN,NA,0,0,5.5,NA,0,0.1,NA,0,0,NA,0,0,0.3,NA,18604,FantasyPros,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Dalton,QB,CAR,NA,0,0,4.9,NA,0,0,NA,0,0,NA,0,0,0.3,NA,9907,FantasyPros,10313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,QB,TB,NA,0,0,3.9,NA,0,0,NA,0,0,NA,0,0,0.3,NA,19800,FantasyPros,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easton Stick,QB,LAC,NA,0,0,4.9,NA,0,0,NA,0,0,NA,0,0,0.2,NA,18446,FantasyPros,14069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,PHI,NA,0,0,5.2,NA,0,0,NA,0,0,NA,0,0,0.2,NA,13890,FantasyPros,12141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,WAS,NA,0,0,5,NA,0,0,NA,0,0.1,NA,0,0,0.2,NA,15642,FantasyPros,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,0,0,5.5,NA,0,0.1,NA,0,0,NA,0,0,0.2,NA,18225,FantasyPros,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,DET,NA,0,0,3.4,NA,0,0,NA,0,0,NA,0,0,0.2,NA,12088,FantasyPros,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike White,QB,MIA,NA,0,0,4.2,NA,0,0,NA,0,0,NA,0,0,0.2,NA,17447,FantasyPros,13598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clayton Tune,QB,ARI,NA,0,0,4.9,NA,0,0,NA,0,0,NA,0,0,0.2,NA,25227,FantasyPros,16160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,LAR,NA,0,0,3.8,NA,0,0,NA,0,0,NA,0,0,0.2,NA,15520,FantasyPros,12610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",QB,PHI,NA,27,18,206,NA,1.4,0.8,NA,12,48,NA,0.9,0.3,24.3,NA,NA,FantasySharks,14783,SFO,0.4,0.3,0.3,0.2,0.1,0.1,2.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Justin",QB,LAC,NA,39,26.3,280,NA,2,0.6,NA,4,18,NA,0.1,0.1,23.8,NA,NA,FantasySharks,14779,@NEP,0.9,0.5,0.2,0.2,0.1,0.1,2.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,32.1,21.6,289,NA,2,0.5,NA,2.3,7,NA,0.2,0.1,23.5,NA,NA,FantasySharks,15698,@PHI,0.8,0.4,0.3,0.3,0,0.2,1.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",QB,MIA,NA,38.6,26,317,NA,2.1,0.7,NA,1.9,4,NA,0,0.2,23.5,NA,NA,FantasySharks,14778,@WAS,0.8,0.4,0.1,0.3,0.2,0.2,1.4,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",QB,KCC,NA,34,23,255,NA,2,0.8,NA,5,30,NA,0.1,0.1,23.1,NA,NA,FantasySharks,13116,@GBP,1.3,0.4,0,0.1,0.1,0,1.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stroud, C.J.",QB,HOU,NA,33,22.3,270,NA,1.9,0.7,NA,2.8,15,NA,0.2,0.3,22.6,NA,NA,FantasySharks,16150,DEN,0.7,0.4,0.4,0.1,0.1,0.2,2.4,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",QB,DAL,NA,32,21.6,250,NA,2,0.8,NA,3.4,15,NA,0.1,0,22,NA,NA,FantasySharks,12620,SEA,0.7,0.6,0.3,0.2,0.1,0,2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,35.4,23.6,258,NA,1.3,0.6,NA,4,19,NA,0.3,0.4,20.9,NA,NA,FantasySharks,15237,CIN,0.6,0.3,0.3,0.1,0.1,0.1,1.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,35.9,24,270,NA,1.7,0.6,NA,2,3,NA,0.1,0.3,20.3,NA,NA,FantasySharks,12611,@NOS,0.7,0.2,0.4,0.2,0.1,0,1.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",QB,ARI,NA,33,22,211,NA,1.1,0.7,NA,6.3,38,NA,0.5,0.3,20.2,NA,NA,FantasySharks,14056,@PIT,0.6,0.2,0.2,0,0.1,0,2.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",QB,DEN,NA,32.1,21,226,NA,1.6,0.4,NA,4.1,19,NA,0.2,0.3,19.8,NA,NA,FantasySharks,10703,@HOU,0.7,0.5,0.2,0,0,0.1,2.7,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howell, Sam",QB,WAS,NA,35.8,23.5,245,NA,1.3,1.2,NA,3.3,20,NA,0.3,0.2,19.4,NA,NA,FantasySharks,15693,MIA,0.5,0.2,0.2,0.2,0,0.1,4.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",QB,GBP,NA,28.4,17.5,201,NA,1.4,1,NA,3.3,18,NA,0.1,0,17.4,NA,NA,FantasySharks,14782,KCC,0.6,0.4,0.2,0.2,0,0.1,2.2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",QB,NOS,NA,35.2,22.9,249,NA,1.2,0.5,NA,1.6,4,NA,0,0.1,16.9,NA,NA,FantasySharks,11644,DET,0.5,0.3,0.1,0.2,0.1,0.1,1.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,31.3,20.9,228,NA,1.3,0.8,NA,3.2,14,NA,0,0.2,16.9,NA,NA,FantasySharks,11150,@DAL,0.6,0.3,0.2,0.1,0,0.1,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Browning, Jake",QB,CIN,NA,27.6,18.6,195,NA,1.4,0.5,NA,2.7,11,NA,0,0.1,16.1,NA,NA,FantasySharks,14358,@JAC,0.7,0.3,0.1,0.1,0,0.2,1.9,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minshew, Gardner",QB,IND,NA,31,20.9,222,NA,0.8,0.8,NA,2.8,9,NA,0.4,0.4,15.9,NA,NA,FantasySharks,14067,@TEN,0.2,0.3,0,0.1,0,0.2,2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",QB,LAR,NA,30,20,222,NA,1.2,1,NA,2.2,7,NA,0.1,0.1,15.9,NA,NA,FantasySharks,9431,CLE,0.6,0.2,0.2,0.1,0.1,0.1,2.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",QB,TBB,NA,31,20.9,211,NA,1.3,0.8,NA,3.6,12,NA,0,0.2,15.8,NA,NA,FantasySharks,13590,CAR,0.7,0.1,0.3,0.1,0.1,0,2.9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Bryce",QB,CAR,NA,38.7,23.6,221,NA,1,0.6,NA,2.3,13,NA,0.1,0.3,15.7,NA,NA,FantasySharks,16148,@TBB,0.7,0.2,0.1,0,0,0,3.1,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",QB,NEP,NA,33.3,21.6,215,NA,1,0.9,NA,2.5,8,NA,0,0.1,14.6,NA,NA,FantasySharks,15241,LAC,0.6,0.1,0.1,0.1,0.1,0.1,1.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridder, Desmond",QB,ATL,NA,26,17.6,187,NA,0.7,0.8,NA,4.7,23,NA,0.3,0.6,14.1,NA,NA,FantasySharks,15697,@NYJ,0.4,0.1,0.1,0,0,0.1,2.4,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyle, Tim",QB,NYJ,NA,34.9,21.1,206,NA,0.6,0.8,NA,2.5,14,NA,0,0.4,12.9,NA,NA,FantasySharks,13873,ATL,0.4,0.1,0,0,0,0.1,3.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Levis, Will",QB,TEN,NA,25.5,17,182,NA,0.8,0.6,NA,3.2,7,NA,0.1,0.2,12.3,NA,NA,FantasySharks,16149,IND,0.2,0.2,0.1,0.1,0.2,0.1,3.3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PIT,NA,28.9,18.1,181,NA,0.5,0.4,NA,3.5,8,NA,0.1,0,12.3,NA,NA,FantasySharks,15692,ARI,0.2,0.1,0,0,0.1,0.1,2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flacco, Joe",QB,CLE,NA,28,18,175,NA,0.7,1,NA,8,0,NA,0,0.1,10.4,NA,NA,FantasySharks,9064,@LAR,0.3,0.3,0,0,0.1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Zach",QB,NYJ,NA,26.3,15.6,162,NA,0.5,0.9,NA,2.1,11,NA,0,0.5,9.9,NA,NA,FantasySharks,15239,ATL,0.3,0.1,0,0,0,0.1,4.3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trubisky, Mitchell",QB,PIT,NA,13.9,8.7,93,NA,0.4,0.8,NA,1.3,5,NA,0,0,6.2,NA,NA,FantasySharks,13115,ARI,0.1,0.1,0.2,0,0,0,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heinicke, Taylor",QB,ATL,NA,7.9,4.6,62,NA,0.4,0.1,NA,1,5,NA,0,0.1,5,NA,NA,FantasySharks,12476,@NYJ,0.3,0.1,0,0,0,0,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills, Davis",QB,HOU,NA,8.4,5.3,56,NA,0.3,0.3,NA,1,4,NA,0.1,0.1,4.3,NA,NA,FantasySharks,15252,DEN,0.1,0.1,0,0,0,0,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehlinger, Sam",QB,IND,NA,8.7,5.9,61,NA,0.3,0,NA,1.2,4,NA,0,0.1,4.3,NA,NA,FantasySharks,15250,@TEN,0.3,0,0,0,0,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winston, Jameis",QB,NOS,NA,9.5,5.5,57,NA,0.4,0.5,NA,0.7,-0.1,NA,0,0,4.1,NA,NA,FantasySharks,12140,DET,0.1,0.4,0,0,0,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCarron, A.J.",QB,CIN,NA,6.4,3.9,36,NA,0.4,0,NA,0.7,2,NA,0,0,3.4,NA,NA,FantasySharks,11643,@JAC,0.4,0,0,0,0,0,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tannehill, Ryan",QB,TEN,NA,8.6,5.1,57,NA,0.1,0.4,NA,0.7,3,NA,0,0.1,3.4,NA,NA,FantasySharks,10697,IND,0,0.1,0,0,0,0,1.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalton, Andy",QB,CAR,NA,4.8,3.3,39,NA,0.2,0.1,NA,0.5,1,NA,0,0,2.8,NA,NA,FantasySharks,10313,@TBB,0.1,0.1,0.1,0,0,0,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zappe, Bailey",QB,NEP,NA,8.7,5,45,NA,0.1,0.4,NA,0.2,0,NA,0,0.1,2.3,NA,NA,FantasySharks,15696,LAC,0,0,0.1,0,0,0,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson, Skylar",QB,MIA,NA,6.2,3.6,38,NA,0.2,0.4,NA,0.8,1,NA,0,0.1,2.2,NA,NA,FantasySharks,15699,@WAS,0.1,0,0,0,0,0.1,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariota, Marcus",QB,PHI,NA,2.5,1.5,17,NA,0.1,0.1,NA,1,4,NA,0,0,1.8,NA,NA,FantasySharks,12141,SFO,0.1,0,0,0,0,0,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wentz, Carson",QB,LAR,NA,4.2,2.5,24,NA,0.1,0.1,NA,0.6,2,NA,0,0,1.7,NA,NA,FantasySharks,12610,CLE,0,0,0,0,0,0,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Mike",QB,MIA,NA,2.2,1.2,19,NA,0.2,0.2,NA,0.8,-0.7,NA,0,0,1.6,NA,NA,FantasySharks,13598,@WAS,0,0,0,0,0,0.2,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tune, Clayton",QB,ARI,NA,4.4,2.5,14,NA,0,0.5,NA,1.4,7,NA,0.1,0.2,1.3,NA,NA,FantasySharks,16160,@PIT,0,0,0,0,0,0,1.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
