player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,two_pts
Kyler Murray,QB,ARI,NA,30.21,19.48,229,NA,1.22,0.6,NA,7.05,35.1,NA,0.26,NA,17.06,NA,kyler-murray,NumberFire,14056,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,24.68,#6,11,9,17.67,7700,2.29,18.13,17.67,NA
Justin Herbert,QB,LAC,NA,31.71,21.01,222.59,NA,1.29,0.56,NA,6.61,27.1,NA,0.28,NA,16.98,NA,justin-herbert,NumberFire,14779,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.37,24.59,#15,12,10,17.55,8200,2.14,17.77,17.55,NA
Jared Goff,QB,DET,NA,34.88,22.63,249.49,NA,1.77,0.67,NA,2.15,8.27,NA,0.11,NA,16.85,NA,jared-goff,NumberFire,12611,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.24,24.46,#9,13,11,17.5,7600,2.3,17.74,17.5,NA
Gardner Minshew,QB,IND,NA,32.21,20.92,230.8,NA,1.37,0.64,NA,3.98,16.42,NA,0.18,NA,15.58,NA,gardner-minshew,NumberFire,14067,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,23.11,#27,14,12,16.23,6800,2.39,16.56,16.23,NA
Sam Howell,QB,WSH,NA,36.24,24.3,246.22,NA,1.4,0.84,NA,2.38,10.59,NA,0.11,NA,15.27,NA,sam-howell,NumberFire,15693,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76,22.78,#7,15,13,16.11,7500,2.15,16.27,16.11,NA
Kenny Pickett,QB,PIT,NA,30.42,19.74,208.09,NA,1.29,0.64,NA,3.96,16.05,NA,0.24,NA,15.07,NA,kenny-pickett,NumberFire,15692,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57,22.57,#31,16,14,15.71,6700,2.34,15.84,15.71,NA
Geno Smith,QB,SEA,NA,34.3,21.85,238.12,NA,1.35,0.94,NA,3.3,14.6,NA,0.12,NA,14.96,NA,geno-smith-1,NumberFire,11150,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47,22.45,#3,17,15,15.9,6600,2.41,16.08,15.9,NA
Derek Carr,QB,NO,NA,35.63,23.1,246.14,NA,1.38,0.71,NA,1.87,7.82,NA,0.07,NA,14.83,NA,derek-carr,NumberFire,11644,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,22.31,#21,18,16,15.54,7000,2.22,15.75,15.54,NA
Will Levis,QB,TEN,NA,31.44,19.9,222.07,NA,1.2,0.68,NA,3.5,14.84,NA,0.15,NA,14.41,NA,will-levis,NumberFire,16149,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,21.87,#14,20,17,15.07,6600,2.28,15.27,15.07,NA
Jordan Love,QB,GB,NA,32.28,19.75,219.51,NA,1.18,0.75,NA,3.36,14.39,NA,0.12,NA,13.79,NA,jordan-love,NumberFire,14782,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38,21.2,#5,24,18,14.53,7300,1.99,14.77,14.53,NA
Matthew Stafford,QB,LA,NA,32.37,19.21,220.01,NA,1.43,0.72,NA,1.28,4.57,NA,0.05,NA,13.78,NA,matthew-stafford,NumberFire,9431,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37,21.19,#2,25,19,14.48,6900,2.1,14.57,14.48,NA
Baker Mayfield,QB,TB,NA,31.58,20.56,216.42,NA,1.18,0.85,NA,4.29,15.91,NA,0.17,NA,13.78,NA,baker-mayfield,NumberFire,13590,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37,21.19,#28,25,19,14.64,6800,2.15,14.93,14.64,NA
Bailey Zappe,QB,NE,NA,28.77,18.91,213.69,NA,0.91,0.66,NA,2.91,11.92,NA,0.11,NA,12.39,NA,bailey-zappe,NumberFire,15696,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,19.7,#30,33,21,13.08,6600,1.98,13.27,13.08,NA
Jake Browning,QB,CIN,NA,33.97,21.48,226.54,NA,0.85,0.96,NA,3.39,14.68,NA,0.1,NA,12.27,NA,jake-browning,NumberFire,14358,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,19.57,#12,35,22,13.23,6500,2.04,13.44,13.23,NA
Bryce Young,QB,CAR,NA,30.64,19.51,195.44,NA,0.94,0.68,NA,3.15,13.49,NA,0.11,NA,11.82,NA,bryce-young,NumberFire,16148,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,19.09,#22,39,23,12.49,6500,1.92,12.74,12.49,NA
Joe Flacco,QB,CLE,NA,32.38,19.28,206.73,NA,0.96,0.68,NA,1.98,6.74,NA,0.07,NA,11.44,NA,joe-flacco,NumberFire,9064,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,18.68,#20,42,24,12.08,NA,NA,12.34,12.08,NA
Desmond Ridder,QB,ATL,NA,25.31,16.43,168.43,NA,0.75,0.55,NA,4.78,20.37,NA,0.2,NA,11.39,NA,desmond-ridder,NumberFire,15697,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,18.62,#8,43,25,11.92,6500,1.83,12.2,11.92,NA
Tim Boyle,QB,NYJ,NA,29.66,18.6,176.85,NA,0.76,1.07,NA,3.17,13.23,NA,0.13,NA,9.77,NA,tim-boyle,NumberFire,13873,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,16.86,#13,59,26,10.87,6300,1.73,11.05,10.87,NA
Jalen Hurts,QB,PHI,NA,NA,NA,239.94,NA,1.55,0.75,NA,NA,51,NA,0.41,0.11,21.9,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Patrick Mahomes,QB,KC,NA,NA,NA,263.09,NA,1.93,0.66,NA,NA,25.72,NA,0.17,0.02,20.66,NA,2558125,NFL,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Justin Herbert,QB,LAC,NA,NA,NA,291.07,NA,1.9,0.96,NA,NA,17.69,NA,0.17,0.03,20.31,NA,2565045,NFL,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
C.J. Stroud,QB,HOU,NA,NA,NA,288.9,NA,1.86,0.78,NA,NA,14.22,NA,0.21,0.1,20.06,NA,2569819,NFL,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Dak Prescott,QB,DAL,NA,NA,NA,283.69,NA,2.02,0.99,NA,NA,14.36,NA,0.17,0.1,19.82,NA,2555260,NFL,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Brock Purdy,QB,SF,NA,NA,NA,278.52,NA,1.88,0.86,NA,NA,16.47,NA,0.13,0.05,19.39,NA,2568216,NFL,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Tua Tagovailoa,QB,MIA,NA,NA,NA,297.83,NA,1.92,0.86,NA,NA,7.19,NA,0.09,0.13,18.93,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Trevor Lawrence,QB,JAX,NA,NA,NA,250.4,NA,1.58,0.85,NA,NA,20.23,NA,0.23,0.15,18.06,NA,2566163,NFL,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Sam Howell,QB,WAS,NA,NA,NA,269.21,NA,1.64,1.13,NA,NA,17.05,NA,0.14,0.06,17.63,NA,2568333,NFL,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Jared Goff,QB,DET,NA,NA,NA,266.08,NA,1.74,0.78,NA,NA,6.8,NA,0.08,0.1,17.32,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Russell Wilson,QB,DEN,NA,NA,NA,234.31,NA,1.3,0.65,NA,NA,26,NA,0.22,0.05,17.15,NA,2532975,NFL,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Baker Mayfield,QB,TB,NA,NA,NA,246.47,NA,1.64,0.81,NA,NA,14.02,NA,0.11,0.05,17.02,NA,2560800,NFL,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Kyler Murray,QB,ARI,NA,NA,NA,222.81,NA,1.24,0.87,NA,NA,28.22,NA,0.25,0.07,16.63,NA,2562382,NFL,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Derek Carr,QB,NO,NA,NA,NA,250.23,NA,1.77,0.83,NA,NA,4.99,NA,0.07,0.04,16.39,NA,2543499,NFL,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Jordan Love,QB,GB,NA,NA,NA,237.08,NA,1.48,1,NA,NA,16.16,NA,0.16,0.05,16.08,NA,2564007,NFL,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Jake Browning,QB,CIN,NA,NA,NA,251.12,NA,1.45,1.21,NA,NA,15.84,NA,0.13,0.11,15.69,NA,2562634,NFL,14358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Gardner Minshew,QB,IND,NA,NA,NA,237.22,NA,1.38,0.87,NA,NA,6.9,NA,0.1,0.08,14.66,NA,2562796,NFL,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Bryce Young,QB,CAR,NA,NA,NA,220.74,NA,1.22,0.64,NA,NA,12.3,NA,0.1,0.08,14.24,NA,2569606,NFL,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Kenny Pickett,QB,PIT,NA,NA,NA,200.07,NA,1.13,0.69,NA,NA,19.61,NA,0.15,0.04,14.08,NA,2568162,NFL,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Matthew Stafford,QB,LA,NA,NA,NA,223.61,NA,1.39,0.6,NA,NA,3.13,NA,0.06,0.04,14.08,NA,79860,NFL,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Will Levis,QB,TEN,NA,NA,NA,215.3,NA,1.07,0.69,NA,NA,15.62,NA,0.17,0.08,14.03,NA,2569798,NFL,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Geno Smith,QB,SEA,NA,NA,NA,228.74,NA,1.18,0.75,NA,NA,10.48,NA,0.1,0.07,13.94,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Desmond Ridder,QB,ATL,NA,NA,NA,205.4,NA,1.01,0.92,NA,NA,20.98,NA,0.21,0.13,13.65,NA,2567256,NFL,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Joe Flacco,QB,CLE,NA,NA,NA,229.27,NA,1.11,0.63,NA,NA,1.41,NA,0.05,0.03,12.79,NA,382,NFL,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Bailey Zappe,QB,NE,NA,NA,NA,213.49,NA,1.2,1.03,NA,NA,8.18,NA,0.1,0.06,12.68,NA,2567961,NFL,15696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Tim Boyle,QB,NYJ,NA,NA,NA,203.41,NA,1.19,1.34,NA,NA,9.1,NA,0.09,0.08,11.67,NA,2561187,NFL,13873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Cooper Rush,QB,DAL,NA,NA,NA,28.74,NA,0.07,0.11,NA,NA,1.24,NA,0.03,0.02,1.47,NA,2559242,NFL,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Trubisky,QB,PIT,NA,NA,NA,21.34,NA,0.12,0.1,NA,NA,0.02,NA,0.02,NA,1.26,NA,2558008,NFL,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,NO,NA,NA,NA,27.93,NA,0.1,0.18,NA,NA,0.07,NA,0.01,0.01,1.2,NA,2552033,NFL,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Cunningham,QB,NE,NA,NA,NA,21.7,NA,0.07,0.1,NA,NA,0.27,NA,0.02,0.01,1.08,NA,2571222,NFL,16157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ McCarron,QB,CIN,NA,NA,NA,20.41,NA,0.09,0.07,NA,NA,NA,NA,0.01,0.01,1.08,NA,2543497,NFL,11643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,NA,NA,19.26,NA,0.1,0.14,NA,NA,NA,NA,0.01,NA,0.95,NA,2532956,NFL,10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Ehlinger,QB,IND,NA,NA,NA,13.64,NA,0.07,0.05,NA,NA,0.01,NA,0.01,NA,0.79,NA,2566142,NFL,15250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Siemian,QB,NYJ,NA,NA,NA,15.87,NA,0.06,0.08,NA,NA,0.03,NA,0.01,NA,0.78,NA,2553457,NFL,12381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PJ Walker,QB,CLE,NA,NA,NA,17.8,NA,0.05,0.09,NA,NA,0.07,NA,0.01,0.01,0.78,NA,2558904,NFL,13416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,NE,NA,NA,NA,15.86,NA,0.05,0.09,NA,NA,0.04,NA,0.01,NA,0.72,NA,2566334,NFL,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SF,NA,NA,NA,12.83,NA,0.06,0.08,NA,NA,0.05,NA,0.02,0.01,0.7,NA,2561036,NFL,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,QB,ATL,NA,NA,NA,14.28,NA,0.05,0.07,NA,NA,0.01,NA,0.01,NA,0.69,NA,2553656,NFL,12476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blaine Gabbert,QB,KC,NA,NA,NA,11.84,NA,0.04,0.08,NA,NA,0.01,NA,0.01,NA,0.53,NA,2495441,NFL,10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAX,NA,NA,NA,9.18,NA,0.03,0.05,NA,NA,0.13,NA,0.02,NA,0.52,NA,2557922,NFL,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,NA,NA,13.17,NA,0.04,0.11,NA,NA,0.12,NA,0.01,0.01,0.52,NA,2566136,NFL,15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Clifford,QB,GB,NA,NA,NA,8.79,NA,0.03,0.04,NA,NA,0.01,NA,0.02,NA,0.51,NA,2569762,NFL,16313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
