player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts,pass_comp,pass_att,pass_yds,pass_tds,pass_int
"Williams, Mike",WR,LAC,NA,8.7,5.6,75,NA,NA,0.5,NA,0,NA,0,0,10.6,NA,NA,FantasySharks,13154,SEA,1.2,0.1,0.2,0.1,0,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper, Amari",WR,CLE,NA,9.5,5.1,62,NA,NA,0.6,NA,0,NA,0,0,10.1,NA,NA,FantasySharks,12175,@BAL,1.5,0.2,0.4,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, DeAndre",WR,ARI,NA,9,6.5,68,NA,NA,0.5,NA,0,NA,0,0,9.8,NA,NA,FantasySharks,11232,NOS,0.9,0.2,0.1,0.2,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Tee",WR,CIN,NA,8.1,5.2,74,NA,NA,0.4,NA,0,NA,0,0,9.8,NA,NA,FantasySharks,14835,ATL,0.9,0.2,0,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lockett, Tyler",WR,SEA,NA,7.2,5,69,NA,NA,0.4,NA,0,NA,0,0,9.6,NA,NA,FantasySharks,12187,@LAC,0.6,0.1,0,0,0.1,0.1,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metcalf, DK",WR,SEA,NA,8.9,4.8,64,NA,NA,0.6,NA,0,NA,0,0.1,9.5,NA,NA,FantasySharks,14102,@LAC,1.3,0.1,0.3,0,0,0,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Godwin, Chris",WR,TBB,NA,7.9,5.3,67,NA,NA,0.3,NA,2,NA,0.1,0.1,8.6,NA,NA,FantasySharks,13163,@CAR,1.1,0.1,0.1,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooks, Brandin",WR,HOU,NA,9.1,5.5,64,NA,NA,0.3,NA,0,NA,0,0,8.5,NA,NA,FantasySharks,11674,@LVR,0.7,0.1,0.1,0.1,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Michael",WR,NOS,NA,5.9,4.2,50,NA,NA,0.6,NA,0,NA,0,0,8.5,NA,NA,FantasySharks,12652,@ARI,1,0.3,0.2,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiyuk, Brandon",WR,SFO,NA,7.2,4.3,59,NA,NA,0.4,NA,1,NA,0,0,8.4,NA,NA,FantasySharks,14840,KCC,0.7,0.2,0.2,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London, Drake",WR,ATL,NA,7.1,4.2,53,NA,NA,0.3,NA,4,NA,0.1,0,8.4,NA,NA,FantasySharks,15751,@CIN,0.9,0.1,0.1,0,0,0,0,3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Diontae",WR,PIT,NA,11.3,6.3,62,NA,NA,0.3,NA,3,NA,0,0.1,8.3,NA,NA,FantasySharks,14208,@MIA,1.3,0.1,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton, Courtland",WR,DEN,NA,7.5,5,65,NA,NA,0.2,NA,0,NA,0,0,8.1,NA,NA,FantasySharks,13630,NYJ,1.1,0.1,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,7,4.5,46,NA,NA,0.6,NA,1,NA,0,0.1,8,NA,NA,FantasySharks,15779,@WAS,1.1,0.3,0.2,0.1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bateman, Rashod",WR,BAL,NA,6.7,4.2,59,NA,NA,0.3,NA,2,NA,0,0.1,7.8,NA,NA,FantasySharks,15293,CLE,0.5,0.1,0,0,0,0,0.2,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,NEP,NA,6.8,4.5,61,NA,NA,0.3,NA,1,NA,0,0.1,7.7,NA,NA,FantasySharks,14127,CHI,0.7,0.1,0,0.2,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,ATL,NA,5.1,3.4,47,NA,NA,0.4,NA,3,NA,0.1,0.1,7.7,NA,NA,FantasySharks,14592,@CIN,0.8,0.2,0.2,0,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirk, Christian",WR,JAC,NA,6.6,4,51,NA,NA,0.4,NA,2,NA,0,0.1,7.6,NA,NA,FantasySharks,13633,NYG,1,0.3,0.1,0,0,0,0,3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeudy, Jerry",WR,DEN,NA,7,4.5,55,NA,NA,0.3,NA,0,NA,0,0,7.2,NA,NA,FantasySharks,14833,NYJ,0.9,0,0.1,0.1,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,6.2,4.2,51,NA,NA,0.3,NA,1,NA,0,0,7.2,NA,NA,FantasySharks,12650,ATL,0.7,0.1,0.1,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Corey",WR,NYJ,NA,5.3,3.1,49,NA,NA,0.3,NA,0,NA,0,0.1,7,NA,NA,FantasySharks,13153,@DEN,0.6,0.2,0,0,0,0,0.1,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mooney, Darnell",WR,CHI,NA,7.2,3.8,56,NA,NA,0.2,NA,1,NA,0,0,7,NA,NA,FantasySharks,14974,@NEP,0.5,0.1,0,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, D.J.",WR,CAR,NA,8.8,4.5,56,NA,NA,0.2,NA,4,NA,0,0,6.9,NA,NA,FantasySharks,13635,TBB,0.7,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaurin, Terry",WR,WAS,NA,7.1,4.1,58,NA,NA,0.2,NA,2,NA,0,0,6.9,NA,NA,FantasySharks,14109,GBP,0.7,0,0.1,0,0,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,5.8,3.5,51,NA,NA,0.3,NA,0.1,NA,0,0,6.8,NA,NA,FantasySharks,13168,@DAL,1.2,0.2,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,7.1,3.8,53,NA,NA,0.2,NA,0.1,NA,0,0,6.7,NA,NA,FantasySharks,15768,@TEN,1.2,0.1,0,0,0.2,0,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,6.4,4.1,53,NA,NA,0.3,NA,0,NA,0,0.1,6.7,NA,NA,FantasySharks,13156,@SFO,1.1,0.1,0,0,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup, Michael",WR,DAL,NA,7.5,4,49,NA,NA,0.3,NA,1,NA,0,0,6.6,NA,NA,FantasySharks,13646,DET,0.9,0.2,0,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olave, Chris",WR,NOS,NA,5.5,3.3,45,NA,NA,0.3,NA,0,NA,0,0.1,6.6,NA,NA,FantasySharks,15754,@ARI,0.8,0.1,0.2,0,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,BAL,NA,5.2,3.6,42,NA,NA,0.3,NA,4,NA,0,0,6.5,NA,NA,FantasySharks,14847,CLE,1,0.2,0.1,0.1,0,0,0,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,TEN,NA,6,3.7,46,NA,NA,0.3,NA,1,NA,0,0,6.3,NA,NA,FantasySharks,11228,IND,0.9,0.2,0.1,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker, DeVante",WR,NEP,NA,5.3,3.8,48,NA,NA,0.2,NA,1,NA,0,0,6.2,NA,NA,FantasySharks,12176,CHI,0.3,0,0.1,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Rondale",WR,ARI,NA,8.6,6,57,NA,NA,0.1,NA,1,NA,0,0,6.2,NA,NA,FantasySharks,15283,NOS,1.1,0,0,0,0,0,0,5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claypool, Chase",WR,PIT,NA,6.6,3.7,44,NA,NA,0.2,NA,6,NA,0,0,6,NA,NA,FantasySharks,14841,@MIA,0.9,0.2,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Renfrow, Hunter",WR,LVR,NA,6.9,4.8,44,NA,NA,0.3,NA,-0.1,NA,0,0.1,5.9,NA,NA,FantasySharks,14123,HOU,1.3,0.2,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickens, George",WR,PIT,NA,7,3.7,46,NA,NA,0.1,NA,6,NA,0,0,5.9,NA,NA,FantasySharks,15762,@MIA,0.9,0,0,0,0,0,0,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Josh",WR,LAC,NA,5.4,3.2,38,NA,NA,0.3,NA,0,NA,0,0,5.8,NA,NA,FantasySharks,15319,SEA,0.8,0.2,0.1,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,IND,NA,5.5,3.3,42,NA,NA,0.2,NA,0,NA,0,0,5.6,NA,NA,FantasySharks,14112,@TEN,0.5,0.1,0,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Sammy",WR,GBP,NA,4.6,2.9,34,NA,NA,0.4,NA,0,NA,0,0.1,5.4,NA,NA,FantasySharks,11670,@WAS,0.7,0.2,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoples-Jones, Donovan",WR,CLE,NA,6.1,3.3,48,NA,NA,0.1,NA,1,NA,0,0,5.3,NA,NA,FantasySharks,14857,@BAL,0.6,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,4.2,2.7,33,NA,NA,0.2,NA,4,NA,0,0.1,5.1,NA,NA,FantasySharks,14113,@SFO,0.8,0.2,0,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,WAS,NA,6.6,4,36,NA,NA,0.1,NA,6,NA,0,0.1,4.8,NA,NA,FantasySharks,13157,GBP,0.9,0.1,0.1,0,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins, Nico",WR,HOU,NA,5.1,2.8,45,NA,NA,0.1,NA,0,NA,0,0,4.8,NA,NA,FantasySharks,15290,@LVR,0.3,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway, Marquez",WR,NOS,NA,4.9,2.5,32,NA,NA,0.3,NA,0,NA,0,0,4.8,NA,NA,FantasySharks,15034,@ARI,0.6,0.2,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,DET,NA,4.6,2.8,34,NA,NA,0.2,NA,0,NA,0,0,4.8,NA,NA,FantasySharks,13668,@DAL,0.6,0.1,0,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,WAS,NA,3.9,2.2,24,NA,NA,0.4,NA,1,NA,0,0,4.8,NA,NA,FantasySharks,15755,GBP,0.5,0.2,0.1,0.1,0,0,0,7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,NYJ,NA,5.4,3,37,NA,NA,0.1,NA,1,NA,0,0,4.7,NA,NA,FantasySharks,15288,@DEN,0.7,0,0.1,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Landry, Jarvis",WR,NOS,NA,4.2,3,33,NA,NA,0.1,NA,1,NA,0.1,0.1,4.6,NA,NA,FantasySharks,11680,@ARI,0.4,0,0,0,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Tre'Quan",WR,NOS,NA,3.7,2.2,33,NA,NA,0.2,NA,0.1,NA,0,0,4.6,NA,NA,FantasySharks,13645,@ARI,0.5,0,0.2,0,0,0,0,6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Marvin",WR,JAC,NA,5.7,3.3,38,NA,NA,0.1,NA,0,NA,0,0,4.5,NA,NA,FantasySharks,10738,NYG,0.6,0,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,DAL,NA,5.8,3.1,41,NA,NA,0.1,NA,0,NA,0,0,4.5,NA,NA,FantasySharks,13172,DET,1,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,LVR,NA,4.3,2.3,35,NA,NA,0.2,NA,0,NA,0,0,4.4,NA,NA,FantasySharks,13289,HOU,0.9,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green, A.J.",WR,ARI,NA,6.3,3.4,37,NA,NA,0.1,NA,-0.1,NA,0,0,4.3,NA,NA,FantasySharks,10261,NOS,0.8,0,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,6.4,3.4,36,NA,NA,0.1,NA,-0.3,NA,0,0,4.3,NA,NA,FantasySharks,14122,@JAC,0.8,0,0,0.1,0,0,0,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,5.5,2.7,33,NA,NA,0.1,NA,0,NA,0,0,4.1,NA,NA,FantasySharks,15753,@DEN,0.7,0.1,0.1,0,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,CAR,NA,4,3,32,NA,NA,0.1,NA,1,NA,0,0,4,NA,NA,FantasySharks,14838,TBB,0.2,0,0,0.1,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,3.7,2.3,32,NA,NA,0,NA,3,NA,0,0,4,NA,NA,FantasySharks,13963,@CIN,0.2,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,5.8,3.8,35,NA,NA,0.1,NA,0,NA,0,0,3.9,NA,NA,FantasySharks,13176,NYG,0.7,0,0.1,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gage, Russell",WR,TBB,NA,5.1,3.2,32,NA,NA,0.1,NA,-0.1,NA,0,0.1,3.9,NA,NA,FantasySharks,13809,@CAR,1,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thornton, Tyquan",WR,NEP,NA,4,3,33,NA,NA,0.1,NA,0,NA,0,0,3.9,NA,NA,FantasySharks,15787,CHI,0.2,0,0.1,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golladay, Kenny",WR,NYG,NA,4.8,2.6,33,NA,NA,0.1,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,13277,@JAC,0.7,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Shi",WR,CAR,NA,4.8,2.7,34,NA,NA,0.1,NA,2,NA,0,0.1,3.8,NA,NA,FantasySharks,15298,TBB,0.4,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourne, Kendrick",WR,NEP,NA,2.8,2.1,28,NA,NA,0.1,NA,3,NA,0,0,3.7,NA,NA,FantasySharks,13418,CHI,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,KCC,NA,4.7,2.5,34,NA,NA,0,NA,-0.2,NA,0,0,3.5,NA,NA,FantasySharks,13793,@SFO,0.9,0,0,0,0,0,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,NEP,NA,3.4,2.1,31,NA,NA,0.1,NA,1,NA,0,0.2,3.5,NA,NA,FantasySharks,12181,CHI,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,3.7,2.2,26,NA,NA,0.1,NA,0,NA,0,0,3.4,NA,NA,FantasySharks,14860,KCC,0.3,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,3,1.8,27,NA,NA,0.1,NA,0.1,NA,0,0,3.2,NA,NA,FantasySharks,15109,IND,0.3,0.1,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,NYJ,NA,2.6,1.9,17,NA,NA,0.1,NA,4,NA,0.1,0,3.2,NA,NA,FantasySharks,13638,@DEN,0.4,0,0,0,0,0,0,35,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Rashard",WR,CAR,NA,4,2.5,25,NA,NA,0.1,NA,0,NA,0,0,3.1,NA,NA,FantasySharks,12656,TBB,0.5,0.1,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,LAC,NA,3.3,2.3,24,NA,NA,0.1,NA,1,NA,0,0,3.1,NA,NA,FantasySharks,12394,SEA,0.6,0,0,0.1,0,0,0,29,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pettis, Dante",WR,CHI,NA,2.1,1,18,NA,NA,0.2,NA,0,NA,0,0,3.1,NA,NA,FantasySharks,13634,@NEP,0.4,0,0,0,0,0.1,0.1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,MIA,NA,4.1,1.9,25,NA,NA,0.1,NA,1,NA,0,0,3,NA,NA,FantasySharks,13652,PIT,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Christian",WR,GBP,NA,3,1.9,22,NA,NA,0,NA,2,NA,0.1,0,3,NA,NA,FantasySharks,15789,@WAS,0.4,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,2.6,1.5,14,NA,NA,0.2,NA,4,NA,0,0,2.9,NA,NA,FantasySharks,13308,NYG,0.4,0.2,0,0,0,0,0,29,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,CAR,NA,3.6,2.6,21,NA,NA,0.1,NA,1,NA,0,0,2.8,NA,NA,FantasySharks,15308,TBB,0.4,0,0.1,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
