player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Aaron Jones,RB,GB,1,12.2,60.4,5,0.2,4.1,3.4,24.9,24.9,7.3,0.2,0.2,10,10,2071937,CBS,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,BAL,1,14.1,74.7,5.3,0.4,1.6,1.4,9.1,9.1,6.5,0.1,0.2,9.6,9.6,2804420,CBS,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,1,15.2,60.5,4,0.4,3.4,2.7,16.7,16.7,6.2,0.1,0.2,9.6,9.6,2071585,CBS,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,CIN,1,13.9,52.9,3.8,0.4,4,3.2,24.8,24.8,7.8,0.1,0.2,9.6,9.6,2131143,CBS,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,1,15.2,51.5,3.4,0.4,3.3,2.6,13.8,13.8,5.3,0.2,0.2,9.2,9.2,2741200,CBS,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,DAL,1,13.9,62.4,4.5,0.6,1.8,1.4,7.8,7.8,5.6,0,0.2,9.2,9.2,2060769,CBS,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,1,12.5,61,4.9,0.3,2.4,1.6,12,12,7.5,0.1,0.2,9,9,2174957,CBS,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,PHI,1,14.4,76,5.3,0.4,2,1.4,6.7,6.7,4.8,0,0.2,9,9,2251305,CBS,14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,CHI,1,16.4,64.2,3.9,0.3,2.2,1.9,16.4,16.4,8.6,0.1,0.2,9,9,2261252,CBS,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,DET,1,7.9,40.2,5.1,0.3,5.1,3.6,25.5,25.5,7.1,0.2,0.1,8.8,8.8,2871710,CBS,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerick McKinnon,RB,KC,1,6.1,27.9,4.6,0.2,5.1,3.9,37.5,37.5,9.6,0.4,0.1,8.4,8.4,2129436,CBS,11761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,1,14,62.4,4.5,0.3,3,2.2,18,18,8.2,0,0.2,8.4,8.4,2809206,CBS,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,DET,1,13.4,52.6,3.9,0.6,1.3,1.1,6.5,6.5,5.9,0,0.1,8.4,8.4,2001287,CBS,13139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zonovan Knight,RB,NYJ,1,12,49,4.1,0.3,2.9,2.4,21.1,21.1,8.8,0.1,0.1,8.2,8.2,3121860,CBS,15727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,BUF,1,11.9,54.1,4.6,0.3,2.8,2.1,15.4,15.4,7.3,0.1,0.1,8.2,8.2,2241251,CBS,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,MIA,1,11,55.1,5,0.3,2.5,1.5,12.7,12.7,8.5,0.1,0.2,8,8,2925161,CBS,14017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,1,13.4,68.4,5.1,0.3,1,0.8,6.3,6.3,7.9,0,0.2,7.4,7.4,2966551,CBS,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leonard Fournette,RB,TB,1,9,36.5,4.1,0.3,4.2,3.6,22.7,22.7,6.3,0.1,0.1,7.2,7.2,2131693,CBS,13129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,LAR,1,14.2,50.8,3.6,0.4,1.7,1.2,9.8,9.8,8.2,0,0.2,7,7,2804034,CBS,14799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latavius Murray,RB,DEN,1,15.1,55.8,3.7,0.4,1.3,1.1,6.1,6.1,5.6,0,0.2,7,7,1637004,CBS,11390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson Jr.,RB,WAS,1,15.8,56.6,3.6,0.3,0.8,0.7,4.5,4.5,6.4,0.1,0.2,7,7,2741207,CBS,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,1,10.8,56.7,5.3,0.2,0.7,0.6,5.1,5.1,8.5,0.1,0.1,6.6,6.6,2253041,CBS,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,1,14.1,55.3,3.9,0.3,0.5,0.4,3.1,3.1,7.8,0,0.1,6.6,6.6,2975590,CBS,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gus Edwards,RB,BAL,1,11,53.2,4.8,0.3,0.7,0.3,4,4,13.3,0,0.1,6.6,6.6,2925410,CBS,13850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,GB,1,9.8,40.7,4.2,0.3,2,1.6,12.5,12.5,7.8,0,0.1,6.6,6.6,2867083,CBS,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CAR,1,14.4,55.8,3.9,0.3,0.9,0.6,4.6,4.6,7.7,0,0.1,6.6,6.6,2139847,CBS,13134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,1,9.2,48.7,5.3,0.2,2,1.3,11.9,11.9,9.2,0.1,0.2,6.4,6.4,2975698,CBS,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,ATL,1,14,53.5,3.8,0.3,0.8,0.6,4.8,4.8,8,0,0.2,6.4,6.4,1996183,CBS,11225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,1,11,46.7,4.3,0.2,4,3.4,19.7,19.7,5.8,0.1,0.3,6.2,6.2,3169147,CBS,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,IND,1,12.5,52.8,4.2,0.2,1.5,1.2,6.4,6.4,5.3,0,0.2,5.8,5.8,2240516,CBS,14798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,1,8.5,39.1,4.6,0.5,2.1,1.5,9.9,9.9,6.6,0,0.1,5.8,5.8,3121372,CBS,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,WAS,1,10.3,35.2,3.4,0.2,3,2.4,17.1,17.1,7.1,0.1,0.1,5.6,5.6,2960976,CBS,14852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,CLE,1,10,41,4.1,0.2,1.8,1.4,9.4,9.4,6.7,0.1,0.1,5.6,5.6,2079567,CBS,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deon Jackson,RB,IND,1,6.5,26.6,4.1,0.2,2.6,2.3,15.6,15.6,6.8,0.2,0.1,5.2,5.2,2866237,CBS,15277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,NYJ,1,9.2,32.2,3.5,0.2,2.7,1.9,15.1,15.1,8,0,0.1,5,5,2804075,CBS,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marlon Mack,RB,DEN,1,5.7,21.2,3.7,0.1,2.1,1.8,22.2,22.2,12.3,0.1,0.1,5,5,2145762,CBS,13234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,1,6.8,28.4,4.2,0.1,2.8,2.1,17.2,17.2,8.2,0.2,0.1,4.6,4.6,2131148,CBS,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,1,7.8,38.1,4.9,0.2,0.4,0.3,3.1,3.1,10.3,0,0.1,4,4,2967536,CBS,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,1,6.5,24.8,3.8,0.2,1.8,1.4,15.3,15.3,10.9,0,0.1,4,4,2865693,CBS,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,1,6.1,24.8,4.1,0.2,1.3,1.1,7.3,7.3,6.6,0.1,0.1,3.6,3.6,2257933,CBS,14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,SEA,1,5.4,28,5.2,0.1,1.6,1.4,14.5,14.5,10.4,0.1,0.3,3.6,3.6,2249831,CBS,14083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,1,5,20.7,4.1,0.1,1.8,1.6,12.5,12.5,7.8,0,0.1,3.4,3.4,3126535,CBS,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,NYJ,1,3.2,14.7,4.6,0.2,2,1.2,10.4,10.4,8.7,0,0,3.2,3.2,2179323,CBS,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Edmonds,RB,DEN,1,5.7,20.3,3.6,0.1,1.8,1.2,8.9,8.9,7.4,0.1,0.1,3,3,2137507,CBS,13726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,LAC,1,5.9,21.5,3.6,0.2,0.9,0.7,4.5,4.5,6.4,0,0.1,3,3,2183195,CBS,14807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyheim Hines,RB,BUF,1,2.8,10.3,3.7,0.1,1.5,1.2,10.8,10.8,9,0.1,0.1,3,3,2183832,CBS,13622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damien Harris,RB,NE,1,5.7,24.5,4.3,0.2,1.1,0.9,5.8,5.8,6.4,0,0.1,3,3,2186318,CBS,14075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,1,3.4,12.6,3.7,0.1,1.6,1.2,10,10,8.3,0,0,2.6,2.6,3121836,CBS,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,1,3.1,10.8,3.5,0,1.8,1.4,11.3,11.3,8.1,0.1,0.1,2.4,2.4,1824308,CBS,12155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce Freeman,RB,HOU,1,6.7,22.4,3.3,0.1,1.4,1.1,7.3,7.3,6.6,0,0.1,2.4,2.4,2139588,CBS,13617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,FB,SF,1,0.6,1.9,3.2,0.1,1.9,1.5,15.8,15.8,10.5,0.1,0,2.2,2.2,1683145,CBS,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,1,2.6,10.2,3.9,0.1,1.4,1.1,11.6,11.6,10.6,0,0.2,2.2,2.2,2870476,CBS,15973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,1,3.9,17.5,4.5,0.2,1.5,1.1,7.3,7.3,6.6,0,0.1,2,2,2968948,CBS,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,JAC,1,4.7,19.7,4.2,0.1,1.5,1.2,7.4,7.4,6.2,0.1,0.1,2,2,2189504,CBS,14821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rex Burkhead,RB,HOU,1,2.9,7.9,2.7,0.1,2.8,2.1,13.9,13.9,6.6,0.1,0.1,2,2,1679738,CBS,11182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,1,6.6,18.7,2.8,0.2,1.7,1.2,9.3,9.3,7.8,0,0.1,2,2,2010409,CBS,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jackson,RB,DET,1,3.3,16.6,5,0.1,1.3,0.9,7,7,7.8,0.1,0.1,2,2,2155320,CBS,13620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,1,3.3,13.3,4,0,1.2,1.1,11.4,11.4,10.4,0,0,2,2,3117134,CBS,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaontay Ingram,RB,ARI,1,3.6,12.8,3.6,0.1,1.1,1,7.5,7.5,7.5,0,0,1.6,1.6,2962791,CBS,15734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenyan Drake,RB,BAL,1,2.5,11.2,4.5,0.1,0.2,0.1,0.9,0.9,9,0,0,1.6,1.6,2000903,CBS,12630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gary Brightwell,RB,NYG,1,2.8,16,5.7,0.1,0.3,0.3,2.5,2.5,8.3,0,0,1.6,1.6,2870531,CBS,15462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrel Williams,RB,ARI,1,2.9,11.8,4.1,0.1,1.3,0.9,5.3,5.3,5.9,0,0,1.6,1.6,2131714,CBS,13623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong Jr.,RB,NE,1,1.9,10.6,5.6,0.1,0.2,0.1,1.2,1.2,12,0,0,1.6,1.6,2819247,CBS,15733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benny Snell,RB,PIT,1,3.3,11.3,3.4,0.1,0.2,0.2,1.1,1.1,5.5,0,0,1.6,1.6,2245150,CBS,14072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
