player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Elijah Mitchell,RB,SF,NA,9.6,41.1,NA,0.3,0.9,0.9,6.7,NA,NA,0.1,0,6.56,NA,13728,FleaFlicker,15263,NOSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB35,0.3,47.8,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,8.3,34.2,NA,0.2,2.1,2.1,16,NA,NA,0,0.1,6.46,NA,16882,FleaFlicker,15721,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB30,0.3,50.2,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,CLE,NA,9.1,32.6,NA,0.2,1.8,1.8,13.7,NA,NA,0.1,0,6.41,NA,12934,FleaFlicker,13138,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB34,0.3,46.2,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,GB,NA,9.2,38.9,NA,0.2,1.3,1.3,9.1,NA,NA,0,0.1,6,NA,15568,FleaFlicker,14805,@PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB38,0.2,48,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTGus Edwards,RB,BAL,NA,9,36.5,NA,0.3,0.4,0.4,4.9,NA,NA,0,0.1,5.99,NA,14191,FleaFlicker,13850,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB42,0.3,41.4,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,LAR,NA,11.2,40,NA,0.2,0.7,0.7,6.7,NA,NA,0,0.1,5.94,NA,15563,FleaFlicker,14799,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB46,0.2,46.7,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,9.7,35.8,NA,0.2,0.9,0.9,6.9,NA,NA,0,0,5.57,NA,16993,FleaFlicker,15712,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB41,0.2,42.6,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,6.4,31.9,NA,0.2,1,1,9.1,NA,NA,0,0.1,5.52,NA,16839,FleaFlicker,15715,@DETThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB51,0.3,41,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,5.5,31.9,NA,0.2,1.2,1.2,9,NA,NA,0,0.1,5.43,NA,16361,FleaFlicker,15261,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB50,0.2,40.9,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerick McKinnon,RB,KC,NA,5.2,17.6,NA,0.1,2.6,2.6,22.9,NA,NA,0.1,0.1,5.39,NA,10310,FleaFlicker,11761,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB43,0.2,40.6,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenyan Drake,RB,BAL,NA,5.8,23.9,NA,0.2,1.2,1.2,8.5,NA,NA,0.1,0,4.66,NA,12101,FleaFlicker,12630,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB49,0.2,32.4,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,5.7,20.9,NA,0.1,1.8,1.8,15.1,NA,NA,0.1,0.1,4.64,NA,17004,FleaFlicker,15710,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB54,0.2,36,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,5.3,20.1,NA,0.1,1.7,1.7,12.8,NA,NA,0.1,0,4.47,NA,13011,FleaFlicker,13133,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB45,0.2,32.8,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJaylen Warren,RB,PIT,NA,6,21.7,NA,0.1,1.8,1.8,14,NA,NA,0,0.1,4.43,NA,17137,FleaFlicker,15742,@INDMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB44,0.2,35.7,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontrell Hilliard,RB,TEN,NA,2.6,13.9,NA,0.1,1.6,1.6,13.7,NA,NA,0.1,0.1,4.04,NA,14485,FleaFlicker,13871,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB60,0.2,27.6,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRJ.K. Dobbins,RB,BAL,NA,3.1,18.2,NA,0.1,1.1,1.1,8.1,NA,NA,0.1,0,3.97,NA,15555,FleaFlicker,14800,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB53,0.2,26.3,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaontay Ingram,RB,ARI,NA,4.2,17.8,NA,0.1,1.3,1.3,10.1,NA,NA,0.1,0,3.9,NA,17007,FleaFlicker,15734,LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB69,0.2,27.9,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,3.4,15.5,NA,0.2,1,1,8.3,NA,NA,0,0.1,3.62,NA,16480,FleaFlicker,15255,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB56,0.2,23.8,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,NA,5,19.2,NA,0.1,1,1,6.9,NA,NA,0.1,0,3.55,NA,14700,FleaFlicker,14223,NEThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB47,0.2,26.1,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTClyde Edwards-Helaire,RB,KC,NA,2.2,14.8,NA,0.1,1.1,1.1,8.8,NA,NA,0.1,0,3.52,NA,15539,FleaFlicker,14803,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB52,0.2,23.6,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Spiller,RB,LAC,NA,5.7,20.3,NA,0.1,0.8,0.8,5.8,NA,NA,0,0.1,3.47,NA,16920,FleaFlicker,15709,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB58,0.2,26.1,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NYG,NA,5.1,20.3,NA,0.1,0.8,0.8,6.6,NA,NA,0,0.1,3.27,NA,13358,FleaFlicker,13378,@DALThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB72,0.1,26.9,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jackson,RB,DET,NA,3.6,17.4,NA,0.1,0.9,0.9,6.6,NA,NA,0,0,3.26,NA,14018,FleaFlicker,13620,BUFThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB73,0.1,24,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTMarlon Mack,RB,DEN,NA,6,19.8,NA,0.1,0.8,0.8,5.9,NA,NA,0,0,3.23,NA,13044,FleaFlicker,13234,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,25.7,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caleb Huntley,RB,ATL,NA,5.3,23,NA,0.1,0.2,0.2,1.1,NA,NA,0,0.1,3.21,NA,16504,FleaFlicker,15505,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB65,0.1,24.2,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deon Jackson,RB,IND,NA,3.3,11.8,NA,0.1,1.8,1.8,14,NA,NA,0,0,3.15,NA,16681,FleaFlicker,15277,PITMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB62,0.1,25.8,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trestan Ebner,RB,CHI,NA,4.9,16,NA,0.1,0.6,0.6,5,NA,NA,0,0.1,2.72,NA,17011,FleaFlicker,15748,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB67,0.1,21,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,2.7,12.4,NA,0.1,1.2,1.2,9,NA,NA,0,0,2.72,NA,17510,FleaFlicker,15973,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB79,0.1,21.5,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTEno Benjamin,RB,HOU,NA,3.5,12.1,NA,0.1,1.1,1.1,8.9,NA,NA,0,0,2.7,NA,15765,FleaFlicker,14801,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB64,0.1,21,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTMark Ingram,RB,NO,NA,4.1,15.6,NA,0.1,1,1,5.9,NA,NA,0,0.1,2.69,NA,7371,FleaFlicker,10276,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB66,0.1,21.4,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyheim Hines,RB,BUF,NA,1.5,5.4,NA,0.1,1.5,1.5,13.2,NA,NA,0.1,0,2.5,NA,13900,FleaFlicker,13622,@DETThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB59,0.1,18.6,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,JAC,NA,2.8,12.2,NA,0.1,1,1,6.4,NA,NA,0,0,2.45,NA,15936,FleaFlicker,14821,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB76,0.1,18.6,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTMyles Gaskin,RB,MIA,NA,0,13.3,NA,0.1,1.3,1.3,6.9,NA,NA,0,0,2.44,NA,14897,FleaFlicker,14081,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB95,0.1,20.2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rex Burkhead,RB,HOU,NA,1.8,5.3,NA,0.1,1.7,1.7,11.6,NA,NA,0.1,0,2.41,NA,9426,FleaFlicker,11182,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB74,0.1,16.9,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRJoshua Kelley,RB,LAC,NA,3.1,13.2,NA,0.1,0.6,0.6,4.3,NA,NA,0,0,2.41,NA,15622,FleaFlicker,14807,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB70,0.1,17.5,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Gilliam,RB,BUF,NA,0,0,NA,0,1.3,1.3,11.8,NA,NA,0.2,0,2.38,NA,15847,FleaFlicker,15103,@DETThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.2,11.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,SEA,NA,1.9,10.1,NA,0.1,0.8,0.8,8,NA,NA,0,0,2.35,NA,14810,FleaFlicker,14083,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB78,0.1,18.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,RB,PHI,NA,2.5,12.4,NA,0.1,0.3,0.3,2.5,NA,NA,0,0,2.31,NA,13942,FleaFlicker,13814,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB63,0.1,14.9,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Davis,RB,DAL,NA,2,11.4,NA,0.1,0.5,0.5,4.1,NA,NA,0,0,2.31,NA,17413,FleaFlicker,15738,NYGThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,15.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,1.4,4.2,NA,0,2,2,15.3,NA,NA,0.1,0,2.17,NA,11207,FleaFlicker,12155,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB87,0.1,19.5,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDamien Williams,RB,ATL,NA,2.2,6.6,NA,0.1,0.3,0.3,2.1,NA,NA,0.1,0,2.07,NA,10924,FleaFlicker,11886,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB75,0.2,8.7,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,SEA,NA,3.9,10.6,NA,0.1,1,1,6,NA,NA,0,0.1,2.04,NA,15680,FleaFlicker,14815,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB89,0.1,16.6,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.4,1.6,NA,0,1.1,1.1,11.3,NA,NA,0.1,0,2.01,NA,9410,FleaFlicker,11367,NOSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,12.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,NYJ,NA,2.1,8.6,NA,0.1,0.6,0.6,5.5,NA,NA,0,0,2,NA,14842,FleaFlicker,14095,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB88,0.1,14.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Williams,RB,WAS,NA,2,12.1,NA,0.1,0.2,0.2,1.4,NA,NA,0,0,1.95,NA,9833,FleaFlicker,12635,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,13.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,2.3,11.2,NA,0.1,0.6,0.6,4,NA,NA,0,0,1.92,NA,14767,FleaFlicker,14086,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB80,0.1,15.2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke'Shawn Vaughn,RB,TB,NA,0,11.6,NA,0.1,0.4,0.4,1.5,NA,NA,0,0,1.86,NA,15620,FleaFlicker,14810,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB90,0.1,13.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devine Ozigbo,RB,DEN,NA,2,8.8,NA,0.1,0.8,0.8,5.5,NA,NA,0,0,1.83,NA,15146,FleaFlicker,14096,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,14.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,IND,NA,1.6,9.8,NA,0.1,0.4,0.4,3,NA,NA,0,0,1.8,NA,15548,FleaFlicker,14798,PITMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB86,0.1,12.8,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRRico Dowdle,RB,DAL,NA,2,9.2,NA,0.1,0.2,0.2,1.8,NA,NA,0,0,1.7,NA,15904,FleaFlicker,14823,NYGThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB98,0.1,11,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corey Clement,RB,ARI,NA,1.9,9.6,NA,0.1,0.2,0.2,0.9,NA,NA,0,0,1.65,NA,13165,FleaFlicker,13136,LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,10.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snoop Conner,RB,JAC,NA,1.9,8.4,NA,0.1,0.3,0.3,2.1,NA,NA,0,0,1.63,NA,16957,FleaFlicker,15725,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB97,0.1,10.6,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTKevin Harris,RB,NE,NA,2,8.2,NA,0.1,0.2,0.2,1.9,NA,NA,0,0,1.61,NA,16946,FleaFlicker,15719,@MINThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,10.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTy Chandler,RB,MIN,NA,1.7,7.8,NA,0.1,0.2,0.2,2.2,NA,NA,0,0,1.6,NA,17020,FleaFlicker,15723,NEThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,10,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Johnson,RB,NO,NA,1.9,7.7,NA,0.1,0.2,0.2,1.9,NA,NA,0,0,1.56,NA,11187,FleaFlicker,12171,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,9.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sony Michel,RB,LAC,NA,2.2,9.3,NA,0,0.5,0.5,3,NA,NA,0,0,1.45,NA,13750,FleaFlicker,13607,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB77,0,12.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDemetric Felton,RB,CLE,NA,0.5,3,NA,0,0.7,0.7,5.8,NA,NA,0.1,0,1.42,NA,16453,FleaFlicker,15270,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,8.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,CLE,NA,2.4,9.2,NA,0,0.3,0.3,2.5,NA,NA,0,0,1.41,NA,15453,FleaFlicker,14331,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB83,0,11.7,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,TEN,NA,2.1,7.5,NA,0.1,0.2,0.2,1.7,NA,NA,0,0,1.38,NA,16913,FleaFlicker,15720,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB81,0.1,9.2,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTTyrion Davis-Price,RB,SF,NA,1.9,7.1,NA,0.1,0.1,0.1,0.6,NA,NA,0,0,1.37,NA,16886,FleaFlicker,15746,NOSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB93,0.1,7.7,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.7,1.5,NA,0.1,0.8,0.8,6.2,NA,NA,0,0,1.33,NA,15279,FleaFlicker,14420,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,7.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTRonald Jones,RB,KC,NA,1.4,6.3,NA,0.1,0.3,0.3,2.2,NA,NA,0,0,1.31,NA,13785,FleaFlicker,13606,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB92,0.1,8.5,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brittain Brown,RB,LV,NA,1.6,6.1,NA,0.1,0.3,0.3,2,NA,NA,0,0,1.27,NA,17032,FleaFlicker,15953,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,8.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Bolden,RB,LV,NA,0,0.7,NA,0,1,1,8.7,NA,NA,0,0,1.26,NA,9114,FleaFlicker,10932,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,9.4,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gary Brightwell,RB,NYG,NA,0,6.7,NA,0.1,0.2,0.2,1.8,NA,NA,0,0,1.25,NA,16461,FleaFlicker,15462,@DALThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,8.5,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,NE,NA,2,6,NA,0.1,0.2,0.2,2.2,NA,NA,0,0,1.24,NA,16909,FleaFlicker,NA,@MINThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,8.2,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,1.9,5.7,NA,0.1,0.2,0.2,1.4,NA,NA,0,0,1.2,NA,17167,FleaFlicker,15972,NOSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB101,0.1,7.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,2.4,7,NA,0.1,0.2,0.2,1.8,NA,NA,0,0.1,1.19,NA,16974,FleaFlicker,15713,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,8.7,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvon Ahmed,RB,MIA,NA,0,6.7,NA,0,0.3,0.3,1.7,NA,NA,0,0,1.14,NA,15937,FleaFlicker,14811,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,8.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor,RB,GB,NA,0,6.7,NA,0.1,0.2,0.2,0.8,NA,NA,0,0,1.09,NA,16024,FleaFlicker,14817,@PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,7.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zander Horvath,RB,LAC,NA,0.7,1.2,NA,0,0.5,0.5,2,NA,NA,0.1,0,1.04,NA,17034,FleaFlicker,15960,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.1,3.3,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kene Nwangwu,RB,MIN,NA,0,5,NA,0,0.3,0.3,1.9,NA,NA,0,0,0.99,NA,16375,FleaFlicker,15414,NEThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,6.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.3,1.1,NA,0.1,0.4,0.4,3.7,NA,NA,0,0,0.9,NA,12694,FleaFlicker,12923,NEThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,4.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0,1.7,NA,0,0.6,0.6,4.4,NA,NA,0,0,0.85,NA,13581,FleaFlicker,13148,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,6.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTTony Jones,RB,SEA,NA,0,4.1,NA,0,0.3,0.3,1.9,NA,NA,0,0,0.84,NA,16039,FleaFlicker,14828,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTChris Evans,RB,CIN,NA,0,3,NA,0,0.5,0.5,2.4,NA,NA,0,0,0.78,NA,16458,FleaFlicker,15275,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB84,0,5.4,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
