player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Christian McCaffrey,RB,CAR,NA,17.4,74.4,NA,0.6,4.9,4.9,41.1,NA,NA,0.3,0,16.76,NA,12892,FleaFlicker,13130,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB2,0.9,115.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,LAC,NA,15.5,62.8,NA,0.6,4.5,4.5,38.8,NA,NA,0.3,0.1,15.76,NA,13325,FleaFlicker,13404,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB5,0.9,101.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,17,68.7,NA,0.6,3.9,3.9,34.8,NA,NA,0.2,0,15.57,NA,12965,FleaFlicker,13132,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB9,0.9,103.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,CIN,NA,19.5,83.5,NA,0.7,2.9,2.9,22.2,NA,NA,0.2,0.1,15.53,NA,12975,FleaFlicker,13131,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB6,0.8,105.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,MIN,NA,16.9,75.4,NA,0.7,2.9,2.9,20.6,NA,NA,0.1,0.1,14.48,NA,12929,FleaFlicker,13128,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB4,0.8,95.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,15.3,62.4,NA,0.7,2.9,2.9,24.3,NA,NA,0.1,0.1,13.47,NA,12951,FleaFlicker,13146,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB15,0.8,86.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,GB,NA,12.3,58.3,NA,0.4,4,4,33.2,NA,NA,0.3,0.1,13.14,NA,13111,FleaFlicker,13319,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB13,0.7,91.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,15.4,63.6,NA,0.5,3.3,3.3,26.5,NA,NA,0.2,0.1,13.03,NA,16282,FleaFlicker,15256,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB12,0.7,90.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leonard Fournette,RB,TB,NA,16,63,NA,0.6,3.7,3.7,24,NA,NA,0.1,0,12.9,NA,12920,FleaFlicker,13129,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB14,0.7,87,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,WAS,NA,18.2,73,NA,0.6,2,2,15.5,NA,NA,0.1,0.1,12.83,NA,15591,FleaFlicker,14852,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB26,0.7,88.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,17.6,69.3,NA,0.5,3.6,3.6,23.2,NA,NA,0.1,0,12.67,NA,16246,FleaFlicker,15254,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB7,0.6,92.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,NYG,NA,14.6,58.3,NA,0.5,3.9,3.9,31.5,NA,NA,0.2,0.1,12.66,NA,13778,FleaFlicker,13604,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB10,0.6,89.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,DET,NA,14,57.2,NA,0.5,4.1,4.1,28.6,NA,NA,0.2,0.1,12.4,NA,15601,FleaFlicker,14797,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB11,0.7,85.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,CLE,NA,16,73.6,NA,0.6,1.6,1.6,12.8,NA,NA,0.1,0.1,12.12,NA,13802,FleaFlicker,13610,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB8,0.6,86.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashaad Penny,RB,SEA,NA,13.4,68.5,NA,0.6,1.2,1.2,10,NA,NA,0,0.1,11.35,NA,13772,FleaFlicker,13608,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB28,0.6,78.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,DAL,NA,14.2,57.9,NA,0.5,2.4,2.4,16.4,NA,NA,0.1,0.1,11.3,NA,12025,FleaFlicker,12625,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB16,0.7,74.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,SF,NA,16.6,70,NA,0.5,1.5,1.5,11.1,NA,NA,0.1,0,11.27,NA,13728,FleaFlicker,15263,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB20,0.5,81.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,LV,NA,13.7,58.3,NA,0.6,2.2,2.2,15,NA,NA,0.1,0.1,11.19,NA,14673,FleaFlicker,14073,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB24,0.7,73.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,11.7,52.6,NA,0.4,3,3,23.8,NA,NA,0.1,0.1,10.94,NA,16241,FleaFlicker,15253,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB17,0.6,76.4,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,CHI,NA,14.5,54.5,NA,0.4,3,3,21.8,NA,NA,0.1,0,10.73,NA,14716,FleaFlicker,14071,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB19,0.5,76.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,PHI,NA,13.5,66.9,NA,0.4,1.6,1.6,12.1,NA,NA,0.1,0.1,10.72,NA,14745,FleaFlicker,14079,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB31,0.5,79,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damien Harris,RB,NE,NA,12.8,56.3,NA,0.7,1.1,1.1,7.9,NA,NA,0,0.1,10.42,NA,14712,FleaFlicker,14075,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB25,0.7,64.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,LAR,NA,12.4,54.1,NA,0.5,1.8,1.8,13.9,NA,NA,0.1,0.1,10.08,NA,15563,FleaFlicker,14799,BUFThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB21,0.6,68.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,BAL,NA,12.2,55.3,NA,0.5,1.6,1.6,12.5,NA,NA,0.1,0,9.98,NA,15555,FleaFlicker,14800,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB23,0.5,67.8,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,11.8,52.7,NA,0.4,2.4,2.4,18.5,NA,NA,0.1,0.1,9.74,NA,15539,FleaFlicker,14803,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB29,0.5,71.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Edmonds,RB,MIA,NA,11.3,47.2,NA,0.3,2.8,2.8,21.2,NA,NA,0.1,0,9.52,NA,13870,FleaFlicker,13726,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB30,0.5,68.4,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,13.2,53.8,NA,0.4,1.6,1.6,12.4,NA,NA,0.1,0.1,9.22,NA,16914,FleaFlicker,15717,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB27,0.5,66.1,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,GB,NA,10.6,47.1,NA,0.4,1.8,1.8,14.4,NA,NA,0.1,0.1,8.87,NA,15568,FleaFlicker,14805,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB22,0.5,61.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,ATL,NA,8.8,38.4,NA,0.2,3.1,3.1,26.7,NA,NA,0.1,0,8.87,NA,9317,FleaFlicker,11225,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB37,0.4,65.1,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,12.5,43.6,NA,0.4,2.1,2.1,19,NA,NA,0.1,0.1,8.86,NA,16834,FleaFlicker,15708,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB18,0.5,62.6,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,BUF,NA,10.3,45.5,NA,0.3,2.3,2.3,15.5,NA,NA,0.1,0.1,8.56,NA,14736,FleaFlicker,14080,@LARThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB33,0.4,61,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,9.9,40,NA,0.4,2.3,2.3,17.3,NA,NA,0.1,0,8.49,NA,16339,FleaFlicker,15259,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB32,0.5,57.3,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,DAL,NA,8.4,37.8,NA,0.2,3,3,24.6,NA,NA,0.1,0,8.45,NA,14759,FleaFlicker,14085,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB34,0.4,62.4,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melvin Gordon,RB,DEN,NA,9.1,41,NA,0.4,1.5,1.5,11.7,NA,NA,0.1,0.1,7.85,NA,11180,FleaFlicker,12151,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB36,0.5,52.7,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,CLE,NA,8.1,32.3,NA,0.2,2.7,2.7,20.2,NA,NA,0.1,0,7.25,NA,12934,FleaFlicker,13138,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB35,0.3,52.5,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,8,41.6,NA,0.3,1.1,1.1,9.3,NA,NA,0,0.1,6.93,NA,11455,FleaFlicker,12447,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB46,0.3,51,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrell Henderson,RB,LAR,NA,9,34.4,NA,0.3,1.5,1.5,12.3,NA,NA,0.1,0,6.57,NA,14751,FleaFlicker,14087,BUFThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB39,0.3,46.7,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Davis,RB,BAL,NA,9.7,33.8,NA,0.3,1.3,1.3,9.6,NA,NA,0,0.1,6.1,NA,11373,FleaFlicker,12164,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB68,0.3,43.4,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,8.3,35.8,NA,0.2,1.1,1.1,7.8,NA,NA,0,0,5.92,NA,16890,FleaFlicker,15711,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB38,0.3,43.6,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyheim Hines,RB,IND,NA,4.6,17.2,NA,0.2,2.7,2.7,22,NA,NA,0.1,0,5.86,NA,13900,FleaFlicker,13622,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB45,0.3,39.3,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,DET,NA,7.2,31.4,NA,0.2,1.5,1.5,9,NA,NA,0,0,5.55,NA,13040,FleaFlicker,13139,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB48,0.2,40.3,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.D. McKissic,RB,WAS,NA,4.5,18.4,NA,0.1,3.2,3.2,25.1,NA,NA,0.1,0,5.51,NA,12572,FleaFlicker,13108,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB50,0.2,43.5,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,6,24.1,NA,0.2,1.9,1.9,16.1,NA,NA,0.1,0,5.46,NA,16480,FleaFlicker,15255,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB44,0.2,40.1,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rex Burkhead,RB,HOU,NA,5,21.1,NA,0.1,2.2,2.2,19,NA,NA,0.1,0,5.05,NA,9426,FleaFlicker,11182,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB66,0.2,40.1,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Robinson,RB,JAC,NA,7,28,NA,0.2,1.3,1.3,10.2,NA,NA,0,0,5,NA,16105,FleaFlicker,14813,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB42,0.2,38.2,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Ingram,RB,NO,NA,7.4,30.4,NA,0.2,0.9,0.9,7.7,NA,NA,0,0,4.96,NA,7371,FleaFlicker,10276,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB53,0.2,38.2,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,5.4,20.3,NA,0.2,1.8,1.8,14,NA,NA,0.1,0,4.95,NA,16839,FleaFlicker,15715,@LARThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB41,0.3,34.3,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,NA,5.2,21.8,NA,0.1,1.2,1.2,8.5,NA,NA,0,0,3.89,NA,14700,FleaFlicker,14223,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB43,0.1,30.3,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CAR,NA,3.8,22.6,NA,0.1,0.4,0.4,3.5,NA,NA,0,0.1,3.53,NA,12987,FleaFlicker,13134,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB55,0.2,26.1,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,1.7,9,NA,0.1,2.2,2.2,16.5,NA,NA,0.1,0,3.49,NA,11207,FleaFlicker,12155,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB84,0.2,25.5,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerick McKinnon,RB,KC,NA,2.5,11.7,NA,0.1,1.6,1.6,12.9,NA,NA,0.1,0,3.4,NA,10310,FleaFlicker,11761,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB69,0.1,24.6,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,5.6,20.7,NA,0.1,0.5,0.5,4,NA,NA,0,0,3.39,NA,16993,FleaFlicker,15712,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB49,0.2,24.7,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,5.9,19.7,NA,0.1,1,1,7.3,NA,NA,0,0,3.38,NA,16552,FleaFlicker,15271,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB47,0.1,27.1,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,3.9,16.1,NA,0.1,1.2,1.2,9.1,NA,NA,0,0,3.32,NA,16882,FleaFlicker,15721,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB51,0.1,25.2,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,CLE,NA,1.7,15.4,NA,0.1,0.9,0.9,8.1,NA,NA,0.1,0,3.31,NA,15453,FleaFlicker,14331,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB65,0.2,23.5,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,RB,PHI,NA,3.7,15.7,NA,0.2,0.6,0.6,4.3,NA,NA,0,0,3.16,NA,13942,FleaFlicker,13814,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB59,0.2,20,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damien Williams,RB,ATL,NA,4.7,16.1,NA,0.1,1,1,7.9,NA,NA,0,0,3.15,NA,10924,FleaFlicker,11886,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB70,0.1,24.1,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontrell Hilliard,RB,TEN,NA,2.2,11.2,NA,0.1,1.7,1.7,13.5,NA,NA,0,0,3.07,NA,14485,FleaFlicker,13871,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB85,0.1,24.7,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,5.2,18.3,NA,0.1,0.5,0.5,3.2,NA,NA,0,0,2.83,NA,16918,FleaFlicker,15714,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB52,0.1,21.5,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,3.5,14.1,NA,0.1,0.7,0.7,4.5,NA,NA,0,0,2.67,NA,17029,FleaFlicker,15749,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB57,0.1,18.6,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronald Jones,RB,KC,NA,2.8,11.9,NA,0.1,0.7,0.7,4.7,NA,NA,0,0,2.6,NA,13785,FleaFlicker,13606,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB63,0.2,16.6,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenyan Drake,RB,BAL,NA,3,13.2,NA,0.1,1,1,6.7,NA,NA,0,0,2.57,NA,12101,FleaFlicker,12630,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB72,0.1,19.9,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sony Michel,RB,LAC,NA,3,14.3,NA,0.1,0.5,0.5,4,NA,NA,0,0,2.54,NA,13750,FleaFlicker,13607,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB61,0.1,18.3,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Montgomery,RB,NE,NA,1.7,9.6,NA,0.1,1,1,8.2,NA,NA,0.1,0,2.5,NA,11213,FleaFlicker,12261,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB99,0.1,17.8,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrel Williams,RB,ARI,NA,2.9,12.6,NA,0.1,0.8,0.8,6.8,NA,NA,0,0,2.46,NA,14329,FleaFlicker,13623,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB60,0.1,19.5,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Williams,RB,NYG,NA,0,13,NA,0.1,0.6,0.6,4.8,NA,NA,0,0,2.46,NA,15854,FleaFlicker,15220,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,17.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Giovani Bernard,RB,TB,NA,1.6,10.2,NA,0.1,1.1,1.1,8.1,NA,NA,0.1,0,2.45,NA,9341,FleaFlicker,11193,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB89,0.1,18.3,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,2.6,9.6,NA,0.1,1,1,7.6,NA,NA,0,0,2.36,NA,13011,FleaFlicker,13133,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB67,0.1,17.2,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,0,11.4,NA,0.1,0.5,0.5,4.8,NA,NA,0,0,2.36,NA,17004,FleaFlicker,15710,BUFThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB83,0.1,16.3,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,SF,NA,3.4,11.7,NA,0.1,0.9,0.9,6.7,NA,NA,0,0,2.34,NA,14471,FleaFlicker,14017,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB62,0.1,18.4,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Spiller,RB,LAC,NA,3.2,11.1,NA,0.1,0.7,0.7,5.3,NA,NA,0,0,2.34,NA,16920,FleaFlicker,15709,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB54,0.1,16.4,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,NYJ,NA,0.5,7.6,NA,0.1,1,1,9.7,NA,NA,0.1,0,2.28,NA,14842,FleaFlicker,14095,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB90,0.1,17.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eno Benjamin,RB,ARI,NA,2,10.2,NA,0.1,0.9,0.9,7.1,NA,NA,0,0,2.25,NA,15765,FleaFlicker,14801,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB74,0.1,17.3,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles Gaskin,RB,MIA,NA,2.2,11.7,NA,0.1,0.7,0.7,4.7,NA,NA,0,0,2.18,NA,14897,FleaFlicker,14081,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB78,0.1,16.4,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,LAC,NA,3.6,12.7,NA,0.1,0.6,0.6,3.8,NA,NA,0,0,2.05,NA,15622,FleaFlicker,14807,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,RB80,0.1,16.5,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
