player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Daniel Bellinger,TE,NYG,NA,NA,1.85,16.67,NA,NA,0.13,NA,2.41,NA,daniel-bellinger,NumberFire,15873,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.55,6.37,#12,229,35,3.35,4600,0.73,4.29,2800,1.53,3.35,10,0.34,NA,NA,NA,NA,NA
Geoff Swaim,TE,TEN,NA,NA,1.78,14.95,NA,NA,0.12,NA,2.23,NA,geoff-swaim,NumberFire,12378,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.67,6.13,#14,234,36,3.09,4700,0.66,3.99,3000,1.33,3.09,10,0.31,NA,NA,NA,NA,NA
Jelani Woods,TE,IND,NA,NA,1.45,13.87,NA,NA,0.1,NA,2,NA,jelani-woods,NumberFire,15840,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.81,5.81,#29,242,37,2.69,4500,0.6,3.43,2600,1.32,2.69,16,0.17,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,NA,1.22,12.2,NA,NA,0.12,NA,1.95,NA,brock-wright,NumberFire,15626,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.85,5.75,#31,245,38,2.53,4200,0.6,3.15,2500,1.26,2.53,10,0.25,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,1.49,14.4,NA,NA,0.07,NA,1.88,NA,hunter-henry,NumberFire,12676,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.89,5.65,#9,248,39,2.61,4600,0.57,3.35,2900,1.16,2.61,10,0.26,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,1.33,12.56,NA,NA,0.09,NA,1.8,NA,kylen-granson,NumberFire,15419,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.94,5.54,#29,252,40,2.44,4500,0.54,3.12,2500,1.25,2.44,10,0.24,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,0.94,10.25,NA,NA,0.08,NA,1.49,NA,tommy-tremble,NumberFire,15332,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.14,5.12,#32,260,41,1.96,4400,0.45,2.44,2500,0.98,1.96,10,0.2,NA,NA,NA,NA,NA
Reggie Gilliam,TE,BUF,NA,NA,0.96,9.41,NA,NA,0.09,NA,1.47,NA,reggie-gilliam,NumberFire,15103,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.16,5.1,#25,261,42,1.94,4500,0.43,2.43,4000,0.61,1.94,10,0.19,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,NA,1.03,10.34,NA,NA,0.07,NA,1.44,NA,durham-smythe,NumberFire,13676,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.18,5.06,#4,263,43,1.97,4300,0.46,2.48,2600,0.95,1.97,10,0.2,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1.02,9.36,NA,NA,0.08,NA,1.42,NA,noah-gray-1,NumberFire,15337,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.19,5.03,#1,264,44,1.91,4100,0.47,2.43,2500,0.97,1.91,10,0.19,NA,NA,NA,NA,NA
Eric Saubert,TE,DEN,NA,NA,0.89,8.99,NA,NA,0.08,NA,1.37,NA,eric-saubert,NumberFire,13315,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.22,4.96,#27,266,45,1.8,4400,0.41,2.26,2500,0.9,1.8,10,0.18,NA,NA,NA,NA,NA
Anthony Firkser,TE,ATL,NA,NA,0.98,9.38,NA,NA,0.07,NA,1.34,NA,anthony-firkser,NumberFire,13919,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.24,4.92,#22,268,46,1.83,4400,0.42,2.33,2500,0.93,1.83,10,0.18,NA,NA,NA,NA,NA
Josh Oliver,TE,BAL,NA,NA,0.82,8.92,NA,NA,0.07,NA,1.33,NA,josh-oliver,NumberFire,14209,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.25,4.91,#3,269,47,1.7,4300,0.4,2.12,2500,0.85,1.7,10,0.17,NA,NA,NA,NA,NA
Adam Trautman,TE,NO,NA,NA,0.83,9.14,NA,NA,0.05,NA,1.19,NA,adam-trautman,NumberFire,14870,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.34,4.72,#19,274,48,1.63,4200,0.39,2.04,2800,0.73,1.63,10,0.16,NA,NA,NA,NA,NA
Cameron Brate,TE,TB,NA,NA,0.79,6.96,NA,NA,0.08,NA,1.15,NA,cameron-brate,NumberFire,12110,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.36,4.66,#13,276,49,1.57,5000,0.31,1.97,3700,0.53,1.57,10,0.16,NA,NA,NA,NA,NA
Stephen Anderson,TE,ARI,NA,NA,0.7,7.94,NA,NA,0.04,NA,1.06,NA,stephen-anderson,NumberFire,12859,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.42,4.54,#10,282,50,1.38,4100,0.34,1.73,2500,0.69,1.38,10,0.14,NA,NA,NA,NA,NA
Parker Hesse,TE,ATL,NA,NA,0.75,6.85,NA,NA,0.06,NA,1.02,NA,parker-hesse,NumberFire,15564,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.45,4.49,#22,284,51,1.4,4100,0.34,1.79,2500,0.72,1.4,10,0.14,NA,NA,NA,NA,NA
Jake Tonges,TE,CHI,NA,NA,0.72,7.15,NA,NA,0.05,NA,1,NA,jake-tonges,NumberFire,16036,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.46,4.46,#18,285,52,1.38,4000,0.35,1.74,2500,0.7,1.38,10,0.14,NA,NA,NA,NA,NA
Tanner Hudson,TE,NYG,NA,NA,0.64,5.87,NA,NA,0.04,NA,0.84,NA,tanner-hudson,NumberFire,14370,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.57,4.25,#12,291,53,1.15,4100,0.28,1.47,2500,0.59,1.15,10,0.12,NA,NA,NA,NA,NA
John Bates,TE,WSH,NA,NA,0.54,5.82,NA,NA,0.04,NA,0.8,NA,john-bates,NumberFire,15344,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.59,4.19,#11,294,54,1.09,4200,0.26,1.36,2500,0.54,1.09,10,0.11,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,0.54,5.45,NA,NA,0.04,NA,0.79,NA,grant-calcaterra,NumberFire,15804,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.6,4.18,#5,297,55,1.06,4200,0.25,1.33,2500,0.53,1.06,10,0.11,NA,NA,NA,NA,NA
Kyle Rudolph,TE,TB,NA,NA,0.51,4.97,NA,NA,0.04,NA,0.75,NA,kyle-rudolph,NumberFire,10312,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.62,4.12,#13,300,56,0.99,4300,0.23,1.25,3100,0.4,0.99,10,0.1,NA,NA,NA,NA,NA
Mitchell Wilcox,TE,CIN,NA,NA,0.48,4.74,NA,NA,0.04,NA,0.73,NA,mitchell-wilcox,NumberFire,15563,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.64,4.1,#24,301,57,0.95,4300,0.22,1.19,2500,0.48,0.95,10,0.1,NA,NA,NA,NA,NA
Jody Fortson,TE,KC,NA,NA,0.51,4.76,NA,NA,0.04,NA,0.73,NA,jody-fortson,NumberFire,15070,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.64,4.1,#1,301,57,0.97,4300,0.23,1.23,2500,0.49,0.97,14,0.07,NA,NA,NA,NA,NA
Chris Myarick,TE,NYG,NA,NA,0.54,4.77,NA,NA,0.04,NA,0.7,NA,chris-myarick,NumberFire,15620,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.66,4.06,#12,304,59,0.99,4400,0.23,1.26,2500,0.5,0.99,10,0.1,NA,NA,NA,NA,NA
Tyler Davis,TE,GB,NA,NA,0.44,4.32,NA,NA,0.04,NA,0.7,NA,tyler-davis,NumberFire,14996,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.66,4.06,#21,304,59,0.89,4300,0.21,1.11,2500,0.44,0.89,10,0.09,NA,NA,NA,NA,NA
Jesper Horsted,TE,LV,NA,NA,0.48,4.6,NA,NA,0.04,NA,0.68,NA,jesper-horsted,NumberFire,14752,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.67,4.03,#2,307,61,0.94,4100,0.23,1.18,2500,0.47,0.94,10,0.09,NA,NA,NA,NA,NA
Ben Ellefson,TE,MIN,NA,NA,0.46,4.32,NA,NA,0.04,NA,0.65,NA,ben-ellefson,NumberFire,15088,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.69,3.99,#7,309,62,0.9,4100,0.22,1.13,2500,0.45,0.9,10,0.09,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,NA,0.46,4.38,NA,NA,0.04,NA,0.65,NA,johnny-mundt,NumberFire,13940,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.69,3.99,#7,309,62,0.91,4500,0.2,1.14,2500,0.46,0.91,10,0.09,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,NA,0.47,4.64,NA,NA,0.03,NA,0.63,NA,colby-parkinson,NumberFire,14871,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.7,3.96,#30,314,64,0.88,4400,0.2,1.11,2500,0.44,0.88,10,0.09,NA,NA,NA,NA,NA
Ross Dwelley,TE,SF,NA,NA,0.42,3.99,NA,NA,0.03,NA,0.58,NA,ross-dwelley,NumberFire,13988,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.73,3.89,#17,323,65,0.79,NA,NA,1,2800,0.36,0.79,10,0.08,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,NA,0.4,3.96,NA,NA,0.03,NA,0.57,NA,c-j-uzomah,NumberFire,12317,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.74,3.88,#16,325,66,0.78,4400,0.18,0.98,2600,0.38,0.78,10,0.08,NA,NA,NA,NA,NA
Tyler Kroft,TE,SF,NA,NA,0.41,3.79,NA,NA,0.03,NA,0.56,NA,tyler-kroft,NumberFire,12212,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.75,3.87,#17,329,67,0.76,4200,0.18,0.97,2500,0.39,0.76,10,0.08,NA,NA,NA,NA,NA
Zach Gentry,TE,PIT,NA,NA,0.37,3.68,NA,NA,0.03,NA,0.53,NA,zach-gentry,NumberFire,14240,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.77,3.83,#26,333,68,0.73,4200,0.17,0.92,2500,0.37,0.73,10,0.07,NA,NA,NA,NA,NA
Kendall Blanton,TE,LA,NA,NA,0.36,3.45,NA,NA,0.03,NA,0.5,NA,kendall-blanton,NumberFire,14357,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.79,3.79,#6,337,69,0.71,4100,0.17,0.89,2500,0.36,0.71,10,0.07,NA,NA,NA,NA,NA
Jack Stoll,TE,PHI,NA,NA,0.33,3.13,NA,NA,0.03,NA,0.46,NA,jack-stoll,NumberFire,15541,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.81,3.73,#5,339,70,0.66,4100,0.16,0.82,2500,0.33,0.66,10,0.07,NA,NA,NA,NA,NA
Richard Rodgers,TE,LAC,NA,NA,0.25,2.9,NA,NA,0.02,NA,0.43,NA,richard-rodgers,NumberFire,11785,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.83,3.69,#15,340,71,0.54,4100,0.13,0.66,2500,0.26,0.54,10,0.05,NA,NA,NA,NA,NA
Donald Parham Jr.,TE,LAC,NA,NA,0.25,2.74,NA,NA,0.02,NA,0.41,NA,donald-parham-jr,NumberFire,14341,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.84,3.66,#15,341,72,0.52,4200,0.12,0.64,2500,0.26,0.52,10,0.05,NA,NA,NA,NA,NA
Tre' McKitty,TE,LAC,NA,NA,0.25,2.62,NA,NA,0.02,NA,0.39,NA,tre-mckitty,NumberFire,15333,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.86,3.64,#15,344,73,0.51,4200,0.12,0.63,2500,0.25,0.51,10,0.05,NA,NA,NA,NA,NA
Quintin Morris,TE,BUF,NA,NA,0.24,2.38,NA,NA,0.02,NA,0.37,NA,quintin-morris,NumberFire,15341,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.87,3.61,#25,348,74,0.48,4200,0.11,0.6,2600,0.23,0.48,10,0.05,NA,NA,NA,NA,NA
Josiah Deguara,TE,GB,NA,NA,0.22,2.21,NA,NA,0.02,NA,0.36,NA,josiah-deguara,NumberFire,14876,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.88,3.6,#21,350,75,0.45,4200,0.11,0.56,2500,0.22,0.45,10,0.05,NA,NA,NA,NA,NA
Dan Arnold,TE,JAC,NA,NA,0.23,2.58,NA,NA,0.02,NA,0.35,NA,dan-arnold,NumberFire,13880,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.88,3.58,#8,352,76,0.49,4100,0.12,0.61,2700,0.23,0.49,10,0.05,NA,NA,NA,NA,NA
Eric Tomlinson,TE,DEN,NA,NA,0.22,2.36,NA,NA,0.02,NA,0.35,NA,eric-tomlinson,NumberFire,13065,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.88,3.58,#27,352,76,0.47,4000,0.12,0.58,2500,0.23,0.47,10,0.05,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,0.24,2.26,NA,NA,0.02,NA,0.34,NA,cade-otton,NumberFire,15802,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.89,3.57,#13,354,78,0.47,4100,0.11,0.59,2500,0.24,0.47,10,0.05,NA,NA,NA,NA,NA
Stephen Sullivan,TE,CAR,NA,NA,0.21,2.37,NA,NA,0.02,NA,0.34,NA,stephen-sullivan,NumberFire,15026,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.89,3.57,#32,354,78,0.46,4100,0.11,0.57,2500,0.23,0.46,10,0.05,NA,NA,NA,NA,NA
Nick Boyle,TE,BAL,NA,NA,0.21,2.2,NA,NA,0.02,NA,0.32,NA,nick-boyle,NumberFire,12328,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.9,3.54,#3,361,80,0.45,4100,0.11,0.55,2500,0.22,0.45,10,0.05,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,0.22,2.19,NA,NA,0.02,NA,0.31,NA,jake-ferguson,NumberFire,15799,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.91,3.53,#23,366,81,0.45,4600,0.1,0.56,2500,0.22,0.45,10,0.05,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,0.22,2.17,NA,NA,0.02,NA,0.31,NA,chigoziem-okonkwo,NumberFire,15889,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.91,3.53,#14,366,81,0.45,4100,0.11,0.56,2500,0.22,0.45,NA,NA,NA,NA,NA,NA,NA
Tyree Jackson,TE,PHI,NA,NA,0.22,2.1,NA,NA,0.02,NA,0.31,NA,tyree-jackson,NumberFire,14060,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.91,3.53,#5,366,81,0.44,4000,0.11,0.55,2500,0.22,0.44,NA,NA,NA,NA,NA,NA,NA
Jesse James,TE,CLE,NA,NA,0.22,1.96,NA,NA,0.02,NA,0.3,NA,jesse-james,NumberFire,12211,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.92,3.52,#28,371,84,0.43,4000,0.11,0.54,2500,0.22,0.43,10,0.04,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,0.2,1.98,NA,NA,0.01,NA,0.29,NA,jeremy-ruckert,NumberFire,15796,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.92,3.5,#16,376,85,0.36,4100,0.09,0.46,2500,0.18,0.36,10,0.04,NA,NA,NA,NA,NA
Charlie Woerner,TE,SF,NA,NA,0.21,1.94,NA,NA,0.01,NA,0.28,NA,charlie-woerner,NumberFire,14984,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2.93,3.49,#17,378,86,0.36,4100,0.09,0.46,2500,0.18,0.36,10,0.04,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,7.14,88.24,NA,NA,0.62,NA,19.76,NA,2560957,NFL,13671,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,6.94,83.24,NA,NA,0.54,NA,18.58,NA,2540258,NFL,11244,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,LV,NA,NA,5.65,65.76,NA,NA,0.35,NA,14.34,NA,2552408,NFL,12263,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,4.8,53.17,NA,NA,0.34,NA,12.32,NA,2557889,NFL,13236,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,4.22,54.45,NA,NA,0.32,NA,11.67,NA,2558266,NFL,13299,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,ARI,NA,NA,5.06,47.41,NA,NA,0.3,NA,11.63,NA,2540158,NFL,11247,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,4.75,47.28,NA,NA,0.32,NA,11.4,NA,2566442,NFL,15331,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LA,NA,NA,4.8,46.92,NA,NA,0.3,NA,11.3,NA,2555364,NFL,12678,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,3.74,54.99,NA,NA,0.31,NA,11.11,NA,2560995,NFL,13674,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,DET,NA,NA,4.03,47.68,NA,NA,0.34,NA,10.85,NA,2562378,NFL,14138,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,4,50.55,NA,NA,0.28,NA,10.74,NA,2565830,NFL,15329,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,DAL,NA,NA,3.89,44.56,NA,NA,0.32,NA,10.27,NA,2560866,NFL,13772,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,3.69,38,NA,NA,0.32,NA,9.45,NA,2557986,NFL,13192,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,3.39,32.64,NA,NA,0.25,NA,8.16,NA,2561027,NFL,13675,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,NA,3.08,34.35,NA,NA,0.25,NA,8.05,NA,2543767,NFL,11647,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,3.24,32.41,NA,NA,0.24,NA,7.93,NA,2562383,NFL,14137,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,3.2,34.2,NA,NA,0.21,NA,7.91,NA,2563704,NFL,14867,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,GB,NA,NA,2.78,32.04,NA,NA,0.23,NA,7.37,NA,2559270,NFL,13427,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,2.75,32.15,NA,NA,0.2,NA,7.17,NA,2562681,NFL,14143,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,2.49,31.29,NA,NA,0.22,NA,6.95,NA,2555341,NFL,12676,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAX,NA,NA,3.05,28.48,NA,NA,0.15,NA,6.84,NA,2557858,NFL,13189,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Brate,TE,TB,NA,NA,2.78,24.87,NA,NA,0.2,NA,6.47,NA,2550656,NFL,12110,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,MIA,NA,NA,2.48,26.06,NA,NA,0.18,NA,6.17,NA,2560994,NFL,13672,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
