player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,rec,rec_yds,rec_tds,two_pts
"White, Mike",QB,NYJ,NA,14.6,9.3,101,NA,0.5,1.2,NA,0.4,-0.1,NA,0,0,5.7,NA,NA,FantasySharks,13598,@CLE,0.2,0.3,0,0,0,0,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalton, Andy",QB,NOS,NA,5.7,3.7,39,NA,0.3,0.1,NA,1.9,11,NA,0.2,0,5.7,NA,NA,FantasySharks,10313,TBB,0.1,0.1,0,0,0.1,0.1,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heinicke, Taylor",QB,WAS,NA,10.9,6.9,70,NA,0.3,0.3,NA,0.9,5,NA,0,0.1,4.9,NA,NA,FantasySharks,12476,@DET,0.1,0.1,0.1,0,0.1,0,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridgewater, Teddy",QB,MIA,NA,7.2,4.7,51,NA,0.3,0.1,NA,0.5,2,NA,0,0,3.9,NA,NA,FantasySharks,11640,@BAL,0.1,0.1,0,0,0,0,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntley, Tyler",QB,BAL,NA,6.6,3.9,36,NA,0.1,0,NA,2.9,15,NA,0,0.2,3.1,NA,NA,FantasySharks,14789,MIA,0.1,0,0,0,0,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siemian, Trevor",QB,CHI,NA,4.3,2.3,28,NA,0.1,0.1,NA,0.7,3,NA,0,0.1,2.3,NA,NA,FantasySharks,12381,@GBP,0,0.1,0,0,0,0,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker, P.J.",QB,CAR,NA,8.1,4.2,44,NA,0.1,0.7,NA,1,4,NA,0,0.1,2.2,NA,NA,FantasySharks,13416,@NYG,0.1,0,0,0,0,0,1.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoyer, Brian",QB,NEP,NA,3.8,2.5,34,NA,0.1,0.1,NA,1.6,-0.2,NA,0,0.1,2,NA,NA,FantasySharks,9714,@PIT,0,0.1,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Tyrod",QB,NYG,NA,5.5,3,29,NA,0.1,0.4,NA,0.5,3,NA,0,0,1.9,NA,NA,FantasySharks,10413,CAR,0,0,0,0,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",QB,GBP,NA,2.7,1.8,25,NA,0.1,0.2,NA,1.1,0,NA,0,0,1.3,NA,NA,FantasySharks,14782,CHI,0,0,0,0,0,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stidham, Jarrett",QB,LVR,NA,2.4,1.2,12,NA,0,0.1,NA,0.6,3,NA,0.1,0,1.3,NA,NA,FantasySharks,14063,ARI,0,0,0,0,0,0,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Kyle",QB,HOU,NA,2.6,1.5,15,NA,0.1,0.1,NA,0.5,3,NA,0,0.1,1.1,NA,NA,FantasySharks,13879,@DEN,0,0.1,0,0,0,0,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foles, Nick",QB,IND,NA,2,1.1,10,NA,0,0.1,NA,0.7,0,NA,0,0,0.8,NA,NA,FantasySharks,10699,@JAC,0,0,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McSorley, Trace",QB,ARI,NA,1.4,0.8,6,NA,0,0,NA,1.2,4,NA,0,0,0.7,NA,NA,FantasySharks,14061,@LVR,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lock, Drew",QB,SEA,NA,1.1,0.7,9,NA,0,0,NA,0.1,0,NA,0,0,0.6,NA,NA,FantasySharks,14057,@SFO,0,0,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenum, Case",QB,BUF,NA,1.5,1,8,NA,0,0.1,NA,0.6,0,NA,0,0,0.6,NA,NA,FantasySharks,10948,TEN,0,0,0,0,0,0,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabbert, Blaine",QB,TBB,NA,1.3,0.8,9,NA,0,0,NA,1.2,-0.5,NA,0,0,0.6,NA,NA,FantasySharks,10262,@NOS,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henne, Chad",QB,KCC,NA,1.7,1.1,10,NA,0,0.1,NA,1.1,1,NA,0,0,0.5,NA,NA,FantasySharks,9073,LAC,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minshew, Gardner",QB,PHI,NA,1.8,0.8,7,NA,0,0.1,NA,0.4,2,NA,0,0.1,0.3,NA,NA,FantasySharks,14067,MIN,0,0,0,0,0,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rypien, Brett",QB,DEN,NA,1.3,0.8,6,NA,0,0.1,NA,0,0.1,NA,0,0,0.2,NA,NA,FantasySharks,14065,HOU,0,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beathard, C.J.",QB,JAC,NA,0.2,0.2,2,NA,0,0,NA,0.3,1,NA,0,0,0.2,NA,NA,FantasySharks,13125,IND,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PIT,NA,0.4,0.3,1,NA,0,0,NA,0.4,0,NA,0,0,0.1,NA,NA,FantasySharks,15692,NEP,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rudolph, Mason",QB,PIT,NA,0.4,0.2,2,NA,0,0,NA,0.2,0,NA,0,0,0.1,NA,NA,FantasySharks,13595,NEP,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,33,22,265,NA,2,0,NA,10,55,NA,1,NA,32.8,NA,17116,FFToday,14783,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,35,23,289,NA,3,1,NA,7,37,NA,0,NA,30.2,NA,16228,FFToday,13589,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,41,27,325,NA,3,1,NA,3,15,NA,0,NA,29.8,NA,15946,FFToday,13116,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,39,26,311,NA,3,1,NA,3,15,NA,0,NA,29.1,NA,17102,FFToday,14779,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,32,20,253,NA,1,1,NA,9,55,NA,1,NA,28.2,NA,16255,FFToday,13593,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,32,21,259,NA,2,1,NA,8,36,NA,0,NA,24.6,NA,16663,FFToday,14056,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lance,QB,SF,NA,24,16,188,NA,1,1,NA,8,50,NA,1,NA,24.4,NA,17623,FFToday,15240,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,36,24,288,NA,2,0,NA,2,8,NA,0,NA,23.2,NA,12349,FFToday,10703,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,WAS,NA,38,25,276,NA,2,1,NA,2,11,NA,0,NA,22.9,NA,15741,FFToday,12610,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,LV,NA,33,22,287,NA,2,1,NA,1,5,NA,0,NA,22.9,NA,14145,FFToday,11644,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,34,23,284,NA,2,0,NA,1,1,NA,0,NA,22.3,NA,11001,FFToday,9431,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,MIN,NA,38,24,275,NA,2,1,NA,3,4,NA,0,NA,22.2,NA,12376,FFToday,10700,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,GB,NA,34,23,262,NA,2,0,NA,2,9,NA,0,NA,22,NA,2480,FFToday,7836,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,39,23,271,NA,2,1,NA,0,0,NA,0,NA,21.6,NA,15589,FFToday,12611,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ryan,QB,IND,NA,36,23,270,NA,2,1,NA,0,0,NA,0,NA,21.5,NA,2955,FFToday,9099,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,30,21,259,NA,2,1,NA,1,5,NA,0,NA,21.5,NA,17028,FFToday,14777,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,33,20,256,NA,2,1,NA,1,5,NA,0,NA,21.3,NA,17221,FFToday,14778,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,NO,NA,35,24,250,NA,2,1,NA,2,8,NA,0,NA,21.3,NA,15353,FFToday,12140,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Brady,QB,TB,NA,36,24,265,NA,2,0,NA,0,0,NA,0,NA,21.3,NA,1812,FFToday,5848,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,34,22,255,NA,2,1,NA,1,5,NA,0,NA,21.3,NA,17646,FFToday,15252,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,31,21,241,NA,2,0,NA,3,11,NA,0,NA,21.2,NA,12283,FFToday,10697,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,ATL,NA,31,20,236,NA,1,1,NA,6,41,NA,0,NA,19.9,NA,15240,FFToday,12141,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,31,19,219,NA,1,0,NA,8,44,NA,0,NA,19.4,NA,17568,FFToday,15238,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,35,21,262,NA,1,1,NA,3,15,NA,0,NA,18.6,NA,17624,FFToday,15237,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,NYJ,NA,36,23,274,NA,1,1,NA,0,0,NA,0,NA,17.7,NA,2913,FFToday,9064,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Trubisky,QB,PIT,NA,31,19,235,NA,1,1,NA,4,16,NA,0,NA,17.4,NA,16022,FFToday,13115,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,33,21,246,NA,1,1,NA,3,10,NA,0,NA,17.3,NA,13362,FFToday,11150,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,CLE,NA,32,20,245,NA,1,0,NA,2,8,NA,0,NA,17.1,NA,15522,FFToday,12616,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,NE,NA,34,21,251,NA,1,1,NA,1,5,NA,0,NA,17.1,NA,17617,FFToday,15241,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,NYG,NA,29,19,221,NA,1,1,NA,4,19,NA,0,NA,17,NA,16624,FFToday,14059,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,CAR,NA,33,20,244,NA,1,1,NA,3,7,NA,0,NA,16.9,NA,16116,FFToday,13590,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,29,18,217,NA,1,1,NA,2,7,NA,0,NA,15.6,NA,14996,FFToday,13124,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,36.5,23.8,276.5,NA,3,0.9,115,7.2,39.1,NA,0.4,NA,30.27,NA,13761,FleaFlicker,13589,TENMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB1,23/36,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,39.3,25.8,301.2,NA,2,0.8,104.8,3.9,19.9,NA,0.1,NA,27.13,NA,12894,FleaFlicker,13116,LACThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,8,QB4,25/39,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,32,19.6,238.8,NA,2,0.7,103.4,9.6,51.4,NA,0.6,NA,26.9,NA,15581,FleaFlicker,14783,MINMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB2,19/32,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,32.6,20.5,239.7,NA,2,0.9,106.1,9.3,52.6,NA,0.4,NA,25.78,NA,13775,FleaFlicker,13593,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB3,20/32,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,38.7,25.6,290.5,NA,2,0.9,106.2,3.5,15,NA,0.2,NA,25.42,NA,15516,FleaFlicker,14779,@KCThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,8,QB5,25/38,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,35.1,23.5,258.2,NA,2,0.8,106.6,6.7,34.8,NA,0.2,NA,23.85,NA,14664,FleaFlicker,14056,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB6,23/35,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,29,18.3,215.8,NA,2,0.6,111.5,6.2,36.1,NA,0.4,NA,23.36,NA,15532,FleaFlicker,14777,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB7,18/28,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,35,23.9,274.9,NA,2,0.7,111.6,2.1,5.8,NA,0.1,NA,23.2,NA,6038,FleaFlicker,9431,ATLSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB15,23/34,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,WAS,NA,34.6,22.1,257.3,NA,2,0.8,107.1,3.5,13.8,NA,0.1,NA,23.15,NA,12032,FleaFlicker,12610,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB25,22/34,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Brady,QB,TB,NA,38.9,25.3,279.8,NA,2,0.7,105,1.5,2.3,NA,0.1,NA,22.88,NA,309,FleaFlicker,5848,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB8,25/38,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,GB,NA,33.1,22.4,246.2,NA,2,0.3,108.9,2.3,7.5,NA,0.1,NA,22.68,NA,3452,FleaFlicker,7836,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB13,22/33,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,32.9,21.6,261.4,NA,2,0.4,111.6,3.6,16.3,NA,0.1,NA,22.54,NA,8598,FleaFlicker,10703,HOUSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB9,21/32,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,35.8,23.4,250,NA,2,0.8,105.5,1.4,3.9,NA,0.1,NA,21.43,NA,12102,FleaFlicker,12611,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB22,23/35,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,LV,NA,36,24.3,276.8,NA,2,0.9,108.1,2,7.6,NA,0.1,NA,21.04,NA,10315,FleaFlicker,11644,ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB11,24/36,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,MIN,NA,36.6,24.5,269.8,NA,2,0.7,107.3,2.1,5.5,NA,0,NA,20.72,NA,8625,FleaFlicker,10700,@PHIMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB14,24/36,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,35.9,23.4,258.9,NA,2,0.9,106.6,2.9,9.6,NA,0.1,NA,20.53,NA,15533,FleaFlicker,14778,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB16,23/35,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lance,QB,SF,NA,28,18.1,215.2,NA,1,0.8,103.2,9,44.3,NA,0.5,NA,20.15,NA,16259,FleaFlicker,15240,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB10,18/27,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,NO,NA,34.4,21.8,240.6,NA,2,1,90.3,2.9,13.4,NA,0.1,NA,19.75,NA,11183,FleaFlicker,12140,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB18,21/34,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ryan,QB,IND,NA,33.4,22.1,244.1,NA,2,0.8,108.6,2.2,7,NA,0.1,NA,19.49,NA,5371,FleaFlicker,9099,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB20,22/33,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,ATL,NA,33,20.4,228.7,NA,1,0.9,94.3,5.4,30.3,NA,0.2,NA,17.43,NA,11184,FleaFlicker,12141,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB26,20/32,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,NYG,NA,32,20.4,219,NA,1,1,93.1,5.4,25.4,NA,0.2,NA,16.23,NA,14668,FleaFlicker,14059,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB19,20/32,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,30.5,18.4,208.7,NA,1,1,78.2,6.7,33.6,NA,0.2,NA,16.19,NA,16262,FleaFlicker,15238,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB12,18/30,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,PIT,NA,34.4,21.8,235,NA,1,1,79.8,3.6,15.8,NA,0.1,NA,16.05,NA,12893,FleaFlicker,13115,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB32,21/34,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,33.1,21,227.9,NA,1,0.9,91.4,3.1,13.4,NA,0.2,NA,15.81,NA,8514,FleaFlicker,10697,@BUFMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB24,20/33,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,36.4,22.3,241,NA,1,1.1,78.6,3.7,16.3,NA,0.1,NA,15.8,NA,16242,FleaFlicker,15237,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB17,22/36,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
