player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Shane Zylstra,TE,DET,NA,NA,0.56,5.66,NA,NA,0.04,NA,0.79,NA,shane-zylstra,NumberFire,15604,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.6,4.18,#6,327,61,1.09,4100,0.27,1.37,1.09,10,0.11,NA,NA,NA,NA,NA
Jody Fortson,TE,KC,NA,NA,0.51,5.23,NA,NA,0.04,NA,0.79,NA,jody-fortson,NumberFire,15070,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.6,4.18,#16,327,61,1.02,4500,0.23,1.27,1.02,10,0.1,NA,NA,NA,NA,NA
Maxx Williams,TE,ARI,NA,NA,0.49,4.93,NA,NA,0.03,NA,0.67,NA,maxx-williams,NumberFire,12206,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.68,4.02,#18,339,63,0.92,4000,0.23,1.16,0.92,NA,NA,NA,NA,NA,NA,NA
Stephen Anderson,TE,ARI,NA,NA,0.46,4.97,NA,NA,0.03,NA,0.67,NA,stephen-anderson,NumberFire,12859,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.68,4.02,#18,339,63,0.91,4100,0.22,1.14,0.91,10,0.09,NA,NA,NA,NA,NA
Dan Arnold,TE,JAC,NA,NA,0.44,5.21,NA,NA,0.02,NA,0.65,NA,dan-arnold,NumberFire,13880,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.69,3.99,#15,342,65,0.84,4300,0.2,1.07,0.84,10,0.08,NA,NA,NA,NA,NA
Anthony Firkser,TE,ATL,NA,NA,0.48,4.78,NA,NA,0.03,NA,0.63,NA,anthony-firkser,NumberFire,13919,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.7,3.96,#8,347,66,0.9,4100,0.22,1.14,0.9,10,0.09,NA,NA,NA,NA,NA
Ross Dwelley,TE,SF,NA,NA,0.4,4.33,NA,NA,0.03,NA,0.62,NA,ross-dwelley,NumberFire,13988,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.71,3.95,#23,349,67,0.81,4200,0.19,1.01,0.81,10,0.08,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,NA,0.46,4.78,NA,NA,0.02,NA,0.62,NA,connor-heyward,NumberFire,15800,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.71,3.95,#10,349,67,0.83,4300,0.19,1.06,0.83,10,0.08,NA,NA,NA,NA,NA
Josiah Deguara,TE,GB,NA,NA,0.46,4.22,NA,NA,0.03,NA,0.61,NA,josiah-deguara,NumberFire,14876,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.71,3.93,#11,353,69,0.83,4400,0.19,1.06,0.83,10,0.08,NA,NA,NA,NA,NA
Eric Tomlinson,TE,DEN,NA,NA,0.41,4.5,NA,NA,0.03,NA,0.61,NA,eric-tomlinson,NumberFire,13065,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.71,3.93,#14,353,69,0.84,4300,0.2,1.04,0.84,10,0.08,NA,NA,NA,NA,NA
Eric Saubert,TE,DEN,NA,NA,0.41,4.27,NA,NA,0.03,NA,0.58,NA,eric-saubert,NumberFire,13315,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.73,3.89,#14,358,71,0.81,4400,0.18,1.02,0.81,10,0.08,NA,NA,NA,NA,NA
Cole Turner,TE,WSH,NA,NA,0.41,4.22,NA,NA,0.03,NA,0.57,NA,cole-turner,NumberFire,15803,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.74,3.88,#30,361,72,0.81,4100,0.2,1.01,0.81,10,0.08,NA,NA,NA,NA,NA
Chris Manhertz,TE,JAC,NA,NA,0.44,4.26,NA,NA,0.02,NA,0.56,NA,chris-manhertz,NumberFire,12955,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.75,3.87,#15,362,73,0.77,4200,0.18,0.99,0.77,10,0.08,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,0.35,3.59,NA,NA,0.02,NA,0.49,NA,trey-mcbride,NumberFire,15794,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.79,3.77,#18,367,74,0.65,4800,0.14,0.83,0.65,10,0.07,NA,NA,NA,NA,NA
Pharaoh Brown,TE,CLE,NA,NA,0.4,3.61,NA,NA,0.02,NA,0.47,NA,pharaoh-brown,NumberFire,13994,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.81,3.75,#5,370,75,0.68,4200,0.16,0.88,0.68,10,0.07,NA,NA,NA,NA,NA
Richard Rodgers,TE,LAC,NA,NA,0.25,2.81,NA,NA,0.02,NA,0.41,NA,richard-rodgers,NumberFire,11785,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.84,3.66,#21,377,76,0.53,4300,0.12,0.65,0.53,10,0.05,NA,NA,NA,NA,NA
Stone Smartt,TE,LAC,NA,NA,0.25,2.6,NA,NA,0.02,NA,0.38,NA,stone-smartt,NumberFire,16113,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.86,3.62,#21,384,77,0.51,NA,NA,0.63,0.51,10,0.05,NA,NA,NA,NA,NA
Devin Asiasi,TE,CIN,NA,NA,0.24,2.5,NA,NA,0.02,NA,0.36,NA,devin-asiasi,NumberFire,14936,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.6,#9,390,78,0.49,4100,0.12,0.61,0.49,10,0.05,NA,NA,NA,NA,NA
Hunter Long,TE,MIA,NA,NA,0.23,2.42,NA,NA,0.02,NA,0.36,NA,hunter-long,NumberFire,15334,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.6,#29,390,78,0.48,4100,0.12,0.59,0.48,10,0.05,NA,NA,NA,NA,NA
Tanner Conner,TE,MIA,NA,NA,0.23,2.42,NA,NA,0.02,NA,0.36,NA,tanner-conner,NumberFire,15991,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.6,#29,390,78,0.48,4000,0.12,0.59,0.48,10,0.05,NA,NA,NA,NA,NA
Cethan Carter,TE,MIA,NA,NA,0.23,2.42,NA,NA,0.02,NA,0.36,NA,cethan-carter,NumberFire,13369,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.6,#29,390,78,0.48,4000,0.12,0.59,0.48,10,0.05,NA,NA,NA,NA,NA
Kyle Rudolph,TE,TB,NA,NA,0.25,2.31,NA,NA,0.02,NA,0.35,NA,kyle-rudolph,NumberFire,10312,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.58,#28,400,82,0.48,4100,0.12,0.6,0.48,10,0.05,NA,NA,NA,NA,NA
Mitchell Wilcox,TE,CIN,NA,NA,0.24,2.46,NA,NA,0.02,NA,0.35,NA,mitchell-wilcox,NumberFire,15563,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.58,#9,400,82,0.49,4200,0.12,0.61,0.49,10,0.05,NA,NA,NA,NA,NA
Jesper Horsted,TE,LV,NA,NA,0.22,2.39,NA,NA,0.01,NA,0.33,NA,jesper-horsted,NumberFire,14752,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.56,#25,404,84,0.41,4200,0.1,0.52,0.41,10,0.04,NA,NA,NA,NA,NA
Tyree Jackson,TE,PHI,NA,NA,0.23,2.15,NA,NA,0.02,NA,0.32,NA,tyree-jackson,NumberFire,14060,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.54,#20,407,85,0.45,4000,0.11,0.57,0.45,10,0.05,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,0.23,2.24,NA,NA,0.02,NA,0.32,NA,grant-calcaterra,NumberFire,15804,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.54,#20,407,85,0.46,4100,0.11,0.57,0.46,10,0.05,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,0.22,2.08,NA,NA,0.02,NA,0.32,NA,jake-ferguson,NumberFire,15799,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.54,#19,407,85,0.44,4400,0.1,0.55,0.44,10,0.04,NA,NA,NA,NA,NA
Ko Kieft,TE,TB,NA,NA,0.24,2.16,NA,NA,0.02,NA,0.31,NA,ko-kieft,NumberFire,15929,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.91,3.53,#28,412,88,0.46,4200,0.11,0.58,0.46,10,0.05,NA,NA,NA,NA,NA
Ben Ellefson,TE,MIN,NA,NA,0.22,2.08,NA,NA,0.02,NA,0.31,NA,ben-ellefson,NumberFire,15088,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.91,3.53,#1,412,88,0.44,4100,0.11,0.55,0.44,NA,NA,NA,NA,NA,NA,NA
Albert Okwuegbunam,TE,DEN,NA,NA,0.21,2.25,NA,NA,0.01,NA,0.3,NA,albert-okwuegbunam,NumberFire,14873,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.52,#14,416,90,0.39,4200,0.09,0.5,0.39,10,0.04,NA,NA,NA,NA,NA
Tyler Davis,TE,GB,NA,NA,0.22,2.06,NA,NA,0.02,NA,0.3,NA,tyler-davis,NumberFire,14996,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.52,#11,416,90,0.44,4100,0.11,0.55,0.44,10,0.04,NA,NA,NA,NA,NA
Charlie Woerner,TE,SF,NA,NA,0.2,2.03,NA,NA,0.02,NA,0.3,NA,charlie-woerner,NumberFire,14984,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.52,#23,416,90,0.42,4000,0.11,0.52,0.42,10,0.04,NA,NA,NA,NA,NA
Tyler Kroft,TE,SF,NA,NA,0.2,1.97,NA,NA,0.02,NA,0.3,NA,tyler-kroft,NumberFire,12212,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.52,#23,416,90,0.42,4100,0.1,0.52,0.42,10,0.04,NA,NA,NA,NA,NA
Jacob Hollister,TE,LV,NA,NA,0.22,2.1,NA,NA,0.01,NA,0.3,NA,jacob-hollister,NumberFire,13391,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.52,#25,416,90,0.38,4100,0.09,0.49,0.38,10,0.04,NA,NA,NA,NA,NA
Teagan Quitoriano,TE,HOU,NA,NA,0.23,2.28,NA,NA,0.01,NA,0.3,NA,teagan-quitoriano,NumberFire,15905,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.52,#26,416,90,0.4,4200,0.1,0.52,0.4,10,0.04,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,0.23,2.2,NA,NA,0.01,NA,0.3,NA,jeremy-ruckert,NumberFire,15796,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.52,#27,416,90,0.4,4000,0.1,0.51,0.4,10,0.04,NA,NA,NA,NA,NA
Marcedes Lewis,TE,GB,NA,NA,0.2,1.9,NA,NA,0.02,NA,0.29,NA,marcedes-lewis,NumberFire,8269,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.5,#11,424,97,0.41,4200,0.1,0.51,0.41,10,0.04,NA,NA,NA,NA,NA
Nick Boyle,TE,BAL,NA,NA,0.21,1.99,NA,NA,0.01,NA,0.29,NA,nick-boyle,NumberFire,12328,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.5,#24,424,97,0.36,4100,0.09,0.47,0.36,10,0.04,NA,NA,NA,NA,NA
Brycen Hopkins,TE,LA,NA,NA,0.23,2.24,NA,NA,0.01,NA,0.28,NA,brycen-hopkins,NumberFire,14868,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.93,3.49,#22,429,99,0.4,4100,0.1,0.51,0.4,10,0.04,NA,NA,NA,NA,NA
J.P. Holtz,TE,NO,NA,NA,0.23,2.16,NA,NA,0.01,NA,0.28,NA,j-p-holtz,NumberFire,14372,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.93,3.49,#7,429,99,0.39,4000,0.1,0.51,0.39,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,NA,0.22,2.12,NA,NA,0.01,NA,0.28,NA,luke-farrell,NumberFire,15335,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.93,3.49,#15,429,99,0.38,4100,0.09,0.49,0.38,10,0.04,NA,NA,NA,NA,NA
Stephen Sullivan,TE,CAR,NA,NA,0.19,1.92,NA,NA,0.01,NA,0.25,NA,stephen-sullivan,NumberFire,15026,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.95,3.45,#4,434,102,0.35,4100,0.09,0.44,0.35,10,0.04,NA,NA,NA,NA,NA
Jesse James,TE,CLE,NA,NA,0.2,1.89,NA,NA,0.01,NA,0.25,NA,jesse-james,NumberFire,12211,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.95,3.45,#5,434,102,0.35,4000,0.09,0.45,0.35,10,0.04,NA,NA,NA,NA,NA
Ryan Griffin,TE,CHI,NA,NA,0.13,1.27,NA,NA,0.01,NA,0.17,NA,ryan-griffin,NumberFire,11399,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-3,3.34,#3,438,104,0.25,4100,0.06,0.32,0.25,10,0.03,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,7.69,99.34,NA,NA,0.7,NA,21.87,NA,2540258,NFL,11244,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,6.18,76.78,NA,NA,0.51,NA,17.1,NA,2560957,NFL,13671,NA,NA,NA,NA,NA,NA,NA,NA,1.21,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,0.56,5.34,NA,NA,0.66,0.07,13.53,NA,2558954,NFL,13424,NA,NA,NA,NA,NA,NA,NA,NA,53.77,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,4.76,47.48,NA,NA,0.33,NA,11.49,NA,2562378,NFL,14138,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,4.12,44.52,NA,NA,0.31,NA,10.44,NA,2566442,NFL,15331,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LA,NA,NA,4.34,42.59,NA,NA,0.25,NA,10.11,NA,2555364,NFL,12678,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,3.39,41.49,NA,NA,0.39,NA,9.93,NA,2558266,NFL,13299,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,DAL,NA,NA,3.78,41.52,NA,NA,0.28,NA,9.62,NA,2560866,NFL,13772,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,NA,3.34,43.97,NA,NA,0.3,NA,9.57,NA,2567520,NFL,15797,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,3.2,43.06,NA,NA,0.29,NA,9.28,NA,2557986,NFL,13192,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,3.68,34.98,NA,NA,0.29,NA,8.96,NA,2561027,NFL,13675,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,3.41,36.77,NA,NA,0.29,NA,8.84,NA,2562681,NFL,14143,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CIN,NA,NA,3.87,36.87,NA,NA,0.21,NA,8.82,NA,2560747,NFL,13680,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,3.52,36.74,NA,NA,0.21,NA,8.62,NA,2557889,NFL,13236,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,2.75,33.92,NA,NA,0.38,NA,8.44,NA,2563704,NFL,14867,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,3.04,32.26,NA,NA,0.34,NA,8.31,NA,2564676,NFL,14861,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,LV,NA,NA,2.96,33.05,NA,NA,0.24,NA,7.71,NA,2562317,NFL,14239,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAX,NA,NA,3.04,33.16,NA,NA,0.19,NA,7.55,NA,2557858,NFL,13189,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,2.81,32.41,NA,NA,0.16,NA,7.02,NA,2562383,NFL,14137,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,GB,NA,NA,2.75,26.57,NA,NA,0.22,NA,6.73,NA,2559270,NFL,13427,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,2.33,30.98,NA,NA,0.19,NA,6.58,NA,2555341,NFL,12676,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2.56,31.02,NA,NA,0.13,NA,6.45,NA,2567283,NFL,15798,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,MIA,NA,NA,2.74,27.9,NA,NA,0.14,NA,6.37,NA,2560994,NFL,13672,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,NA,2.27,26.58,NA,NA,0.18,NA,6.04,NA,2543767,NFL,11647,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,NA,2.49,24.85,NA,NA,0.17,NA,6,NA,2561046,NFL,13763,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,TEN,NA,NA,2.06,22.95,NA,NA,0.17,NA,5.38,NA,2555415,NFL,12677,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,NE,NA,NA,1.89,20.83,NA,NA,0.1,NA,4.91,NA,2558207,NFL,13193,NA,NA,NA,NA,NA,NA,NA,NA,2.15,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,1.98,19.98,NA,NA,0.14,NA,4.87,NA,2566145,NFL,15419,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,1.99,19.3,NA,NA,0.13,NA,4.71,NA,2568312,NFL,15802,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,NA,1.9,19.21,NA,NA,0.12,NA,4.55,NA,2563767,NFL,14875,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,HOU,NA,NA,1.71,18.67,NA,NA,0.15,NA,4.48,NA,2560951,NFL,13753,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Brate,TE,TB,NA,NA,2.01,18.26,NA,NA,0.08,NA,4.32,NA,2550656,NFL,12110,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1.78,18.1,NA,NA,0.11,NA,4.27,NA,2566178,NFL,15337,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,NA,1.48,15.93,NA,NA,0.1,NA,3.68,NA,2552559,NFL,12317,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
