player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,opp,fg_miss,xp_miss,bye,curr_site_pts,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Cade York,K,CLE,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,18258,FFToday,15882,BUF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,12445,FFToday,10868,NE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,3189,FFToday,8742,TEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,16084,FFToday,13898,DAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,17642,FFToday,15368,PIT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,16763,FFToday,14600,HOU,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,12674,FFToday,10976,CAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LAR,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,16578,FFToday,14244,NO,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,16055,FFToday,13719,BAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,12.06,NA,4780,FleaFlicker,8851,NYJSun 1:00 PM,NA,NA,0,NA,K9,2/2,2/2,83%,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,10.83,NA,8663,FleaFlicker,10976,CARSun 1:00 PM,NA,NA,0,NA,K1,2/1,2/2,97%,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,10.71,NA,2882,FleaFlicker,8153,@ARIMon 8:15 PM,NA,NA,9,NA,K16,2/1,2/2,58%,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.4,NA,10888,FleaFlicker,11945,@ATLSun 1:00 PM,NA,NA,4,NA,NA,2/1,2/2,36%,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.36,NA,14337,FleaFlicker,13898,DALSun 4:25 PM,NA,NA,7,NA,K15,2/1,2/2,42%,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,LAC,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.21,NA,9416,FleaFlicker,11387,KCSun 8:20 PM,NA,NA,8,NA,K23,2/1,2/2,12%,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,9.94,NA,15626,FleaFlicker,14983,CLESun 1:00 PM,NA,NA,7,NA,K2,2/2,2/2,89%,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,9.8,NA,13124,FleaFlicker,13354,@LACSun 8:20 PM,NA,NA,8,NA,K4,2/1,2/2,78%,NA,NA,NA,NA,NA,NA,NA
Josh Lambo,K,TEN,NA,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,9.79,NA,11498,FleaFlicker,12417,@GBW 27-17,NA,NA,6,9.79,NA,2/1,1/1,2%,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,9.66,NA,15412,FleaFlicker,14717,PHISun 1:00 PM,NA,NA,4,NA,NA,2/1,1/1,16%,NA,NA,NA,NA,NA,NA,NA
Matthew Wright,K,PIT,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,9.65,NA,15021,FleaFlicker,14426,CINSun 4:25 PM,NA,NA,9,NA,NA,2/2,1/1,4%,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.56,NA,13324,FleaFlicker,13403,CHISun 1:00 PM,NA,NA,4,NA,K14,2/2,2/2,79%,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.43,NA,10038,FleaFlicker,13909,@MINSun 4:25 PM,NA,NA,9,NA,K13,2/2,2/2,56%,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.37,NA,6304,FleaFlicker,9694,DETSun 1:00 PM,NA,NA,9,NA,K19,2/2,2/2,63%,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.17,NA,13035,FleaFlicker,13303,@INDSun 1:00 PM,NA,NA,7,NA,K8,2/1,2/2,24%,NA,NA,NA,NA,NA,NA,NA
Michael Badgley,K,DET,NA,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.12,NA,14050,FleaFlicker,13980,@NYGSun 1:00 PM,NA,NA,6,NA,NA,2/1,2/2,6%,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.09,NA,12611,FleaFlicker,12956,LARSun 1:00 PM,NA,NA,4,NA,K10,2/2,2/2,43%,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,17315,FleaFlicker,15979,KCSun 8:20 PM,NA,NA,8,NA,NA,2/2,3/3,5%,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.98,NA,9754,FleaFlicker,11947,LVSun 4:05 PM,NA,NA,9,NA,K18,2/1,1/1,33%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.83,NA,13947,FleaFlicker,13718,@DENSun 4:05 PM,NA,NA,6,NA,K3,2/1,1/1,91%,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,8.07,NA,16929,FleaFlicker,15882,@BUFSun 1:00 PM,NA,NA,9,NA,K24,2/1,2/2,23%,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,7.88,NA,12347,FleaFlicker,12860,WASSun 1:00 PM,NA,NA,6,NA,NA,2/1,1/1,16%,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,6.16,NA,15366,FleaFlicker,14600,@HOUSun 1:00 PM,NA,NA,4,NA,NA,1/1,2/2,10%,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LAR,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,5.83,NA,14848,FleaFlicker,14244,@NOSun 1:00 PM,NA,NA,7,NA,K12,1/1,1/1,54%,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,5.69,NA,8608,FleaFlicker,10868,@NESun 1:00 PM,NA,NA,0,NA,K21,1/1,1/1,35%,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,5.64,NA,13986,FleaFlicker,13719,@BALSun 1:00 PM,NA,NA,3,NA,NA,1/1,1/1,9%,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,5.52,NA,16457,FleaFlicker,15368,@PITSun 4:25 PM,NA,NA,0,NA,K5,1/1,2/2,65%,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,5.43,NA,4715,FleaFlicker,8742,TENL 17-27,NA,NA,4,5.43,K22,1/1,2/2,14%,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,4.77,NA,4221,FleaFlicker,8930,SFMon 8:15 PM,NA,NA,3,NA,K11,1/1,1/1,36%,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2.03,2.32,0.02,NA,0.33,NA,0.59,NA,0.81,NA,0.28,NA,2.49,NA,9.96,NA,cairo-santos,NumberFire,11945,ATL,NA,NA,NA,NA,NA,NA,NA,NA,5.63,14.29,#31,1,9.95,9.95,9.95
Justin Tucker,K,BAL,NA,1.82,2.04,0,NA,0.6,NA,0.44,NA,0.62,NA,0.22,NA,3.14,NA,9.85,NA,justin-tucker,NumberFire,10976,CAR,NA,NA,NA,NA,NA,NA,NA,NA,6.09,13.61,#18,2,9.84,9.84,9.84
Harrison Butker,K,KC,NA,1.73,2.64,0.08,NA,0.47,NA,0.61,NA,0.47,NA,0.08,NA,3.98,NA,9.74,NA,harrison-butker,NumberFire,13354,LAC,NA,NA,NA,NA,NA,NA,NA,NA,5.12,14.36,#21,3,9.74,9.74,9.74
Tyler Bass,K,BUF,NA,1.81,2.11,0.02,NA,0.57,NA,0.67,NA,0.46,NA,0.12,NA,3.51,NA,9.72,NA,tyler-bass,NumberFire,14983,CLE,NA,NA,NA,NA,NA,NA,NA,NA,5.86,13.58,#28,4,9.73,9.73,9.73
Younghoe Koo,K,ATL,NA,1.9,2.19,0.02,NA,0.57,NA,0.67,NA,0.47,NA,0.17,NA,2.67,NA,9.17,NA,younghoe-koo,NumberFire,13403,CHI,NA,NA,NA,NA,NA,NA,NA,NA,5.45,12.89,#27,5,9.18,9.18,9.18
Brett Maher,K,DAL,NA,1.87,2.11,0.03,NA,0.55,NA,0.63,NA,0.63,NA,0.1,NA,2.46,NA,9.13,NA,brett-maher,NumberFire,13909,MIN,NA,NA,NA,NA,NA,NA,NA,NA,4.58,13.68,#7,6,9.11,9.11,9.11
Jake Elliott,K,PHI,NA,1.57,2.1,0.05,NA,0.59,NA,0.46,NA,0.33,NA,0.11,NA,3.78,NA,8.96,NA,jake-elliott,NumberFire,13303,IND,NA,NA,NA,NA,NA,NA,NA,NA,4.36,13.56,#15,7,8.95,8.95,8.95
Daniel Carlson,K,LV,NA,1.75,1.93,0.02,NA,0.45,NA,0.45,NA,0.55,NA,0.23,NA,2.71,NA,8.83,NA,daniel-carlson,NumberFire,13718,DEN,NA,NA,NA,NA,NA,NA,NA,NA,3.74,13.92,#3,8,8.82,8.82,8.82
Dustin Hopkins,K,LAC,NA,1.83,2.19,0,NA,0.74,NA,0.55,NA,0.36,NA,0.16,NA,2.55,NA,8.65,NA,dustin-hopkins,NumberFire,11387,KC,NA,NA,NA,NA,NA,NA,NA,NA,3.43,13.87,#23,9,8.66,8.66,8.66
Graham Gano,K,NYG,NA,1.73,1.89,0,NA,0.51,NA,0.7,NA,0.51,NA,0.04,NA,2.78,NA,8.64,NA,graham-gano,NumberFire,9694,DET,NA,NA,NA,NA,NA,NA,NA,NA,4.69,12.59,#32,10,8.65,8.65,8.65
Mason Crosby,K,GB,NA,1.98,2.29,0,NA,0.53,NA,0.69,NA,0.6,NA,0.17,NA,1.67,NA,8.57,NA,mason-crosby,NumberFire,8742,TEN,NA,NA,NA,NA,NA,NA,NA,NA,4,13.14,#9,11,8.58,8.58,8.58
Nick Folk,K,NE,NA,1.9,2.21,0.05,NA,0.66,NA,0.61,NA,0.53,NA,0.05,NA,2.22,NA,8.54,NA,nick-folk,NumberFire,8851,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,3.03,14.05,#2,12,8.55,8.55,8.55
Brandon McManus,K,DEN,NA,1.84,2.19,0.02,NA,0.54,NA,0.58,NA,0.58,NA,0.12,NA,2.17,NA,8.52,NA,brandon-mcmanus,NumberFire,11947,LV,NA,NA,NA,NA,NA,NA,NA,NA,3.98,13.06,#30,13,8.51,8.51,8.51
Joey Slye,K,WSH,NA,1.73,2.03,0.04,NA,0.49,NA,0.68,NA,0.42,NA,0.12,NA,2.49,NA,8.39,NA,joey-slye,NumberFire,14600,HOU,NA,NA,NA,NA,NA,NA,NA,NA,4.74,12.04,#29,14,8.4,8.4,8.4
Greg Joseph,K,MIN,NA,1.88,2.22,0.05,NA,0.6,NA,0.79,NA,0.33,NA,0.08,NA,2.3,NA,8.35,NA,greg-joseph,NumberFire,13898,DAL,NA,NA,NA,NA,NA,NA,NA,NA,3.49,13.21,#4,15,8.34,8.34,8.34
Wil Lutz,K,NO,NA,1.85,2.35,0.04,NA,0.62,NA,0.5,NA,0.55,NA,0.13,NA,1.97,NA,8.28,NA,wil-lutz,NumberFire,12956,LA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,13.52,#13,16,8.3,8.3,8.3
Matt Gay,K,LA,NA,1.65,2.14,0.02,NA,0.52,NA,0.49,NA,0.41,NA,0.18,NA,2.14,NA,7.78,NA,matt-gay,NumberFire,14244,NO,NA,NA,NA,NA,NA,NA,NA,NA,3.81,11.75,#22,17,7.77,7.77,7.77
Ka'imi Fairbairn,K,HOU,NA,1.77,2.21,0.02,NA,0.58,NA,0.6,NA,0.37,NA,0.17,NA,1.84,NA,7.75,NA,ka-imi-fairbairn,NumberFire,12860,WSH,NA,NA,NA,NA,NA,NA,NA,NA,2.67,12.83,#11,18,7.77,7.77,7.77
Robbie Gould,K,SF,NA,1.5,2.03,0,NA,0.54,NA,0.51,NA,0.42,NA,0.02,NA,2.8,NA,7.74,NA,robbie-gould,NumberFire,8153,ARI,NA,NA,NA,NA,NA,NA,NA,NA,3.81,11.67,#17,19,7.73,7.73,7.73
Chase McLaughlin,K,IND,NA,1.67,1.98,0,NA,0.49,NA,0.54,NA,0.44,NA,0.24,NA,1.66,NA,7.7,NA,chase-mclaughlin,NumberFire,14717,PHI,NA,NA,NA,NA,NA,NA,NA,NA,3.55,11.85,#12,20,7.71,7.71,7.71
Cade York,K,CLE,NA,1.53,1.93,0,NA,0.53,NA,0.53,NA,0.32,NA,0.24,NA,1.96,NA,7.6,NA,cade-york,NumberFire,15882,BUF,NA,NA,NA,NA,NA,NA,NA,NA,3.67,11.53,#5,21,7.62,7.62,7.62
Evan McPherson,K,CIN,NA,1.43,1.94,0.04,NA,0.42,NA,0.3,NA,0.44,NA,0.23,NA,2.33,NA,7.53,NA,evan-mcpherson,NumberFire,15368,PIT,NA,NA,NA,NA,NA,NA,NA,NA,3.64,11.42,#14,22,7.52,7.52,7.52
Greg Zuerlein,K,NYJ,NA,1.67,2.01,0,NA,0.44,NA,0.54,NA,0.58,NA,0.14,NA,1.48,NA,7.42,NA,greg-zuerlein,NumberFire,10868,NE,NA,NA,NA,NA,NA,NA,NA,NA,3.61,11.23,#1,23,7.44,7.44,7.44
Chris Boswell,K,PIT,NA,1.61,2.03,0,NA,0.62,NA,0.54,NA,0.34,NA,0.12,NA,1.81,NA,7.27,NA,chris-boswell,NumberFire,11936,CIN,NA,NA,NA,NA,NA,NA,NA,NA,3.28,11.26,#8,24,7.25,7.25,7.25
Mike Badgley,K,DET,NA,1.26,1.4,0.02,NA,0.26,NA,0.54,NA,0.32,NA,0.11,NA,2.77,NA,7.07,NA,mike-badgley,NumberFire,13980,NYG,NA,NA,NA,NA,NA,NA,NA,NA,3.73,10.41,#20,25,7.06,7.06,7.06
Matt Prater,K,ARI,NA,1.53,1.84,0.02,NA,0.51,NA,0.35,NA,0.48,NA,0.17,NA,1.6,NA,7.01,NA,matt-prater,NumberFire,8930,SF,NA,NA,NA,NA,NA,NA,NA,NA,3.13,10.89,#10,26,7.01,7.01,7.01
Josh Lambo,K,TEN,NA,1.5,1.72,0,NA,0.52,NA,0.57,NA,0.33,NA,0.07,NA,1.94,NA,6.87,NA,josh-lambo,NumberFire,12417,GB,NA,NA,NA,NA,NA,NA,NA,NA,3.51,10.23,#16,27,6.88,6.88,6.88
Eddy Pineiro,K,CAR,NA,1.41,1.76,0,NA,0.39,NA,0.35,NA,0.53,NA,0.15,NA,1.61,NA,6.71,NA,eddy-pineiro,NumberFire,13719,BAL,NA,NA,NA,NA,NA,NA,NA,NA,2.86,10.56,#19,28,6.7,6.7,6.7
Robbie Gould,K,SF,NA,NA,NA,0.11,NA,0.48,NA,0.47,NA,0.53,NA,NA,NA,3.02,NA,7.79,NA,2506264,NFL,8153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,NA,NA,0.02,NA,0.48,NA,0.54,NA,0.51,NA,NA,NA,2.84,NA,7.49,NA,2536340,NFL,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,NA,NA,0.05,NA,0.48,NA,0.68,NA,0.49,NA,NA,NA,2.34,NA,7.44,NA,2561534,NFL,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,NA,NA,0.01,NA,0.48,NA,0.49,NA,0.48,NA,NA,NA,2.61,NA,6.99,NA,2507232,NFL,8742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.43,NA,NA,NA,2.73,NA,6.99,NA,2559205,NFL,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Badgley,K,DET,NA,NA,NA,0.07,NA,0.48,NA,0.5,NA,0.36,NA,NA,NA,2.6,NA,6.83,NA,2560965,NFL,13980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.47,NA,NA,NA,2.36,NA,6.74,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,0.05,NA,0.48,NA,0.53,NA,0.45,NA,NA,NA,2.19,NA,6.72,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,NA,NA,NA,NA,0.47,NA,0.66,NA,0.45,NA,NA,NA,1.98,NA,6.72,NA,2540243,NFL,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,NA,NA,0.02,NA,0.48,NA,0.49,NA,0.41,NA,NA,NA,2.49,NA,6.69,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,NA,NA,NA,NA,0.48,NA,0.65,NA,0.42,NA,NA,NA,2.03,NA,6.68,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,NA,NA,0.05,NA,0.48,NA,0.44,NA,0.44,NA,NA,NA,2.43,NA,6.66,NA,2567487,NFL,15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,NA,NA,NA,NA,0.48,NA,0.47,NA,0.39,NA,NA,NA,2.63,NA,6.65,NA,2563596,NFL,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.43,NA,NA,NA,2.27,NA,6.53,NA,71309,NFL,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,NA,NA,NA,NA,0.5,NA,0.55,NA,0.46,NA,NA,NA,1.98,NA,6.51,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,NA,NA,0.1,NA,0.48,NA,0.51,NA,0.43,NA,NA,NA,1.89,NA,6.45,NA,2506677,NFL,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,0.04,NA,0.48,NA,0.5,NA,0.43,NA,NA,NA,2.02,NA,6.37,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,LAC,NA,NA,NA,0.05,NA,0.48,NA,0.53,NA,0.42,NA,NA,NA,1.88,NA,6.32,NA,2539227,NFL,11387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,NA,NA,0.02,NA,0.48,NA,0.49,NA,0.39,NA,NA,NA,2.13,NA,6.27,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Lambo,K,TEN,NA,NA,NA,0.06,NA,0.48,NA,0.54,NA,0.35,NA,NA,NA,1.84,NA,6.13,NA,2553833,NFL,12417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,NA,NA,NA,NA,0.48,NA,0.5,NA,0.4,NA,NA,NA,1.98,NA,6.12,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,NA,NA,NA,NA,0.48,NA,0.57,NA,0.5,NA,NA,NA,1.46,NA,6.11,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.4,NA,NA,NA,1.93,NA,6.1,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LA,NA,NA,NA,0.05,NA,0.48,NA,0.51,NA,0.38,NA,NA,NA,1.71,NA,5.97,NA,2562271,NFL,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Wright,K,PIT,NA,NA,NA,0.02,NA,0.48,NA,0.41,NA,0.44,NA,NA,NA,1.74,NA,5.79,NA,2562968,NFL,14426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,NA,NA,NA,NA,0.48,NA,0.61,NA,0.42,NA,NA,NA,1.22,NA,5.75,NA,2560842,NFL,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,NA,NA,0.02,NA,0.48,NA,0.45,NA,0.38,NA,NA,NA,1.72,NA,5.71,NA,2534797,NFL,10868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,0.06,NA,0.47,NA,0.61,NA,0.48,NA,NA,NA,0.71,NA,5.57,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,NA,NA,1.079166447,1.090067118,NA,NA,NA,NA,NA,NA,0.533401986,0.659501108,0.235284297,0.350753774,2.428638314,2.481250263,NA,NA,15683,ESPN,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,NA,NA,1.023422235,1.048996937,NA,NA,NA,NA,NA,NA,0.501134807,0.634653253,0.219946796,0.337538513,2.527636485,2.633997707,NA,NA,4360234,ESPN,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,NA,NA,1.055415461,1.074306384,NA,NA,NA,NA,NA,NA,0.517642899,0.649965712,0.227602721,0.345682401,2.85839631,2.95772958,NA,NA,4249087,ESPN,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,NA,NA,0.99882733,1.009087758,NA,NA,NA,NA,NA,NA,0.490745704,0.610507815,0.216193533,0.324696831,2.731139979,2.804528957,NA,NA,3051909,ESPN,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,NA,NA,0.953772752,0.979783269,NA,NA,NA,NA,NA,NA,0.466784937,0.592778317,0.204751323,0.315267449,2.829088412,2.954807228,NA,NA,16339,ESPN,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NA,NA,1.001562385,1.011679177,NA,NA,NA,NA,NA,NA,0.492233178,0.612075648,0.216869571,0.325530679,2.151467346,2.20843804,NA,NA,10621,ESPN,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,NA,NA,0.912203191,0.957081765,NA,NA,NA,NA,NA,NA,0.444189593,0.579043688,0.193742106,0.307962726,2.969106051,3.16836806,NA,NA,3917232,ESPN,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
