player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Robbie Anderson,WR,CAR,NA,4.2,4.2,49.4,NA,NA,0.3,0.3,1.3,NA,0,0,6.85,NA,12361,FleaFlicker,12930,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR77,0.3,50.7,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,NE,NA,4.6,4.6,52.3,NA,NA,0.2,0.2,1,NA,0,0.1,6.29,NA,14949,FleaFlicker,14127,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR58,0.2,53.3,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,JAC,NA,3.8,3.8,45.9,NA,NA,0.3,0,0,NA,0,0,6.21,NA,8429,FleaFlicker,10738,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR80,0.3,46,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,NYG,NA,4.2,4.2,46.6,NA,NA,0.2,0.1,0.7,NA,0,0,6.21,NA,12058,FleaFlicker,12658,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR94,0.2,47.3,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,BUF,NA,2.9,2.9,31.6,NA,NA,0.2,0.7,5.1,NA,0.2,0,6.17,NA,13080,FleaFlicker,13313,TENMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR59,0.4,36.7,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecole Hardman,WR,KC,NA,3.5,3.5,41.8,NA,NA,0.2,0.5,4.4,NA,0,0,5.98,NA,14725,FleaFlicker,14113,LACW 27-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.98,WR71,0.2,46.2,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,3.8,3.8,46.3,NA,NA,0.2,0,0,NA,0,0,5.93,NA,11170,FleaFlicker,12176,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR57,0.2,46.4,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,IND,NA,3.4,3.4,43.6,NA,NA,0.2,0.1,0.4,NA,0,0,5.82,NA,14692,FleaFlicker,14112,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR72,0.2,44,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,3.6,3.6,46.3,NA,NA,0.2,0,0,NA,0,0,5.69,NA,16281,FleaFlicker,15290,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR61,0.2,46.3,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,4.1,4.1,44.6,NA,NA,0.2,0.2,1.2,NA,0,0,5.54,NA,14935,FleaFlicker,14108,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0.2,45.8,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,3.5,3.5,41.8,NA,NA,0.2,0.1,0.8,NA,0,0,5.5,NA,12051,FleaFlicker,12650,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR43,0.2,42.5,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corey Davis,WR,NYJ,NA,3.4,3.4,45.2,NA,NA,0.2,0,0,NA,0,0,5.48,NA,12913,FleaFlicker,13153,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR76,0.2,45.2,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,3.9,3.9,42.8,NA,NA,0.2,0.1,0.6,NA,0,0,5.42,NA,12937,FleaFlicker,13176,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR82,0.2,43.4,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Golladay,WR,NYG,NA,3.2,3.2,43.1,NA,NA,0.2,0,0,NA,0,0,5.37,NA,12963,FleaFlicker,13277,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR66,0.2,43.1,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,3.2,3.2,44.6,NA,NA,0.1,0,0,NA,0,0,5.24,NA,15642,FleaFlicker,14857,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR81,0.1,44.6,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,3.1,3.1,39.7,NA,NA,0.2,0.2,1.2,NA,0,0,5.11,NA,16803,FleaFlicker,15752,@BUFMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR46,0.2,40.9,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Green,WR,ARI,NA,2.9,2.9,39.8,NA,NA,0.2,0,0,NA,0,0,5.04,NA,7369,FleaFlicker,10261,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR83,0.2,39.8,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Dulin,WR,IND,NA,3,3,38.1,NA,NA,0.2,0.2,1.1,NA,0,0,5.04,NA,15035,FleaFlicker,14315,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.2,39.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,3,3,39.5,NA,NA,0.2,0,0.3,NA,0,0,5,NA,16824,FleaFlicker,15754,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR47,0.2,39.7,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,3.1,3.1,36.2,NA,NA,0.2,0,0.2,NA,0,0,4.94,NA,15695,FleaFlicker,14977,@PHIMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR62,0.2,36.4,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Carter,WR,LAC,NA,2.8,2.8,33.1,NA,NA,0.2,0.1,1.3,NA,0,0,4.82,NA,11603,FleaFlicker,12394,@KCL 24-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.82,NA,0.2,34.4,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,3.2,3.2,38.4,NA,NA,0.2,0,0.2,NA,0,0,4.82,NA,16859,FleaFlicker,15762,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR52,0.2,38.6,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,NYG,NA,2.9,2.9,36.7,NA,NA,0.2,0.2,0.9,NA,0,0,4.78,NA,14009,FleaFlicker,13724,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.2,37.6,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,BAL,NA,2.8,2.8,31.5,NA,NA,0.2,0.4,2.5,NA,0,0,4.66,NA,15557,FleaFlicker,14847,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR100,0.2,34,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,3,3,36.4,NA,NA,0.2,0.1,0.6,NA,0,0,4.6,NA,16798,FleaFlicker,15753,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR55,0.2,37.1,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,2.5,2.5,30.8,NA,NA,0.2,0,0.1,NA,0,0,4.39,NA,15751,FleaFlicker,14860,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.2,30.9,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,GB,NA,2.5,2.5,30.7,NA,NA,0.2,0.1,0.3,NA,0,0,4.3,NA,7401,FleaFlicker,10308,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR90,0.2,31,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,2.6,2.6,32.6,NA,NA,0.2,0.1,0.8,NA,0,0,4.28,NA,13915,FleaFlicker,13652,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR93,0.2,33.4,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LAR,NA,2.5,2.5,30.2,NA,NA,0.2,0,0.1,NA,0,0,4.27,NA,16526,FleaFlicker,15491,ATLSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.2,30.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,DAL,NA,3.1,3.1,35.6,NA,NA,0.1,0,0.1,NA,0,0,4.22,NA,13120,FleaFlicker,13172,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR107,0.1,35.7,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,NE,NA,2.4,2.4,30.9,NA,NA,0.2,0.1,0.5,NA,0,0,4.1,NA,11178,FleaFlicker,12181,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR92,0.2,31.4,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,2.2,2.2,28.4,NA,NA,0.2,0.1,0.9,NA,0,0,4.01,NA,16941,FleaFlicker,15779,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR69,0.2,29.3,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sammy Watkins,WR,GB,NA,2.3,2.3,30.4,NA,NA,0.2,0,0.1,NA,0,0,3.95,NA,10256,FleaFlicker,11670,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR86,0.2,30.5,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,NYJ,NA,2.5,2.5,26.4,NA,NA,0.1,0.4,2.7,NA,0.1,0,3.81,NA,13909,FleaFlicker,13638,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR99,0.2,29.1,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,2.5,2.5,29.3,NA,NA,0.1,0,0,NA,0,0,3.81,NA,16192,FleaFlicker,15109,@BUFMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR88,0.1,29.3,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dante Pettis,WR,CHI,NA,1.9,1.9,27.4,NA,NA,0.2,0,0.1,NA,0,0,3.71,NA,13816,FleaFlicker,13634,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.2,27.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,2.2,2.2,29.8,NA,NA,0.1,0,0,NA,0,0,3.62,NA,13029,FleaFlicker,13168,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR101,0.1,29.9,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,ATL,NA,2.4,2.4,30.4,NA,NA,0.1,0.1,0.3,NA,0,0,3.61,NA,15107,FleaFlicker,14592,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,30.7,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,2.3,2.3,28.6,NA,NA,0.1,0,0.4,NA,0,0,3.6,NA,16488,FleaFlicker,15298,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0.1,29,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dennis Houston,WR,DAL,NA,2.3,2.3,28.1,NA,NA,0.1,0,0.1,NA,0,0,3.51,NA,17406,FleaFlicker,15983,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,28.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,1.8,1.8,22.4,NA,NA,0.1,0.3,2.9,NA,0,0,3.5,NA,13364,FleaFlicker,13418,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR84,0.2,25.3,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,2,2,25.9,NA,NA,0.1,0.1,0.8,NA,0,0,3.45,NA,16896,FleaFlicker,15789,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR65,0.1,26.7,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,LV,NA,1.8,1.8,23.7,NA,NA,0.2,0,0,NA,0,0,3.43,NA,13008,FleaFlicker,13289,ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR104,0.2,23.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamison Crowder,WR,BUF,NA,2.4,2.4,25.3,NA,NA,0.1,0.2,1.1,NA,0,0,3.42,NA,11398,FleaFlicker,12184,TENMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR87,0.1,26.4,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryan Edwards,WR,ATL,NA,1.9,1.9,26.8,NA,NA,0.1,0,0.1,NA,0,0,3.4,NA,15577,FleaFlicker,14844,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR102,0.1,26.9,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equanimeous St.,WR,WR,NA,2.1,2.1,27.9,NA,NA,0.1,0,0.2,NA,0,0,3.33,NA,13949,FleaFlicker,13637,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,28.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,HOU,NA,2,2,21,NA,NA,0.2,0,0,NA,0,0,3.3,NA,15729,FleaFlicker,14864,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.2,21,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,NYG,NA,1.8,1.8,21.7,NA,NA,0.1,0.6,3.4,NA,0,0,3.27,NA,16251,FleaFlicker,15289,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR42,0.1,25.1,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keke Coutee,WR,IND,NA,1.6,1.6,21.4,NA,NA,0.2,0.1,0.6,NA,0,0,3.22,NA,13903,FleaFlicker,13662,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.2,22,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breshad Perriman,WR,TB,NA,1.5,1.5,22.3,NA,NA,0.1,0.1,0.7,NA,0,0,2.96,NA,11156,FleaFlicker,12197,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,23.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,1.8,1.8,22,NA,NA,0.1,0,0,NA,0,0,2.74,NA,15667,FleaFlicker,14992,MINMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.1,22,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,BAL,NA,1.8,1.8,20.6,NA,NA,0.1,0,0,NA,0,0,2.72,NA,12106,FleaFlicker,12785,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,20.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,TB,NA,1.3,1.3,15.9,NA,NA,0.1,0,3.6,NA,0,0,2.68,NA,14849,FleaFlicker,14280,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,19.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,CHI,NA,1.7,1.7,21.7,NA,NA,0.1,0,0,NA,0,0,2.65,NA,14328,FleaFlicker,13863,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR96,0.1,21.7,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,HOU,NA,1.7,1.7,19.2,NA,NA,0.1,0,0,NA,0,0,2.4,NA,12153,FleaFlicker,12773,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,19.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Strachan,WR,IND,NA,1.4,1.4,18.2,NA,NA,0.1,0,0,NA,0,0,2.36,NA,16620,FleaFlicker,15478,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,18.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,1.5,1.5,18.1,NA,NA,0.1,0.1,0.6,NA,0,0,2.35,NA,16863,FleaFlicker,15758,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR85,0.1,18.7,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SEA,NA,1.5,1.5,20.4,NA,NA,0.1,0,0.1,NA,0,0,2.34,NA,9337,FleaFlicker,11239,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,20.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrie Cleveland,WR,DEN,NA,1.2,1.2,15.3,NA,NA,0.1,0,0,NA,0,0,2.31,NA,15766,FleaFlicker,15027,HOUSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,15.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,1.2,1.2,14.8,NA,NA,0.1,0,0.5,NA,0,0,2.19,NA,12441,FleaFlicker,13066,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,15.3,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quintez Cephus,WR,DET,NA,1,1,14.3,NA,NA,0.1,0,0,NA,0,0,2.15,NA,15703,FleaFlicker,14850,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,14.3,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Schwartz,WR,CLE,NA,1.2,1.2,15.6,NA,NA,0.1,0.2,1.6,NA,0,0,2.14,NA,16298,FleaFlicker,15296,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,17.2,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Conley,WR,HOU,NA,1.3,1.3,16,NA,NA,0.1,0,0.1,NA,0,0,2.08,NA,11217,FleaFlicker,12257,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,16,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,1,1,14,NA,NA,0.1,0,0,NA,0,0,2,NA,16872,FleaFlicker,15788,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR64,0.1,14,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deonte Harty,WR,NO,NA,1.1,1.1,12.8,NA,NA,0.1,0.2,1.4,NA,0,0,1.97,NA,15154,FleaFlicker,14558,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR106,0.1,14.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,1.2,1.2,15.3,NA,NA,0.1,0,0.2,NA,0,0,1.97,NA,16854,FleaFlicker,15766,LACW 27-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.97,WR53,0.1,15.5,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,1.1,1.1,14.6,NA,NA,0.1,0,0,NA,0,0,1.94,NA,14833,FleaFlicker,14122,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,14.6,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Sills,WR,NYG,NA,1.2,1.2,14.2,NA,NA,0.1,0,0,NA,0,0,1.9,NA,14915,FleaFlicker,14110,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,14.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Kumerow,WR,BUF,NA,0.7,0.7,10.4,NA,NA,0.1,0,0,NA,0,0,1.7,NA,7263,FleaFlicker,12443,TENMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.1,10.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,1,1,13.2,NA,NA,0.1,0,0,NA,0,0,1.68,NA,14600,FleaFlicker,13963,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,13.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,SEA,NA,1.1,1.1,12.4,NA,NA,0,0.3,2,NA,0,0,1.68,NA,16324,FleaFlicker,15302,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,14.4,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simi Fehoko,WR,DAL,NA,1.1,1.1,12.6,NA,NA,0.1,0,0.1,NA,0,0,1.68,NA,16469,FleaFlicker,15303,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,12.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Sims,WR,WAS,NA,0.8,0.8,13.4,NA,NA,0.1,0.1,0.2,NA,0,0,1.66,NA,14411,FleaFlicker,13895,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,13.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,NA,7.48,92.88,NA,NA,0.97,0,0,NA,0,NA,15.12,NA,davante-adams,NumberFire,11675,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,23.55,#32,26,1,18.83,8800,2.14,22.59,8600,2.63,18.83,28,0.67,NA,NA
Cooper Kupp,WR,LA,NA,NA,7.56,98.75,NA,NA,0.78,0.56,3.45,NA,0.03,NA,15.12,NA,cooper-kupp,NumberFire,13164,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,23.55,#23,26,1,18.88,9700,1.95,22.66,9900,2.29,18.88,40,0.47,NA,NA
