player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,opp,fg_miss,xp_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Matt Gay,K,LAR,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,10,NA,16578,FFToday,14244,ATL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,17010,FFToday,14983,TEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,16155,FFToday,13718,ARI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,15860,FFToday,13303,MIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,LAC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,13168,FFToday,11387,KC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,16084,FFToday,13898,PHI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,17642,FFToday,15368,DAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Seibert,K,DET,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,16695,FFToday,14258,WAS,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,11256,FFToday,9686,NO,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,12674,FFToday,10976,MIA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,12435,FFToday,10862,BUF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14904,FFToday,12860,DEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3188,FFToday,8851,PIT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,11369,FFToday,9694,CAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14905,FFToday,13403,LAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,13253,FFToday,13909,CIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14584,FFToday,12437,SF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,17860,FFToday,15369,IND,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16055,FFToday,13719,NYG,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3192,FFToday,8930,LV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ammendola,K,KC,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,NA,17767,FFToday,15523,LAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,14392,FFToday,11945,GB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,3189,FFToday,8742,CHI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,3177,FFToday,8153,SEA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,16763,FFToday,14600,DET,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,18258,FFToday,15882,NYJ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,16208,FFToday,13832,BAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,12445,FFToday,10868,CLE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodrigo Blankenship,K,IND,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,17258,FFToday,14912,JAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,12.24,NA,4780,FleaFlicker,8851,@PITSun 1:00 PM,NA,NA,0,K10,2/1,2/2,58%,NA,NA,NA,NA,NA,NA,NA,NA
OUTAldrick Rosas,K,DET,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,11,NA,12578,FleaFlicker,13241,WASSun 1:00 PM,NA,NA,6,NA,3/3,2/2,0%,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LAR,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,10.88,NA,14848,FleaFlicker,14244,ATLSun 4:05 PM,NA,NA,7,K3,2/2,2/2,93%,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,10.75,NA,6293,FleaFlicker,9686,@NOSun 1:00 PM,NA,NA,1,K8,2/1,2/2,88%,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,10.58,NA,2882,FleaFlicker,8153,SEASun 4:05 PM,NA,NA,9,K14,2/2,2/2,33%,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,10.51,NA,15412,FleaFlicker,14717,@JACSun 1:00 PM,NA,NA,4,NA,2/1,2/2,4%,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.37,NA,8663,FleaFlicker,10976,MIASun 1:00 PM,NA,NA,0,K1,2/2,2/2,98%,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,10.26,NA,14337,FleaFlicker,13898,@PHIMon 8:30 PM,NA,NA,7,K18,2/1,2/2,45%,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.23,NA,15366,FleaFlicker,14600,@DETSun 1:00 PM,NA,NA,4,NA,2/2,2/2,8%,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,10.12,NA,10779,FleaFlicker,11936,NESun 1:00 PM,NA,NA,9,K20,2/2,2/2,42%,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10.01,NA,11124,FleaFlicker,12437,@SFSun 4:05 PM,NA,NA,1,NA,2/1,2/2,8%,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10.01,NA,13977,FleaFlicker,13832,@BALSun 1:00 PM,NA,NA,1,K12,2/1,2/2,48%,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,9.94,NA,15626,FleaFlicker,14983,TENMon 7:15 PM,NA,NA,7,K2,2/2,2/2,94%,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,9.92,NA,9754,FleaFlicker,11947,HOUSun 4:25 PM,NA,NA,9,K11,2/1,2/2,55%,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,9.71,NA,10888,FleaFlicker,11945,@GBSun 8:20 PM,NA,NA,4,NA,2/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,9.49,NA,4221,FleaFlicker,8930,@LVSun 4:25 PM,NA,NA,3,K7,2/2,2/2,71%,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.4,NA,13947,FleaFlicker,13718,ARISun 4:25 PM,NA,NA,6,K4,2/2,2/2,93%,NA,NA,NA,NA,NA,NA,NA,NA
Austin Seibert,K,DET,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.3,NA,14847,FleaFlicker,14258,WASSun 1:00 PM,NA,NA,6,NA,2/1,2/2,3%,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.24,NA,13035,FleaFlicker,13303,MINMon 8:30 PM,NA,NA,7,K17,2/2,2/2,28%,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.07,NA,10038,FleaFlicker,13909,CINSun 4:25 PM,NA,NA,9,NA,2/1,2/2,5%,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.06,NA,8478,FleaFlicker,10862,@BUFMon 7:15 PM,NA,NA,6,NA,2/1,2/2,8%,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.01,NA,12611,FleaFlicker,12956,TBSun 1:00 PM,NA,NA,4,K13,2/2,2/2,22%,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,8.97,NA,4715,FleaFlicker,8742,CHISun 8:20 PM,NA,NA,4,K21,2/1,2/2,14%,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.96,NA,13324,FleaFlicker,13403,@LARSun 4:05 PM,NA,NA,4,K16,2/1,1/1,73%,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.9,NA,6304,FleaFlicker,9694,CARSun 1:00 PM,NA,NA,9,NA,2/2,1/1,9%,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.87,NA,16587,FleaFlicker,15369,INDSun 1:00 PM,NA,NA,1,NA,2/1,1/1,4%,NA,NA,NA,NA,NA,NA,NA,NA
James McCourt,K,JAC,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.8,NA,17122,FleaFlicker,16002,INDSun 1:00 PM,NA,NA,1,NA,2/2,1/1,1%,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.77,NA,13986,FleaFlicker,13719,@NYGSun 1:00 PM,NA,NA,3,NA,2/1,1/1,2%,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,8.3,NA,16457,FleaFlicker,15368,@DALSun 4:25 PM,NA,NA,0,K5,2/2,2/2,91%,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,8.08,NA,16929,FleaFlicker,15882,NYJSun 1:00 PM,NA,NA,9,NA,2/2,2/2,35%,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,7.83,NA,12347,FleaFlicker,12860,@DENSun 4:25 PM,NA,NA,6,NA,2/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ammendola,K,KC,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,6.71,NA,16225,FleaFlicker,15523,LACW 27-24,NA,NA,8,NA,1/1,2/2,1%,6.71,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,LAC,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,6.41,NA,9416,FleaFlicker,11387,@KCL 24-27,NA,NA,8,K15,1/1,2/2,30%,6.41,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,5.81,NA,8608,FleaFlicker,10868,@CLESun 1:00 PM,NA,NA,0,K19,1/1,1/1,17%,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2.16,2.38,0.02,NA,0.61,NA,0.65,NA,0.67,NA,0.26,NA,2.3,NA,10.12,NA,daniel-carlson,NumberFire,13718,ARI,NA,NA,NA,NA,NA,NA,NA,NA,5.3,14.94,#32,1,10.12,10.12,10.12
Matt Gay,K,LA,NA,1.93,2.07,0.02,NA,0.75,NA,0.54,NA,0.52,NA,0.08,NA,3.42,NA,9.84,NA,matt-gay,NumberFire,14244,ATL,NA,NA,NA,NA,NA,NA,NA,NA,5.48,14.2,#23,2,9.83,9.83,9.83
Evan McPherson,K,CIN,NA,2.18,2.74,0,NA,0.63,NA,0.68,NA,0.57,NA,0.26,NA,2.21,NA,9.71,NA,evan-mcpherson,NumberFire,15368,DAL,NA,NA,NA,NA,NA,NA,NA,NA,3.45,15.97,#11,3,9.72,9.72,9.72
Brandon McManus,K,DEN,NA,1.89,2.4,0.09,NA,0.5,NA,0.56,NA,0.43,NA,0.27,NA,3,NA,9.54,NA,brandon-mcmanus,NumberFire,11947,HOU,NA,NA,NA,NA,NA,NA,NA,NA,4.58,14.5,#14,4,9.52,9.52,9.52
Tyler Bass,K,BUF,NA,1.86,2.15,0.04,NA,0.53,NA,0.55,NA,0.67,NA,0.02,NA,3.14,NA,9.3,NA,tyler-bass,NumberFire,14983,TEN,NA,NA,NA,NA,NA,NA,NA,NA,5.25,13.35,#13,5,9.28,9.28,9.28
Justin Tucker,K,BAL,NA,2.09,2.5,0.05,NA,0.6,NA,0.89,NA,0.42,NA,0.1,NA,2.49,NA,9.29,NA,justin-tucker,NumberFire,10976,MIA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,15.14,#4,6,9.29,9.29,9.29
Robbie Gould,K,SF,NA,1.91,2.16,0.02,NA,0.6,NA,0.6,NA,0.67,NA,0.07,NA,2.32,NA,9.04,NA,robbie-gould,NumberFire,8153,SEA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,13.2,#25,7,9.01,9.01,9.01
Joey Slye,K,WSH,NA,1.77,2.08,0.02,NA,0.51,NA,0.49,NA,0.66,NA,0.14,NA,2.6,NA,8.99,NA,joey-slye,NumberFire,14600,DET,NA,NA,NA,NA,NA,NA,NA,NA,4.62,13.36,#31,8,9,9,9
Jake Elliott,K,PHI,NA,1.89,2.28,0.02,NA,0.57,NA,0.73,NA,0.5,NA,0.16,NA,2.21,NA,8.93,NA,jake-elliott,NumberFire,13303,MIN,NA,NA,NA,NA,NA,NA,NA,NA,4.97,12.89,#8,9,8.97,8.97,8.97
Nick Folk,K,NE,NA,1.94,2.34,0.02,NA,0.66,NA,0.54,NA,0.46,NA,0.24,NA,2.11,NA,8.82,NA,nick-folk,NumberFire,8851,PIT,NA,NA,NA,NA,NA,NA,NA,NA,4.85,12.79,#6,10,8.81,8.81,8.81
Austin Seibert,K,DET,NA,1.81,2.14,0.02,NA,0.61,NA,0.62,NA,0.4,NA,0.23,NA,2.27,NA,8.78,NA,austin-seibert,NumberFire,14258,WSH,NA,NA,NA,NA,NA,NA,NA,NA,4.69,12.87,#15,11,8.77,8.77,8.77
Mason Crosby,K,GB,NA,1.62,2.25,0.06,NA,0.56,NA,0.45,NA,0.36,NA,0.17,NA,3.05,NA,8.6,NA,mason-crosby,NumberFire,8742,CHI,NA,NA,NA,NA,NA,NA,NA,NA,3.86,13.34,#3,12,8.55,8.55,8.55
Greg Joseph,K,MIN,NA,1.83,2.18,0.02,NA,0.61,NA,0.61,NA,0.45,NA,0.16,NA,2.29,NA,8.57,NA,greg-joseph,NumberFire,13898,PHI,NA,NA,NA,NA,NA,NA,NA,NA,4.74,12.4,#30,13,8.61,8.61,8.61
Chris Boswell,K,PIT,NA,1.93,2.21,0.02,NA,0.45,NA,0.63,NA,0.53,NA,0.36,NA,1.26,NA,8.5,NA,chris-boswell,NumberFire,11936,NE,NA,NA,NA,NA,NA,NA,NA,NA,3.94,13.06,#24,14,8.48,8.48,8.48
Younghoe Koo,K,ATL,NA,1.93,2.13,0,NA,0.63,NA,0.66,NA,0.4,NA,0.24,NA,1.7,NA,8.35,NA,younghoe-koo,NumberFire,13403,LA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,13.43,#29,15,8.37,8.37,8.37
Ryan Succop,K,TB,NA,1.57,1.98,0,NA,0.61,NA,0.39,NA,0.39,NA,0.21,NA,2.71,NA,8.32,NA,ryan-succop,NumberFire,9686,NO,NA,NA,NA,NA,NA,NA,NA,NA,4.49,12.15,#19,16,8.32,8.32,8.32
Dustin Hopkins,K,LAC,NA,1.49,1.77,0.02,NA,0.53,NA,0.36,NA,0.5,NA,0.14,NA,2.84,NA,8.26,NA,dustin-hopkins,NumberFire,11387,KC,NA,NA,NA,NA,NA,NA,NA,NA,4.55,11.97,#20,17,8.27,8.27,8.27
Chase McLaughlin,K,IND,NA,1.3,1.8,0.05,NA,0.41,NA,0.35,NA,0.43,NA,0.1,NA,3.51,NA,8.19,NA,chase-mclaughlin,NumberFire,14717,JAC,NA,NA,NA,NA,NA,NA,NA,NA,5.17,11.21,#28,18,8.16,8.16,8.16
Graham Gano,K,NYG,NA,1.74,1.88,0.05,NA,0.4,NA,0.73,NA,0.36,NA,0.31,NA,1.68,NA,8.17,NA,graham-gano,NumberFire,9694,CAR,NA,NA,NA,NA,NA,NA,NA,NA,3.61,12.73,#18,19,8.21,8.21,8.21
Riley Patterson,K,JAC,NA,1.82,2.21,0.05,NA,0.58,NA,0.68,NA,0.53,NA,0.08,NA,1.65,NA,8.13,NA,riley-patterson,NumberFire,15369,IND,NA,NA,NA,NA,NA,NA,NA,NA,2.6,13.66,#10,20,8.1,8.1,8.1
Cade York,K,CLE,NA,1.68,2.04,0,NA,0.38,NA,0.57,NA,0.47,NA,0.24,NA,2.12,NA,8.06,NA,cade-york,NumberFire,15882,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,4.02,12.1,#15,21,8.05,8.05,8.05
Jason Sanders,K,MIA,NA,1.62,2.32,0,NA,0.43,NA,0.45,NA,0.55,NA,0.15,NA,2.21,NA,7.79,NA,jason-sanders,NumberFire,13832,BAL,NA,NA,NA,NA,NA,NA,NA,NA,1.97,13.61,#5,22,7.8,7.8,7.8
Matt Prater,K,ARI,NA,1.51,1.92,0.02,NA,0.64,NA,0.44,NA,0.4,NA,0.06,NA,2.58,NA,7.79,NA,matt-prater,NumberFire,8930,LV,NA,NA,NA,NA,NA,NA,NA,NA,4.04,11.54,#27,22,7.78,7.78,7.78
Eddy Pineiro,K,CAR,NA,1.67,1.84,0.02,NA,0.52,NA,0.44,NA,0.44,NA,0.22,NA,1.84,NA,7.6,NA,eddy-pineiro,NumberFire,13719,NYG,NA,NA,NA,NA,NA,NA,NA,NA,3.71,11.49,#21,24,7.64,7.64,7.64
Wil Lutz,K,NO,NA,1.64,2.02,0.04,NA,0.45,NA,0.66,NA,0.4,NA,0.14,NA,1.75,NA,7.5,NA,wil-lutz,NumberFire,12956,TB,NA,NA,NA,NA,NA,NA,NA,NA,4.07,10.93,#1,25,7.5,7.5,7.5
Cairo Santos,K,CHI,NA,1.48,1.68,0.04,NA,0.34,NA,0.43,NA,0.48,NA,0.29,NA,1.58,NA,7.4,NA,cairo-santos,NumberFire,11945,GB,NA,NA,NA,NA,NA,NA,NA,NA,3.83,10.97,#26,26,7.38,7.38,7.38
Matt Ammendola,K,KC,NA,1.2,1.78,0.02,NA,0.36,NA,0.53,NA,0.27,NA,0.06,NA,3.22,NA,7.33,NA,matt-ammendola,NumberFire,15523,LAC,NA,NA,NA,NA,NA,NA,NA,NA,3.57,11.09,#7,27,7.33,7.33,7.33
Greg Zuerlein,K,NYJ,NA,1.66,1.92,0,NA,0.45,NA,0.47,NA,0.68,NA,0.02,NA,1.74,NA,7.33,NA,greg-zuerlein,NumberFire,10868,CLE,NA,NA,NA,NA,NA,NA,NA,NA,2.65,12.01,#22,27,7.32,7.32,7.32
Ka'imi Fairbairn,K,HOU,NA,1.47,1.73,0,NA,0.38,NA,0.48,NA,0.43,NA,0.16,NA,2.2,NA,7.31,NA,ka-imi-fairbairn,NumberFire,12860,DEN,NA,NA,NA,NA,NA,NA,NA,NA,1.88,12.74,#17,29,7.3,7.3,7.3
Brett Maher,K,DAL,NA,1.22,1.55,0.02,NA,0.38,NA,0.3,NA,0.43,NA,0.09,NA,3.03,NA,7.3,NA,brett-maher,NumberFire,13909,CIN,NA,NA,NA,NA,NA,NA,NA,NA,3.34,11.26,#9,30,7.3,7.3,7.3
Randy Bullock,K,TEN,NA,1.57,2.03,0.04,NA,0.47,NA,0.47,NA,0.45,NA,0.13,NA,1.67,NA,7.08,NA,randy-bullock,NumberFire,10862,BUF,NA,NA,NA,NA,NA,NA,NA,NA,2.8,11.36,#2,31,7.06,7.06,7.06
Jason Myers,K,SEA,NA,1.21,1.57,0.02,NA,0.35,NA,0.49,NA,0.27,NA,0.08,NA,1.97,NA,6.02,NA,jason-myers,NumberFire,12437,SF,NA,NA,NA,NA,NA,NA,NA,NA,3.1,8.94,#12,32,6.03,6.03,6.03
Austin Seibert,K,DET,NA,NA,NA,NA,NA,0.48,NA,0.68,NA,0.68,NA,NA,NA,2.48,NA,8,NA,2562729,NFL,14258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,NA,NA,NA,NA,0.48,NA,0.56,NA,0.43,NA,NA,NA,3.16,NA,7.57,NA,2550545,NFL,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,NA,NA,0.03,NA,0.48,NA,0.47,NA,0.54,NA,NA,NA,2.93,NA,7.49,NA,2506264,NFL,8153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,NA,NA,NA,NA,0.47,NA,0.7,NA,0.5,NA,NA,NA,2.47,NA,7.48,NA,2540243,NFL,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,NA,NA,NA,NA,0.48,NA,0.55,NA,0.51,NA,NA,NA,2.62,NA,7.24,NA,2536340,NFL,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,NA,NA,NA,NA,0.48,NA,0.48,NA,0.49,NA,NA,NA,2.81,NA,7.16,NA,2507232,NFL,8742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.45,NA,NA,NA,2.8,NA,7.12,NA,89802,NFL,9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
