data_src,id,src_id,player,team,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,site_pts,rec_tgt,two_pts,fumbles_lost,pos,bye,na,week_3_opp,week_3_fpts,na1,rank_draft,rank_ppr,na2,na3,na4,misc_td,misc_yd,na5,na6,availability_percent_own,tm,...32,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rec_50_yds,rec_100_yds,kick_ret_yds,...43,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,...50,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
NumberFire,12806,andy-janovich,Andy Janovich,CLE,0.96,4.09,0.03,0.45,3.61,0.02,1.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.76,CHI,#15,302,82,1.28,4500,0.28,1.51,1.28,10,0.13,NA
NumberFire,NA,kylin-hill,Kylin Hill,GB,1.69,7.17,0.03,0.05,0.35,0,0.93,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,4.57,SF,#12,309,83,0.94,4600,0.2,0.97,0.94,10,0.09,NA
NumberFire,NA,jaret-patterson,Jaret Patterson,WSH,1.17,4.99,0.03,0.24,1.74,0.01,0.86,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,4.47,BUF,#2,314,84,1.01,4500,0.22,1.14,1.01,10,0.1,NA
NumberFire,12325,michael-burton,Michael Burton,KC,0.51,2.14,0.01,0.49,3.48,0.03,0.81,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.41,LAC,#16,316,85,1.05,4500,0.23,1.29,1.05,10,0.11,NA
NumberFire,13455,patrick-ricard,Patrick Ricard,BAL,0.42,1.8,0.01,0.51,3.43,0.04,0.79,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,4.38,DET,#32,319,86,1.06,4500,0.24,1.32,1.06,10,0.11,NA
NumberFire,14420,alec-ingold,Alec Ingold,LV,0.09,0.38,0,0.64,5.03,0.03,0.74,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,4.31,MIA,#20,322,87,1.04,4500,0.23,1.36,1.04,10,0.1,NA
NumberFire,12628,alex-collins,Alex Collins,SEA,0.51,2.16,0.02,0.4,2.93,0.02,0.74,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,4.31,MIN,#17,322,87,0.93,4800,0.19,1.14,0.93,13,0.07,NA
NumberFire,13326,alex-armah,Alex Armah,NO,0.43,1.79,0.01,0.45,3.9,0.02,0.73,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,4.3,NE,#3,325,89,0.97,4500,0.22,1.2,0.97,10,0.1,NA
NumberFire,12923,c-j-ham-1,C.J. Ham,MIN,0.28,1.19,0.01,0.51,4.16,0.03,0.73,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,4.3,SEA,#21,325,89,1.01,4500,0.22,1.28,1.01,10,0.1,NA
NumberFire,NA,chris-evans,Chris Evans,CIN,0.05,0.23,0,0.73,5.04,0.03,0.72,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,4.29,PIT,#14,327,91,1.07,NA,NA,1.44,1.07,10,0.11,NA
NumberFire,11192,le-veon-bell-1,Le'Veon Bell,BAL,0.7,2.74,0.02,0.22,1.68,0.01,0.6,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.13,DET,#32,333,92,0.73,5000,0.15,0.84,0.73,NA,NA,NA
NumberFire,13239,elijhaa-penny,Elijhaa Penny,NYG,0.53,2.23,0.01,0.28,1.8,0.01,0.57,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.09,ATL,#22,334,93,0.66,4500,0.15,0.8,0.66,NA,NA,NA
NumberFire,15259,rhamondre-stevenson,Rhamondre Stevenson,NE,0.7,2.91,0.02,0.12,0.83,0,0.52,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98,4.02,NO,#4,336,94,0.55,4800,0.11,0.61,0.55,10,0.06,NA
NumberFire,11182,rex-burkhead,Rex Burkhead,HOU,0.5,2.09,0.01,0.23,1.8,0.01,0.52,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98,4.02,CAR,#1,336,94,0.62,4500,0.14,0.74,0.62,10,0.06,NA
NumberFire,13143,jeremy-mcnichols,Jeremy McNichols,TEN,0.3,1.28,0.01,0.36,2.4,0.02,0.51,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,4.01,IND,#25,338,96,0.73,4700,0.16,0.91,0.73,10,0.07,NA
NumberFire,NA,demetric-felton,Demetric Felton,CLE,0.32,1.36,0.01,0.3,2.3,0.02,0.5,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.99,CHI,#15,340,97,0.68,4800,0.14,0.84,0.68,10,0.07,NA
NumberFire,13378,matt-breida,Matt Breida,BUF,0.31,1.42,0.01,0.26,2.15,0.02,0.48,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.97,WSH,#24,342,98,0.65,4600,0.14,0.79,0.65,10,0.07,NA
NumberFire,10932,brandon-bolden,Brandon Bolden,NE,0.37,1.58,0.01,0.11,0.84,0.01,0.34,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.78,NO,#4,349,99,0.42,4500,0.09,0.47,0.42,10,0.04,NA
NumberFire,13136,corey-clement,Corey Clement,DAL,0.05,0.22,0,0.06,0.52,0,0.1,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.26,3.46,PHI,#6,357,100,0.1,4500,0.02,0.13,0.1,10,0.01,NA
NumberFire,13144,elijah-mcguire,Elijah McGuire,KC,0.05,0.2,0,0.06,0.46,0,0.1,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.26,3.46,LAC,#16,357,100,0.1,4500,0.02,0.13,0.1,NA,NA,NA
NumberFire,14801,eno-benjamin,Eno Benjamin,ARI,0.06,0.24,0,0.05,0.38,0,0.09,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.27,3.45,JAC,#27,361,102,0.09,4500,0.02,0.11,0.09,10,0.01,NA
NumberFire,15042,jonathan-ward,Jonathan Ward,ARI,0.06,0.24,0,0.05,0.38,0,0.09,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.27,3.45,JAC,#27,361,102,0.09,4500,0.02,0.11,0.09,10,0.01,NA
NumberFire,14810,ke-shawn-vaughn,Ke'Shawn Vaughn,TB,0.05,0.2,0,0.06,0.39,0,0.09,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.27,3.45,LA,#7,361,102,0.09,4500,0.02,0.12,0.09,10,0.01,NA
NumberFire,13814,boston-scott,Boston Scott,PHI,0.05,0.23,0,0.05,0.43,0,0.09,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.27,3.45,DAL,#19,361,102,0.09,4500,0.02,0.12,0.09,10,0.01,NA
NumberFire,12912,jalen-richard,Jalen Richard,LV,0.06,0.25,0,0.05,0.51,0,0.09,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.27,3.45,MIA,#20,361,102,0.1,4500,0.02,0.13,0.1,10,0.01,NA
NumberFire,10514,nick-bellore,Nick Bellore,SEA,0.05,0.21,0,0.05,0.39,0,0.09,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.27,3.45,MIN,#17,361,102,0.09,4500,0.02,0.11,0.09,10,0.01,NA
NumberFire,10368,taiwan-jones,Taiwan Jones,BUF,0.05,0.23,0,0.05,0.43,0,0.09,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.27,3.45,WSH,#24,361,102,0.09,4500,0.02,0.12,0.09,10,0.01,NA
NumberFire,NA,gary-brightwell,Gary Brightwell,NYG,0.05,0.23,0,0.05,0.31,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,ATL,#22,375,109,0.08,4600,0.02,0.1,0.08,10,0.01,NA
NumberFire,NA,mekhi-sargent,Mekhi Sargent,TEN,0.06,0.26,0,0.05,0.33,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,IND,#25,375,109,0.08,4500,0.02,0.11,0.08,10,0.01,NA
NumberFire,15096,gabe-nabers,Gabe Nabers,LAC,0.05,0.21,0,0.06,0.34,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,KC,#31,375,109,0.09,4500,0.02,0.12,0.09,10,0.01,NA
NumberFire,14830,levante-bellamy,LeVante Bellamy,DEN,0.06,0.27,0,0.05,0.3,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,NYJ,#10,375,109,0.08,4500,0.02,0.11,0.08,10,0.01,NA
NumberFire,14807,joshua-kelley,Joshua Kelley,LAC,0.05,0.21,0,0.06,0.35,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,KC,#31,375,109,0.09,4500,0.02,0.12,0.09,10,0.01,NA
NumberFire,14552,khari-blasingame,Khari Blasingame,TEN,0.06,0.26,0,0.05,0.35,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,IND,#25,375,109,0.09,4500,0.02,0.11,0.09,10,0.01,NA
NumberFire,NA,andrew-beck,Andrew Beck,DEN,0.06,0.27,0,0.05,0.31,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,NYJ,#10,375,109,0.08,4000,0.02,0.11,0.08,10,0.01,NA
NumberFire,14287,cullen-gillaspia,Cullen Gillaspia,NYG,0.05,0.23,0,0.05,0.31,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,ATL,#22,375,109,0.08,4500,0.02,0.1,0.08,10,0.01,NA
NumberFire,14331,d-ernest-johnson,D'Ernest Johnson,CLE,0.06,0.27,0,0.04,0.34,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,CHI,#15,375,109,0.08,4500,0.02,0.1,0.08,10,0.01,NA
NumberFire,14098,damarea-crockett,Damarea Crockett,DEN,0.06,0.27,0,0.05,0.3,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,NYJ,#10,375,109,0.08,4500,0.02,0.11,0.08,10,0.01,NA
NumberFire,13148,dare-ogunbowale,Dare Ogunbowale,JAC,0.05,0.2,0,0.05,0.38,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,ARI,#11,375,109,0.08,4500,0.02,0.11,0.08,10,0.01,NA
NumberFire,13906,jason-cabinda,Jason Cabinda,DET,0.04,0.19,0,0.06,0.38,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,BAL,#26,375,109,0.09,NA,NA,0.12,0.09,10,0.01,NA
NumberFire,13868,mike-boone,Mike Boone,DEN,0.06,0.28,0,0.05,0.29,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,NYJ,#10,375,109,0.08,4500,0.02,0.11,0.08,10,0.01,NA
NumberFire,13452,trey-edmunds-1,Trey Edmunds,PIT,0.05,0.22,0,0.05,0.36,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,CIN,#5,375,109,0.08,4500,0.02,0.11,0.08,NA,NA,NA
NumberFire,13135,wayne-gallman,Wayne Gallman,ATL,0.05,0.22,0,0.05,0.32,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,NYG,#30,375,109,0.08,4500,0.02,0.1,0.08,NA,NA,NA
NumberFire,12823,derek-watt,Derek Watt,PIT,0.05,0.22,0,0.05,0.4,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,CIN,#5,375,109,0.09,4500,0.02,0.11,0.09,10,0.01,NA
NumberFire,12845,dwayne-washington,Dwayne Washington,NO,0.05,0.22,0,0.05,0.4,0,0.08,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.44,NE,#3,375,109,0.09,4500,0.02,0.11,0.09,10,0.01,NA
NumberFire,14824,scottie-phillips,Scottie Phillips,HOU,0.05,0.21,0,0.05,0.3,0,0.07,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.42,CAR,#1,409,126,0.08,4500,0.02,0.1,0.08,10,0.01,NA
NumberFire,14806,la-mical-perine,La'Mical Perine,NYJ,0.05,0.2,0,0.05,0.34,0,0.07,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.42,DEN,#9,409,126,0.08,4600,0.02,0.1,0.08,10,0.01,NA
NumberFire,13611,josh-adams,Josh Adams,NYJ,0.05,0.2,0,0.05,0.34,0,0.07,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.42,DEN,#9,409,126,0.08,4500,0.02,0.1,0.08,10,0.01,NA
NumberFire,13621,kalen-ballage,Kalen Ballage,PIT,0.05,0.2,0,0.05,0.3,0,0.07,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.42,CIN,#5,409,126,0.08,4500,0.02,0.1,0.08,10,0.01,NA
NumberFire,13789,jordan-wilkins,Jordan Wilkins,IND,0.05,0.23,0,0.04,0.3,0,0.07,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.42,TEN,#28,409,126,0.07,4500,0.02,0.09,0.07,10,0.01,NA
NumberFire,13617,royce-freeman,Royce Freeman,CAR,0.06,0.24,0,0.05,0.24,0,0.07,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.42,HOU,#18,409,126,0.07,4500,0.02,0.1,0.07,10,0.01,NA
NumberFire,12635,jonathan-williams,Jonathan Williams,WSH,0.05,0.22,0,0.05,0.35,0,0.07,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.28,3.42,BUF,#2,409,126,0.08,4500,0.02,0.11,0.08,NA,NA,NA
NumberFire,14359,jakob-johnson,Jakob Johnson,NE,0,0,0,0.05,0.3,0,0.04,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.3,3.38,NO,#4,453,133,0.06,4500,0.01,0.08,0.06,10,0.01,NA
NFL,13130,2557997,Christian McCaffrey,CAR,NA,85.33,0.69,4.87,40.5,0.26,23.21,NA,0.03,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,13132,2558019,Alvin Kamara,NO,NA,70.08,0.59,4.62,36.57,0.19,19.95,NA,0.03,0.04,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,13128,2557991,Dalvin Cook,MIN,NA,87.98,0.72,3.25,27.92,0.12,19.74,NA,0.09,0.16,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,13404,2559169,Austin Ekeler,LAC,NA,61.1,0.47,5.21,41.15,0.23,19.62,NA,0.03,0.04,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,14797,2563965,D'Andre Swift,DET,NA,57.3,0.44,4.13,37.77,0.19,17.12,NA,0.01,0.16,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,13364,2558865,Chris Carson,SEA,NA,76.39,0.54,2.95,21.58,0.13,16.71,NA,0.03,0.06,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,12626,2556075,Derrick Henry,TEN,NA,90.36,0.7,1.84,13.24,0.06,16.54,NA,0.03,0.14,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,13131,2557976,Joe Mixon,CIN,NA,73.9,0.46,2.67,20.11,0.11,15.43,NA,NA,0.03,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,13319,2558116,Aaron Jones,GB,NA,65.56,0.49,3.03,24.12,0.09,15.42,NA,NA,0.03,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,12625,2555224,Ezekiel Elliott,DAL,NA,67.07,0.45,3.04,23.98,0.1,15.11,NA,NA,0.17,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,12164,2553439,Mike Davis,ATL,NA,55.86,0.41,3.88,24.45,0.1,14.87,NA,NA,0.05,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,14071,2562502,David Montgomery,CHI,NA,63.63,0.46,2.71,23.87,0.11,14.82,NA,0.03,0.06,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,13610,2561021,Nick Chubb,CLE,NA,72.07,0.58,1.96,18.52,0.09,14.8,NA,NA,0.12,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,14813,2564223,James Robinson,JAX,NA,57.4,0.4,3.07,23.59,0.15,14.55,NA,0.04,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,14802,2564148,Jonathan Taylor,IND,NA,64.36,0.58,2.29,18.01,0.07,14.35,NA,0.01,0.05,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,14081,2562270,Myles Gaskin,MIA,NA,51.65,0.3,3.27,29.37,0.2,14.15,NA,0.01,0.12,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,13129,2557973,Leonard Fournette,TB,NA,47.54,0.36,3.49,26.65,0.11,13.73,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
