data_src,id,src_id,player,team,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,site_pts,rec_tgt,games,two_pts,fumbles_lost,pos,bye,na,week_6_opp,week_6_fpts,na1,rank_draft,rank_ppr,na2,na3,na4,misc_td,misc_yd,na5,na6,availability_percent_own,rush_avg,rec_yds_g,rec_avg,site_fppg,tm,...37,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rec_50_yds,rec_100_yds,kick_ret_yds,...48,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,...55,draftkings_site_points,yahoo_site_points,return_tds
CBS,14811,2815163,Salvon Ahmed,MIA,2.1,7,0.1,1.4,12,0,1.6,2.2,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,12,8.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15462,2870531,Gary Brightwell,NYG,2.7,11.4,0.1,1,9.2,0,1.6,1.2,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,9.2,9.2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14807,2183195,Joshua Kelley,LAC,5.5,18.1,0.1,0.1,0.7,0,1.4,0.1,1,NA,0.1,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.7,7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11660,1824135,Devonta Freeman,BAL,2,10.1,0,0.6,4.4,0,1,0.8,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,4.4,7.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14827,2252786,J.J. Taylor,NE,3.1,11.6,0.1,0.3,1.9,0,1,0.4,1,NA,0.3,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.9,6.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15275,2260647,Chris Evans,CIN,1.8,6.7,0.1,0.5,6.3,0,0.6,0.6,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,6.3,12.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14801,2760832,Eno Benjamin,ARI,2.1,8.8,0.1,0.2,2.3,0,0.6,0.3,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2.3,11.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12806,1983674,Andy Janovich,CLE,0.6,0.3,0.1,0.3,1.9,0,0.6,0.6,1,NA,0,FB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.9,6.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13621,2131476,Kalen Ballage,PIT,3,6.1,0.1,1.4,6.9,0,0.6,2.1,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.9,4.9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14420,2183930,Alec Ingold,LV,0.4,0.5,0,0.3,2,0.1,0.6,0.4,1,NA,0,FB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2,6.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14359,3114047,Jakob Johnson,NE,0.1,0.4,0,0.5,2.1,0.1,0.6,0.6,1,NA,0,FB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.1,4.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15480,2239544,Jake Funk,LAR,1.7,7.1,0.1,0.1,1.3,0,0.6,0.2,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.3,13,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15260,2964701,Jaret Patterson,WAS,1.8,7.4,0.1,0.2,2.1,0,0.6,0.3,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.1,10.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13455,2818911,Patrick Ricard,BAL,0.1,0.1,0,1.3,7,0.1,0.6,1.7,1,NA,0,FB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15259,3125832,Rhamondre Stevenson,NE,1.9,7,0.1,0.1,0.7,0,0.6,0.1,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,0.7,7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15262,2964472,Jermar Jefferson,DET,1.3,5.8,0.1,0.2,1.7,0,0.6,0.2,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.7,8.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13814,2079334,Boston Scott,PHI,1.7,6.2,0.1,0.4,2.6,0,0.6,0.4,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,2.6,6.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12637,2079861,Peyton Barber,LV,1.8,6.1,0.1,0,0.3,0,0.6,0.1,1,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0.3,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13136,2071773,Corey Clement,DAL,1.7,6.4,0.1,0.1,0.7,0,0.4,0.1,1,NA,0.1,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,0.7,7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12626,NA,"Henry, Derrick",NA,23.4,120,1.1,1.6,11,0,19.6,2,NA,NA,0.09,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,BUF,0.7,0.2,0.02,0.03,0,0.2,0.1,0.05,0.02,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14802,NA,"Taylor, Jonathan",NA,16.7,79,0.7,2.7,30,0.1,16,3.4,NA,NA,0.02,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IND,HOU,0.5,0.04,0.09,0,0.02,0.04,0.5,0.1,0.06,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13610,NA,"Chubb, Nick",NA,18,95,0.8,1.4,13,0.05,15.5,2,NA,NA,0.1,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLE,ARI,0.4,0.1,0.09,0.03,0.03,0.08,0.2,0.05,0.03,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13130,NA,"McCaffrey, Christian",NA,16,65,0.6,4.8,42,0.2,15.3,6.2,NA,NA,0.01,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAR,MIN,0.4,0.1,0,0,0.04,0.04,0.7,0.7,0.1,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12625,NA,"Elliott, Ezekiel",NA,17.3,81,0.7,2.9,20,0.2,15.1,4.2,NA,NA,0.1,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAL,@NEP,0.6,0.1,0,0.02,0,0,0.8,0.08,0.04,0.04,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13404,NA,"Ekeler, Austin",NA,12,59,0.4,5.2,46,0.4,15.1,6.4,NA,NA,0.08,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAC,@BAL,0.2,0.1,0,0,0,0,0.9,0.2,0.09,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13131,NA,"Mixon, Joe",NA,20.8,85,0.6,2.5,17,0.1,14.5,3.1,NA,NA,0.04,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,@DET,0.5,0.01,0.01,0.01,0.03,0,0.4,0.07,0.03,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13319,NA,"Jones, Aaron",NA,14,70,0.6,3,21,0.2,14.1,3.9,NA,NA,0.1,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBP,@CHI,0.5,0.05,0.03,0,0,0.06,0.6,0.09,0.04,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14813,NA,"Robinson, James",NA,15.1,74,0.6,3.3,22,0.1,13.6,4.5,NA,NA,0.03,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAC,MIA,0.5,0.06,0,0,0,0,0.3,0.09,0.04,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13128,NA,"Cook, Dalvin",NA,16.9,76,0.6,3.3,26,0.08,13.5,4.3,NA,NA,0.3,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIN,@CAR,0.5,0.03,0.01,0.02,0,0.02,0.4,0.1,0.05,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14852,NA,"Gibson, Antonio",NA,15.2,64,0.7,2.4,22,0.1,13.1,3.2,NA,NA,0.1,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAS,KCC,0.6,0.07,0.01,0.01,0,0,0.2,0.09,0.04,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15254,NA,"Harris, NajeeR",NA,14.7,62,0.4,4.7,32,0.1,12.7,6.6,NA,NA,0.01,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIT,SEA,0.4,0.01,0,0,0,0,1.4,0.1,0.06,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14087,NA,"Henderson, Darrell",NA,15.2,69,0.6,2.2,19,0.04,12.5,3,NA,NA,0.02,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAR,@NYG,0.5,0,0,0.04,0,0,0.3,0.07,0.04,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14223,NA,"Mattison, Alexander",NA,14,70,0.5,3,20,0.09,12.4,4,NA,NA,0.09,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIN,@CAR,0.5,0,0,0,0,0,0.3,0.06,0.03,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14797,NA,"Swift, D'Andre",NA,10.9,42,0.6,4.4,36,0.1,12.1,5.7,NA,NA,0.08,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DET,CIN,0.6,0,0,0,0,0,0.7,0.1,0.07,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11886,NA,"Williams, Damien",NA,13,62,0.6,2.1,17,0.04,11.8,2.9,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,GBP,0.5,0.1,0,0,0,0.02,0.4,0.07,0.03,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14073,NA,"Jacobs, Josh",NA,15.8,64,0.7,2.4,16,0,11.7,3.3,NA,NA,0.06,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LVR,@DEN,0.5,0.2,0.04,0,0,0,0.4,0.06,0.03,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13138,NA,"Hunt, Kareem",NA,9.7,45,0.6,2.9,24,0.1,11.4,3.7,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLE,ARI,0.5,0.06,0.07,0,0,0,0.4,0.09,0.05,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15261,NA,"Hubbard, ChubaR",NA,11,50,0.6,2.8,20,0.1,11.2,3.5,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAR,MIN,0.5,0.1,0,0,0,0,0.3,0.06,0.03,5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13129,NA,"Fournette, Leonard",NA,11.3,50,0.4,4,30,0.1,11.1,5.3,NA,NA,0.01,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBB,@PHI,0.4,0,0.05,0,0,0,0.9,0.1,0.06,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12151,NA,"Gordon, Melvin",NA,13.9,63,0.5,2.4,17,0.03,11,3.1,NA,NA,0.1,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEN,LVR,0.3,0.09,0.04,0,0.01,0.07,0.3,0.07,0.03,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14085,NA,"Pollard, Tony",NA,11,56,0.5,2.2,19,0.06,10.7,3,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAL,@NEP,0.3,0.1,0,0,0.07,0,0.4,0.06,0.03,32,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13364,NA,"Carson, Chris",NA,12.5,56,0.5,2.1,16,0.1,10.5,2.7,NA,NA,0.1,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEA,@PIT,0.3,0.04,0.03,0.08,0,0,0.1,0.06,0.03,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11390,NA,"Murray, Latavius",NA,15,60,0.5,1.1,9,0.03,10.2,1.4,NA,NA,0.01,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,LAC,0.3,0.2,0,0.07,0,0,0.4,0.04,0.02,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14081,NA,"Gaskin, Myles",NA,8,37,0.2,4.6,35,0.3,10.1,5.5,NA,NA,0.05,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIA,@JAC,0.2,0,0,0,0,0,0.4,0.1,0.07,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12628,NA,"Collins, Alex",NA,12.5,56,0.4,2,14,0.1,10.1,2.5,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEA,@PIT,0.3,0.09,0,0,0,0,0.06,0.05,0.03,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12629,NA,"Booker, Devontae",NA,15,58,0.3,1.5,10,0.2,10,2,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYG,LAR,0.3,0,0.04,0,0,0,0.4,0.06,0.03,0.08,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13623,NA,"Williams, Darrel",NA,12,55,0.4,2,14,0.2,9.9,3,NA,NA,0.09,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCC,@WAS,0.3,0.07,0.01,0,0,0,0.5,0.06,0.03,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14798,NA,"Moss, Zack",NA,11,49,0.3,2.2,19,0.2,9.5,2.9,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,@TEN,0.2,0,0,0,0.06,0,0.4,0.08,0.04,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14075,NA,"Harris, Damien",NA,14,60,0.4,1.3,13,0.05,9.5,1.7,NA,NA,0.2,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEP,DAL,0.2,0.1,0.1,0,0,0,0.2,0.05,0.03,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13139,NA,"Williams, Jamaal",NA,9.6,41,0.5,3,22,0.02,9.4,3.4,NA,NA,0.01,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DET,CIN,0.4,0.1,0,0,0,0,0.05,0.07,0.03,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15040,NA,"Williams, Ty'SonR",NA,12,57,0.4,1.2,10,0,9.2,1.6,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,LAC,0.2,0.1,0,0.1,0,0.02,0.5,0.04,0.02,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14079,NA,"Sanders, Miles",NA,11,54,0.2,2.8,20,0.06,9.1,3.8,NA,NA,0.07,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHI,TBB,0.2,0,0,0,0,0.06,0.4,0.08,0.04,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13146,NA,"Conner, James",NA,11,42,0.6,1.6,11,0.03,8.9,2,NA,NA,0.01,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,@CLE,0.6,0,0,0,0,0,0.2,0.03,0.02,3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13726,NA,"Edmonds, Chase",NA,10,52,0.1,3.4,25,0.08,8.8,4,NA,NA,0.1,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,@CLE,0.1,0,0.03,0,0,0.01,0.5,0.1,0.05,6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15256,NA,"Williams, JavonteR",NA,11,50,0.3,2.5,18,0.01,8.5,3,NA,NA,0.09,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEN,LVR,0.2,0.1,0,0,0,0,0.4,0.05,0.02,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13606,NA,"Jones, Ronald",NA,9.6,45,0.3,1.6,11,0.1,7.5,2.5,NA,NA,0.1,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBB,@PHI,0.2,0,0.01,0,0,0.03,0.3,0.04,0.02,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13607,NA,"Michel, Sony",NA,8.9,38,0.5,0.9,7,0.01,7.4,1.2,NA,NA,0.09,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAR,@NYG,0.5,0,0,0.01,0,0,0.01,0.03,0.01,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15255,NA,"Gainwell, KennethR",NA,9,45,0.2,1.6,11,0,7,2.6,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHI,TBB,0.1,0.1,0,0,0,0,0.3,0.05,0.02,8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13108,NA,"McKissic, J.D.",NA,4.5,17,0.2,3.9,33,0.2,6.9,5.4,NA,NA,0.03,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAS,KCC,0.2,0.01,0,0,0,0,0.3,0.1,0.07,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15271,NA,"Herbert, KhalilR",NA,10,45,0.2,1.4,11,0,6.7,2,NA,NA,0.03,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,GBP,0.2,0,0,0,0,0,0.03,0.03,0.01,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13622,NA,"Hines, Nyheim",NA,5.7,24,0.2,3.2,27,0.07,6.4,4.6,NA,NA,0.06,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IND,HOU,0.2,0,0,0,0,0,0.5,0.1,0.05,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12386,NA,"Brown, Malcolm",NA,9,33,0.4,1.1,8,0,6.2,1.8,NA,NA,0.03,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIA,@JAC,0.2,0.03,0.1,0,0,0,0.2,0.03,0.02,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14080,NA,"Singletary, Devin",NA,9.5,43,0.1,1.9,11,0,6,2.7,NA,NA,0.03,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,@TEN,0.05,0,0,0,0.04,0.04,0.4,0.04,0.02,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12171,NA,"Johnson, David",NA,5.4,22,0.1,2.2,20,0.1,5.7,2.7,NA,NA,0.03,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,@IND,0.1,0.03,0,0,0,0,0.4,0.08,0.04,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10276,NA,"Ingram, Mark",NA,10.4,35,0.2,0.9,7,0.02,5.4,1.3,NA,NA,0.05,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,@IND,0.2,0,0,0,0,0,0.2,0.03,0.01,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14827,NA,"Taylor, J.J.",NA,7.4,33,0.1,1.6,11,0.07,5.4,2.1,NA,NA,0.09,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEP,DAL,0.02,0.01,0.08,0.01,0,0,0.2,0.04,0.02,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12630,NA,"Drake, Kenyan",NA,6.6,22,0.2,2.1,18,0,5,2.8,NA,NA,0.02,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LVR,@DEN,0.1,0,0.03,0,0,0,0.3,0.07,0.04,11,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14805,NA,"Dillon, A.J.",NA,6.5,29,0.01,1.2,12,0.1,4.8,1.5,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBP,@CHI,0.01,0,0,0.01,0,0,0.3,0.05,0.02,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11193,NA,"Bernard, Giovani",NA,2.8,10,0.04,2.6,17,0.3,4.8,3,NA,NA,0.02,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBB,@PHI,0.02,0.02,0,0,0,0,0.5,0.07,0.03,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13789,NA,"Wilkins, Jordan",NA,5,27,0.1,1.6,13,0,4.7,2.2,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IND,HOU,0.1,0,0,0,0,0,0.2,0.05,0.03,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
