data_src,id,src_id,player,team,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,site_pts,rec_tgt,games,two_pts,fumbles_lost,pos,bye,na,week_6_opp,week_6_fpts,na1,rank_draft,rank_ppr,na2,na3,na4,misc_td,misc_yd,na5,na6,availability_percent_own,rush_avg,rec_yds_g,rec_avg,site_fppg,tm,...37,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rec_50_yds,rec_100_yds,kick_ret_yds,...48,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,...55,draftkings_site_points,yahoo_site_points,return_tds
NumberFire,13139,jamaal-williams,Jamaal Williams,DET,12.06,51.63,0.33,1.87,13.04,0.09,9.04,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,15.33,CIN,#13,71,23,9.94,10.88,9.94,NA
NumberFire,11390,latavius-murray,Latavius Murray,BAL,12.96,55.48,0.43,0.59,4.03,0.03,8.69,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,14.86,LAC,#10,75,24,8.95,9.28,8.95,NA
NumberFire,13623,darrel-williams,Darrel Williams,KC,10.71,43.38,0.39,1.51,11.2,0.11,8.36,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,14.43,WSH,#28,78,25,9.13,9.94,9.13,NA
NumberFire,14075,damien-harris,Damien Harris,NE,12.57,54.58,0.35,0.84,6.17,0.04,8.23,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,14.25,DAL,#3,80,26,8.64,9.17,8.64,NA
NumberFire,14798,zack-moss,Zack Moss,BUF,9.97,42.17,0.34,1.69,13.78,0.1,8.19,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,14.2,TEN,#25,83,27,9.02,9.91,9.02,NA
NumberFire,NA,khalil-herbert,Khalil Herbert,CHI,11.82,49.12,0.31,1.26,10.78,0.06,8.07,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,14.04,GB,#22,88,28,8.7,9.41,8.7,NA
NumberFire,13726,chase-edmonds,Chase Edmonds,ARI,6.92,29.35,0.18,3.97,29.21,0.17,7.82,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,13.71,CLE,#16,91,29,9.78,11.86,9.78,NA
NumberFire,13146,james-conner,James Conner,ARI,10.28,42.62,0.36,1.32,9.18,0.05,7.54,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,13.34,CLE,#16,93,30,8.16,8.9,8.16,NA
NumberFire,10276,mark-ingram-1,Mark Ingram,HOU,10.12,45.76,0.3,0.8,5.84,0.03,7.12,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,12.78,IND,#21,101,31,7.54,7.95,7.54,NA
NumberFire,14085,tony-pollard,Tony Pollard,DAL,7.88,35.03,0.16,2.29,17.88,0.11,6.9,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,12.49,NE,#18,103,32,8,9.17,8,NA
NumberFire,14080,devin-singletary,Devin Singletary,BUF,7.8,34.98,0.21,2,14.19,0.12,6.7,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,12.22,TEN,#25,106,33,7.68,8.79,7.68,NA
NumberFire,11761,jerick-mckinnon,Jerick McKinnon,KC,6.69,26.94,0.19,2.33,17,0.17,6.58,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,12.06,WSH,#28,110,34,7.72,8.88,7.72,NA
NumberFire,13604,saquon-barkley,Saquon Barkley,NYG,7.46,33.28,0.21,1.79,12.95,0.08,6.32,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,11.72,LA,#14,113,35,7.2,8.12,7.2,NA
NumberFire,15255,kenneth-gainwell,Kenneth Gainwell,PHI,6.18,24.77,0.18,2.36,19.59,0.12,6.17,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,11.52,TB,#12,114,36,7.34,8.56,7.34,NA
NumberFire,14805,aj-dillon,A.J. Dillon,GB,8.17,34.38,0.2,1.46,11.96,0.06,6.15,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,11.49,CHI,#7,115,37,6.86,7.62,6.86,NA
NumberFire,13607,sony-michel,Sony Michel,LA,7.93,33.66,0.26,1.01,8.73,0.07,6.14,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,11.48,NYG,#29,116,38,6.62,7.18,6.62,NA
NumberFire,13364,chris-carson,Chris Carson,SEA,7.8,34.8,0.24,0.94,6.6,0.04,5.75,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,10.96,PIT,#11,123,39,6.21,6.72,6.21,NA
NumberFire,14223,alexander-mattison,Alexander Mattison,MIN,7.54,32.57,0.16,1.37,10.65,0.06,5.62,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,10.79,CAR,#4,126,40,6.27,6.98,6.27,NA
NumberFire,13622,nyheim-hines,Nyheim Hines,IND,3.66,15.72,0.14,2.88,22.26,0.15,5.48,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,10.6,HOU,#24,129,41,6.96,8.42,6.96,NA
NumberFire,12628,alex-collins,Alex Collins,SEA,7.68,32.02,0.26,0.88,6.68,0.03,5.47,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,10.59,PIT,#11,131,42,5.91,6.42,5.91,NA
NumberFire,12171,david-johnson-1,David Johnson,HOU,4.42,17.45,0.1,2.83,24.01,0.12,5.4,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,10.5,IND,#21,134,43,6.82,8.28,6.82,NA
NumberFire,14811,salvon-ahmed,Salvon Ahmed,MIA,6.91,25.55,0.22,1.51,11.29,0.06,5.3,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,10.36,JAC,#32,137,44,6.04,6.83,6.04,NA
NumberFire,13108,j-d-mckissic,J.D. McKissic,WSH,2.93,12.45,0.09,3.03,25.52,0.15,5.14,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,10.15,KC,#31,143,45,6.67,8.24,6.67,NA
NumberFire,12629,devontae-booker,Devontae Booker,NYG,7.41,29.68,0.18,1.16,7.26,0.04,4.96,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,9.91,LA,#14,145,46,5.49,6.12,5.49,NA
NumberFire,13606,ronald-jones,Ronald Jones,TB,6.41,27.23,0.25,0.72,5.47,0.04,4.89,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,9.82,PHI,#8,148,47,5.27,5.68,5.27,NA
NumberFire,15259,rhamondre-stevenson,Rhamondre Stevenson,NE,6.55,27.61,0.2,0.51,3.74,0.02,4.34,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41,9.09,DAL,#3,159,48,4.59,4.91,4.59,NA
NumberFire,11193,giovani-bernard-1,Giovani Bernard,TB,3.2,12.79,0.09,2.31,16.13,0.12,4.12,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,8.8,PHI,#8,164,49,5.25,6.43,5.25,NA
NumberFire,13614,phillip-lindsay,Phillip Lindsay,HOU,6.05,26.49,0.14,0.64,4.08,0.02,4.03,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62,8.68,IND,#21,166,50,4.34,4.66,4.34,NA
NumberFire,11192,le-veon-bell-1,Le'Veon Bell,BAL,4.63,18.93,0.12,1.27,8.98,0.07,3.89,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,8.49,LAC,#10,167,51,4.53,5.18,4.53,NA
NumberFire,13234,marlon-mack,Marlon Mack,IND,4.1,17.81,0.16,1.01,8.23,0.05,3.86,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,8.45,HOU,#24,168,52,4.37,4.87,4.37,NA
NumberFire,10932,brandon-bolden,Brandon Bolden,NE,2.62,11.35,0.09,1.75,12.66,0.08,3.39,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05,7.83,DAL,#3,184,53,4.28,5.16,4.28,NA
NumberFire,12630,kenyan-drake,Kenyan Drake,LV,2.6,11.49,0.08,1.73,12.85,0.08,3.33,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.75,DEN,#6,185,54,4.22,5.1,4.22,NA
NumberFire,13133,samaje-perine,Samaje Perine,CIN,4.04,16.64,0.12,0.75,5.79,0.05,3.26,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.66,DET,#27,189,55,3.62,4,3.62,NA
NumberFire,12637,peyton-barber,Peyton Barber,LV,4.69,17.1,0.12,0.76,5.36,0.03,3.11,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,7.46,DEN,#6,192,56,3.47,3.88,3.47,NA
NumberFire,14815,deejay-dallas,DeeJay Dallas,SEA,3.29,11.7,0.08,1.46,10.97,0.05,2.99,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32,7.3,PIT,#11,193,57,3.72,4.48,3.72,NA
NumberFire,11657,carlos-hyde,Carlos Hyde,JAC,3.69,14.99,0.09,0.71,4.6,0.03,2.66,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.86,MIA,#30,203,58,3.01,3.38,3.01,NA
NumberFire,14083,travis-homer,Travis Homer,SEA,2.47,8.97,0.06,1.28,9.85,0.04,2.44,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69,6.57,PIT,#11,210,59,3.08,3.74,3.08,NA
NumberFire,11660,devonta-freeman,Devonta Freeman,BAL,2.47,10.47,0.07,0.88,6.31,0.05,2.39,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,6.5,LAC,#10,212,60,2.8,3.26,2.8,NA
NumberFire,12386,malcolm-brown,Malcolm Brown,MIA,2.84,11.79,0.12,0.52,3.82,0.02,2.38,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73,6.49,JAC,#32,213,61,2.64,2.91,2.64,NA
NumberFire,15261,chuba-hubbard,Chuba Hubbard,CAR,2.48,10.45,0.08,0.86,6.22,0.04,2.34,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76,6.44,MIN,#5,215,62,2.8,3.24,2.8,NA
NumberFire,13621,kalen-ballage,Kalen Ballage,PIT,2.81,9.8,0.08,0.94,6.19,0.04,2.31,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.78,6.4,SEA,#23,218,63,2.77,3.25,2.77,NA
NumberFire,13143,jeremy-mcnichols,Jeremy McNichols,TEN,0.87,3.17,0.02,1.5,11.6,0.07,1.98,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.96,BUF,#1,231,64,2.75,3.51,2.75,NA
NumberFire,14807,joshua-kelley,Joshua Kelley,LAC,2.46,8.85,0.06,0.74,5.44,0.03,1.92,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04,5.88,BAL,#19,233,65,2.28,2.68,2.28,NA
NumberFire,13620,justin-jackson,Justin Jackson,LAC,1.97,8.4,0.05,0.58,4.22,0.03,1.75,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15,5.65,BAL,#19,238,66,2.03,2.32,2.03,NA
NumberFire,NA,jaret-patterson,Jaret Patterson,WSH,1.57,5.73,0.04,0.82,7.11,0.04,1.72,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,5.61,KC,#31,240,67,2.13,2.56,2.13,NA
NumberFire,14072,benny-snell-jr,Benny Snell Jr.,PIT,1.68,6.05,0.05,0.83,6.23,0.04,1.69,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.57,SEA,#23,241,68,2.14,2.58,2.14,NA
NumberFire,12912,jalen-richard,Jalen Richard,LV,0.78,3.18,0.02,1.04,9.04,0.04,1.52,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,5.35,DEN,#6,245,69,2.04,2.59,2.04,NA
NumberFire,NA,kylin-hill,Kylin Hill,GB,1.23,4.4,0.02,0.83,6.73,0.03,1.43,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.37,5.23,CHI,#7,251,70,1.79,2.22,1.79,NA
NumberFire,14808,darrynton-evans,Darrynton Evans,TEN,1.44,5.22,0.03,0.63,5.03,0.03,1.35,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,5.12,BUF,#1,255,71,1.66,2,1.66,NA
NumberFire,11182,rex-burkhead,Rex Burkhead,HOU,0.89,3.35,0.02,0.83,6.6,0.03,1.28,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.47,5.03,IND,#21,258,72,1.69,2.12,1.69,NA
NumberFire,13608,rashaad-penny,Rashaad Penny,SEA,1.57,6.05,0.04,0.46,3.57,0.02,1.27,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.48,5.02,PIT,#11,259,73,1.53,1.77,1.53,NA
NumberFire,14804,anthony-mcfarland-jr,Anthony McFarland Jr.,PIT,1.32,4.72,0.03,0.54,4.22,0.02,1.22,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.95,SEA,#23,263,74,1.44,1.72,1.44,NA
NumberFire,12325,michael-burton,Michael Burton,KC,0.83,2.91,0.02,0.57,4.15,0.04,1.06,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.74,WSH,#28,277,75,1.33,1.63,1.33,NA
NumberFire,13455,patrick-ricard,Patrick Ricard,BAL,0.62,2.28,0.01,0.69,4.96,0.04,1.05,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.72,LAC,#10,279,76,1.35,1.7,1.35,NA
NumberFire,13148,dare-ogunbowale,Dare Ogunbowale,JAC,0.53,1.92,0.01,0.73,6.24,0.03,1.03,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.7,MIA,#30,282,77,1.4,1.78,1.4,NA
NumberFire,13239,elijhaa-penny,Elijhaa Penny,NYG,1.12,3.96,0.02,0.52,3.72,0.02,1.01,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.67,LA,#14,283,78,1.25,1.52,1.25,NA
NumberFire,12155,ameer-abdullah,Ameer Abdullah,MIN,0.84,3.25,0.02,0.61,4.22,0.03,0.99,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.64,CAR,#4,284,79,1.33,1.65,1.33,NA
NumberFire,12923,c-j-ham-1,C.J. Ham,MIN,0.7,2.55,0.01,0.61,4.97,0.03,0.99,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.64,CAR,#4,284,79,1.28,1.59,1.28,NA
NumberFire,NA,gary-brightwell,Gary Brightwell,NYG,1,3.54,0.02,0.53,3.79,0.02,0.96,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,4.6,LA,#14,288,81,1.22,1.49,1.22,NA
NumberFire,NA,chris-evans,Chris Evans,CIN,0.56,2.04,0.02,0.5,4.14,0.03,0.89,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,4.51,DET,#27,293,82,1.15,1.41,1.15,NA
NumberFire,14827,j-j-taylor,J.J. Taylor,NE,0.79,2.92,0.02,0.52,3.73,0.02,0.89,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,4.51,DAL,#3,293,82,1.15,1.42,1.15,NA
NumberFire,12806,andy-janovich,Andy Janovich,CLE,0.63,2.29,0.02,0.45,3.98,0.02,0.87,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,4.49,ARI,#2,295,84,1.07,1.31,1.07,NA
NumberFire,12823,derek-watt,Derek Watt,PIT,0.53,1.88,0.01,0.55,4.49,0.02,0.86,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,4.47,SEA,#23,297,85,1.07,1.36,1.07,NA
NumberFire,NA,larry-rountree-iii,Larry Rountree III,LAC,0.49,1.77,0.01,0.58,4.44,0.03,0.84,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,4.45,BAL,#19,300,86,1.13,1.43,1.13,NA
NumberFire,NA,ty-son-williams,Ty'Son Williams,BAL,0.62,2.34,0.01,0.46,3.61,0.03,0.83,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,4.43,LAC,#10,301,87,1.05,1.29,1.05,NA
NumberFire,13906,jason-cabinda,Jason Cabinda,DET,0.5,1.88,0.01,0.54,4.22,0.02,0.81,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.41,CIN,#13,303,88,1.04,1.32,1.04,NA
NumberFire,14420,alec-ingold,Alec Ingold,LV,0.52,1.87,0.01,0.52,4.2,0.02,0.8,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.39,DEN,#6,305,89,1.03,1.3,1.03,NA
