data_src,id,src_id,player,team,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,site_pts,two_pts,pass_att,pass_comp,fumbles_lost,pos,bye,na,week_2_opp,week_2_fpts,na1,rank_draft,rank_ppr,na2,pass_comp_pct,pass_rate,na3,na4,na5,availability_percent_own,tm,...32,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,...40,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,pass_ints,...48,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
FantasySharks,12140,NA,"Winston, Jameis",NA,227,2.4,0.7,3.9,16,0.2,22.4,NA,28.7,19.4,0.2,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOS,@CAR,1,0.7,0.3,0.1,0.04,0.3,1.3,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14783,NA,"Hurts, Jalen",NA,211,1.5,0.8,7.2,43,0.3,21.3,NA,31.6,19,0.4,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHI,SFO,0.6,0.4,0.2,0.2,0.03,0.08,2.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10697,NA,"Tannehill, Ryan",NA,206,1.7,0.6,3.4,19,0.4,20.4,NA,25.7,16.9,0.3,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,@SEA,0.8,0.5,0.1,0.06,0.1,0.2,2.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10700,NA,"Cousins, Kirk",NA,251,1.9,0.6,1.8,7,0.03,20.3,NA,31.6,21.3,0.3,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIN,@ARI,0.9,0.4,0.3,0.08,0.08,0.1,2.7,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9099,NA,"Ryan, Matt",NA,278,1.5,0.6,1.8,7,0.1,20.3,NA,3,2,0.2,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATL,@TBB,0.8,0.4,0.1,0.09,0.06,0.09,2.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11640,NA,"Bridgewater, Teddy",NA,259,1.3,0.7,3.3,15,0.2,20.2,NA,35.6,23.9,0.2,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEN,@JAC,0.8,0.2,0.09,0.03,0.09,0.1,2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15237,NA,"Lawrence, TrevorR",NA,254,1.8,1.1,2.6,12,0.05,20,NA,38.9,23.4,0.3,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAC,DEN,0.7,0.3,0.4,0.09,0.3,0.05,2.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9431,NA,"Stafford, Matthew",NA,255,1.7,0.4,2.3,5,0.06,19.9,NA,30,20.3,0.08,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAR,@IND,0.8,0.3,0.1,0,0.06,0.4,1.2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,7401,NA,"Roethlisberger, Ben",NA,247,1.9,0.8,1.9,2,0,19.6,NA,38.8,24.9,0.06,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIT,LVR,0.8,0.4,0.4,0.2,0.02,0.1,1.1,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14777,NA,"Burrow, Joe",NA,254,1.4,0.5,2.9,10,0.2,19.5,NA,36.9,23.7,0.2,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,@CHI,0.9,0.1,0.1,0.01,0.01,0.2,2.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13590,NA,"Mayfield, Baker",NA,250,1.5,0.7,2.8,10,0.1,19.3,NA,33.2,21,0.2,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLE,HOU,1,0.2,0.1,0.05,0.2,0.07,1.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15241,NA,"Jones, MacR",NA,237,1,0.4,4.3,17,0.4,19.2,NA,34,23,0.04,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEP,@NYJ,0.5,0.1,0.2,0.1,0.03,0,1.6,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10413,NA,"Taylor, Tyrod",NA,225,1.3,0.3,4.3,18,0.2,18.5,NA,28,18.9,0.1,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,@CLE,0.7,0.2,0.2,0.1,0.05,0,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11644,NA,"Carr, Derek",NA,244,1.4,0.7,2.5,8,0.1,18,NA,30.9,20.7,0.4,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LVR,@PIT,0.5,0.2,0.2,0.1,0.2,0.1,2.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14778,NA,"Tagovailoa, Tua",NA,201,1.1,0.8,4.2,14,0.4,17.3,NA,30.1,19.2,0.08,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIA,BUF,0.6,0.3,0.2,0.03,0.01,0,2.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12610,NA,"Wentz, Carson",NA,214,1.4,0.9,3.2,15,0.1,17.1,NA,32.1,20.2,0.4,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IND,LAR,0.5,0.5,0.1,0.1,0.1,0,3.1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14059,NA,"Jones, Daniel",NA,203,1.1,0.8,4.9,28,0.2,16.4,NA,30.3,18.8,0.6,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYG,@WAS,0.4,0.2,0.2,0.2,0.03,0.09,3.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10313,NA,"Dalton, Andy",NA,222,1.2,0.8,3.1,12,0.09,16.3,NA,34.8,23.3,0.2,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,CIN,0.6,0.3,0.2,0.02,0,0.09,2.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12611,NA,"Goff, Jared",NA,198,1.3,0.6,1.9,6,0.07,16,NA,28,18.5,0.08,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DET,@GBP,0.6,0.2,0.2,0,0.2,0.05,1.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11760,NA,"Garoppolo, Jimmy",NA,227,1.3,0.7,2.4,4,0.03,15.9,NA,27.5,18.4,0.4,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SFO,@PHI,0.8,0.1,0.1,0.06,0.09,0.2,2.2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15239,NA,"Wilson, ZachR",NA,201,1.2,0.9,1.8,7,0.07,14.7,NA,30.4,17.9,0.1,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYJ,NEP,0.4,0.2,0.4,0.06,0.03,0.08,3.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12476,NA,"Heinicke, Taylor",NA,167,0.7,0.1,1.3,4,0,11.5,NA,19.9,13.4,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAS,NYG,0.3,0.2,0.1,0,0,0.1,0.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13592,NA,"Darnold, Sam",NA,149,0.6,0.6,3.3,11,0.3,11.2,NA,20.4,13.4,0.3,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAR,NOS,0.1,0.1,0.05,0.04,0.02,0.2,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14057,NA,"Lock, Drew",NA,78,0.4,0.4,1.3,4,0.07,5.7,NA,11.7,6.7,0.07,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEN,@JAC,0.2,0.02,0.02,0.02,0.04,0.02,0.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12621,NA,"Allen, Brandon",NA,66,0.4,0.3,1,4,0,4.8,NA,10.1,6.5,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,@CHI,0.1,0,0,0,0,0.2,1.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13424,NA,"Hill, Taysom",NA,16,0.05,0.06,4,19,0.4,4.7,NA,1.8,1.2,0.1,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOS,@CAR,0,0,0,0,0,0.05,0.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15238,NA,"Fields, JustinR",NA,4,0,0,0.6,1,0.3,2.2,NA,1,0.7,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,CIN,0,0,0,0,0,0,0.08,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13115,NA,"Trubisky, Mitchell",NA,29,0.2,0.1,0.8,3,0.01,2.2,NA,4.3,2.6,0.01,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,@MIA,0.08,0.02,0.03,0,0,0.03,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10262,NA,"Gabbert, Blaine",NA,19,0.3,0,1.1,2,0,2.2,NA,2.1,1.2,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBB,ATL,0,0,0.3,0,0,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15240,NA,"Lance, TreyR",NA,19,0.3,0.1,1.5,1,0,2.1,NA,3,2,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SFO,@PHI,0.3,0,0,0,0.01,0,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14070,NA,"Blough, David",NA,34,0.1,0.5,0.6,4,0,2.1,NA,5.6,3.3,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DET,@GBP,0.1,0,0,0,0,0.02,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13595,NA,"Rudolph, Mason",NA,30,0.1,0.2,1.4,-0.28,0,1.9,NA,5,3,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIT,LVR,0.05,0,0.08,0,0,0.02,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9073,NA,"Henne, Chad",NA,16,0,0.2,1.4,2,0.2,1.9,NA,2.2,1.5,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCC,@BAL,0,0,0,0,0,0,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9714,NA,"Hoyer, Brian",NA,32,0.1,0.3,0.8,1,0,1.6,NA,5.4,3.3,0.1,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEP,@NYJ,0.03,0,0,0.09,0,0,0.6,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14789,NA,"Huntley, Tyler",NA,14,0,0.07,2.5,10,0,1.5,NA,3.4,1.7,0.05,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,KCC,0,0,0,0,0,0,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9899,NA,"McCoy, Colt",NA,22,0,0,1.3,3,0,1.4,NA,3.8,2.4,0.01,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,MIN,0,0,0,0,0,0,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12616,NA,"Brissett, Jacoby",NA,11,0.04,0.03,1.4,3,0.07,1.3,NA,2.2,1.4,0.02,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIA,BUF,0,0.04,0,0,0,0,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12141,NA,"Mariota, Marcus",NA,5,0.01,0.02,0.7,4,0.01,0.8,NA,0.8,0.5,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LVR,@PIT,0,0,0,0.01,0,0,0.2,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13879,NA,"Allen, Kyle",NA,8,0.03,0.03,0.1,1,0.03,0.7,NA,1.7,1,0.01,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAS,NYG,0.02,0,0.01,0,0,0,0.4,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11152,NA,"Glennon, Mike",NA,10,0.09,0.04,0.5,1,0,0.7,NA,2.1,1.3,0.06,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYG,@WAS,0.02,0.07,0,0,0,0,0.09,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14067,NA,"Minshew II, Gardner",NA,7,0.05,0.02,0.1,1,0,0.6,NA,1,0.6,0.01,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHI,SFO,0.02,0.02,0,0,0,0,0.07,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9064,NA,"Flacco, Joe",NA,8,0.03,0.09,0.6,3,0,0.6,NA,1.5,0.8,0.07,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHI,SFO,0.01,0.01,0.01,0,0.01,0.01,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14780,NA,"Eason, JacobR",NA,2,0,0,1.1,0,0.04,0.4,NA,0.3,0.1,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IND,LAR,0,0,0,0,0,0,0.07,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13416,NA,"Walker, Phillip",NA,23,0.01,0.8,0.2,0.1,0,0.4,NA,4.3,1.7,0.03,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAR,NOS,0,0.01,0,0,0,0,0.7,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10948,NA,"Keenum, Case",NA,6,0.01,0,0.1,-0.11,0.01,0.4,NA,1.4,0.7,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLE,HOU,0.01,0,0,0,0,0,0.01,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15035,NA,"Wolford, John",NA,6,0,0,0.2,0,0,0.3,NA,1.2,0.6,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAR,@IND,0,0,0,0,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13591,NA,"Rosen, Josh",NA,7,0.03,0.03,0.3,-0.31,0,0.3,NA,1.2,0.7,0.03,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATL,@TBB,0,0,0.03,0,0,0,0.2,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14782,NA,"Love, JordanR",NA,10,0,0,0.9,-0.7,0,0.2,NA,1.1,0.7,0.1,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBP,DET,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13846,NA,"Woodside, Logan",NA,3,0,0.05,0.8,1,0,0.2,NA,0.8,0.3,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,@SEA,0,0,0,0,0,0,0.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9706,NA,"Daniel, Chase",NA,2,0,0.01,0.04,0.04,0,0.1,NA,0.3,0.2,0,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAC,DAL,0,0,0,0,0,0,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NumberFire,13116,patrick-mahomes,Patrick Mahomes,KC,307.83,2.44,NA,4.32,20.06,0.29,24.51,NA,39.76,26.35,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.54,32.48,BAL,#21,1,1,0.58,25.06,8600,2.91,28.21,8300,3.4,25.06,39,0.64
NumberFire,12620,dak-prescott,Dak Prescott,DAL,315.15,2.02,NA,4.29,21.4,0.3,22.75,NA,39.03,26.06,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.85,30.65,LAC,#8,2,2,0.8,23.55,8000,2.94,26.75,6800,3.93,23.55,37,0.64
NumberFire,13589,josh-allen,Josh Allen,BUF,287.16,1.9,NA,7.79,36.48,0.38,22.72,NA,37.11,24.33,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.82,30.62,MIA,#16,3,3,0.87,23.58,8100,2.91,23.92,7200,3.32,23.58,39,0.6
NumberFire,14056,kyler-murray,Kyler Murray,ARI,280.1,1.88,NA,6.62,30.99,0.42,22.68,NA,36.45,24.39,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.78,30.58,MIN,#19,4,4,0.66,23.36,8700,2.69,23.58,8200,2.88,23.36,37,0.63
NumberFire,10703,russell-wilson,Russell Wilson,SEA,268.2,2.5,NA,4.75,25.63,0.15,22.68,NA,35.38,24.16,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.78,30.58,TEN,#24,4,4,0.64,23.33,8500,2.74,23.5,7500,3.13,23.33,35,0.67
NumberFire,13593,lamar-jackson,Lamar Jackson,BAL,217.73,1.82,NA,9.16,48.3,0.46,21.92,NA,29.66,19.03,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.06,29.78,KC,#27,6,6,0.6,22.52,8300,2.71,22.81,8000,2.85,22.52,30,0.75
NumberFire,14779,justin-herbert,Justin Herbert,LAC,272.23,2.28,NA,3.78,16.71,0.24,21.34,NA,37.21,24.44,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,29.18,DAL,#18,7,7,0.74,22.08,7600,2.91,22.29,6700,3.33,22.08,33,0.67
NumberFire,5848,tom-brady,Tom Brady,TB,282.41,2.55,NA,1.31,3.53,0.07,20.92,NA,37.2,24.81,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,28.74,ATL,#20,8,8,0.61,21.54,8200,2.63,21.66,6900,3.14,21.54,41,0.53
NumberFire,7836,aaron-rodgers,Aaron Rodgers,GB,275.23,2.12,NA,2.53,10.81,0.1,20.27,NA,33.55,22.98,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.48,28.06,DET,#26,9,9,0.44,20.69,8000,2.59,20.77,6600,3.15,20.69,34,0.61
NumberFire,14783,jalen-hurts,Jalen Hurts,PHI,247.7,1.55,NA,7.28,36.3,0.35,19.5,NA,35.71,22.67,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.75,27.25,SF,#11,10,10,0.86,20.34,7800,2.61,20.71,6500,3.19,20.34,26,0.78
NumberFire,9431,matthew-stafford,Matthew Stafford,LA,270.32,1.87,NA,2.61,10.09,0.15,18.63,NA,34.82,22.76,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.93,26.33,IND,#25,11,11,0.64,19.28,7500,2.57,19.47,6400,3.04,19.28,32,0.6
NumberFire,13590,baker-mayfield,Baker Mayfield,CLE,245.03,1.91,NA,2.87,11.52,0.18,18.11,NA,31.9,20.86,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.43,25.79,HOU,#7,14,12,0.66,18.75,7100,2.64,18.93,6000,3.16,18.75,26,0.72
NumberFire,7401,ben-roethlisberger,Ben Roethlisberger,PIT,251.96,2.01,NA,2.05,6.88,0.11,17.44,NA,37.63,24.39,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,25.08,LV,#12,17,13,0.87,18.34,7200,2.55,18.53,5900,3.14,18.34,32,0.57
NumberFire,11760,jimmy-garoppolo,Jimmy Garoppolo,SF,254.04,1.83,NA,1.77,7.38,0.1,17.15,NA,30.84,20.98,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.53,24.77,PHI,#3,19,14,0.7,17.86,6600,2.71,18.04,5700,3.16,17.86,24,0.74
NumberFire,14777,joe-burrow,Joe Burrow,CIN,267.71,1.62,NA,2.23,9.41,0.1,17.14,NA,34.52,22.91,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52,24.76,CHI,#32,20,15,0.66,17.79,7100,2.51,17.98,5800,3.1,17.79,29,0.61
NumberFire,10697,ryan-tannehill,Ryan Tannehill,TEN,257.58,1.66,NA,2.55,11.22,0.11,17.1,NA,34.41,22.63,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.48,24.72,SEA,#10,21,16,0.71,17.8,7300,2.44,17.96,6300,2.85,17.8,30,0.59
NumberFire,11640,teddy-bridgewater,Teddy Bridgewater,DEN,249.68,1.48,NA,3.46,14.76,0.22,17.1,NA,32.01,22.16,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.48,24.72,JAC,#28,21,16,0.7,17.8,7000,2.54,17.95,5400,3.32,17.8,29,0.61
NumberFire,12140,jameis-winston,Jameis Winston,NO,255.69,1.55,NA,3.07,13.03,0.16,16.87,NA,33.25,21.57,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.26,24.48,CAR,#4,23,18,0.74,17.65,7700,2.29,17.85,6100,2.93,17.65,35,0.5
NumberFire,10700,kirk-cousins,Kirk Cousins,MIN,262.68,1.73,NA,1.29,5.61,0.06,16.65,NA,34.62,22.92,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.05,24.25,ARI,#2,24,19,0.69,17.34,7400,2.34,17.55,6200,2.83,17.34,30,0.58
NumberFire,15237,trevor-lawrence,Trevor Lawrence,JAC,264.38,1.45,NA,2.22,10.13,0.09,16.45,NA,36.09,23.77,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87,24.03,DEN,#15,26,20,0.66,17.11,6900,2.48,17.24,6000,2.87,17.11,24,0.71
