data_src,id,src_id,player,team,rec,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,site_pts,rec_tgt,games,two_pts,fumbles_lost,pos,bye,na,week_6_opp,week_6_fpts,na1,rank_draft,rank_ppr,na2,na3,na4,misc_td,misc_yd,na5,na6,availability_percent_own,rec_yds_g,rec_avg,rush_avg,site_fppg,tm,...37,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,kick_ret_yds,...46,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,...53,draftkings_site_points,yahoo_site_points,return_tds
CBS,13377,2818910,Tim Patrick,DEN,4,55.1,0.5,0,0,0,8,5.7,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1,13.8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13488,1989197,Zach Pascal,IND,3.4,45.4,0.6,0,0.3,0,7.6,5.6,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,13.4,0,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11938,2059362,Adam Thielen,MIN,4.4,48.7,0.6,0.2,0.5,0,7.6,6.4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7,11.1,2.5,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14832,2865251,CeeDee Lamb,DAL,4.3,63.4,0.3,0.6,3.7,0,7.6,6.7,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4,14.7,6.2,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15282,2866975,DeVonta Smith,PHI,5,63.8,0.3,0.1,0.3,0,7.4,8,1,NA,0.2,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8,12.8,3,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15284,2962110,Jaylen Waddle,MIA,5.3,66.7,0.3,0.1,0.5,0,7.4,8.1,1,NA,0.2,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,12.6,5,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15289,2767487,Kadarius Toney,NYG,5,67.6,0.2,1.1,7.5,0,7,7.6,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6,13.5,6.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14127,2183835,Jakobi Meyers,NE,4.9,55.8,0.2,0.1,0.2,0,6.8,7.2,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8,11.4,2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12930,1886746,Robby Anderson,CAR,3.6,52.2,0.3,0.2,0.7,0,6.8,6.6,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2,14.5,3.5,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14123,2144726,Hunter Renfrow,LV,4.5,51.4,0.3,0,0,0,6.6,6.2,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4,11.4,0,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11678,1889923,Allen Robinson,CHI,4.3,48.5,0.4,0,0,0,6.4,6.7,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,11.3,0,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14104,2258303,A.J. Brown,TEN,3.3,47.6,0.4,0.2,1.5,0,6.4,6.1,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6,14.4,7.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13066,1999329,Kalif Raymond,DET,2.6,40.3,0.4,0.1,0.6,0,6.2,4.3,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,15.5,6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14834,2866521,Henry Ruggs III,LV,2.7,52.7,0.2,0.5,2.8,0,6,4.5,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7,19.5,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14838,2866321,Laviska Shenault Jr.,JAC,4.4,59.2,0.2,1,5.5,0,6,6.4,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2,13.5,5.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12181,1996508,Nelson Agholor,NE,3.1,42.9,0.3,0.2,0.6,0,5.8,5.3,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,13.8,3,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14858,2186342,Van Jefferson,LAR,3,45.9,0.3,0,0,0,5.8,4.6,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,15.3,0,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,10308,1632091,Randall Cobb,GB,3,40.7,0.3,0.2,0.3,0,5.8,4.1,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7,13.6,1.5,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11680,1824833,Jarvis Landry,CLE,3.7,43.2,0.2,0.4,2.4,0.1,5.8,5.3,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,11.7,6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12391,2175352,Tyrell Williams,DET,2.6,40.7,0.3,0,0,0,5.8,3.9,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7,15.7,0,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,10261,1673207,A.J. Green,ARI,3.1,44,0.3,0,0,0,5.8,5.7,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,14.2,0,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14113,2248618,Mecole Hardman,KC,3.7,45.1,0.3,0.4,3.7,0,5.6,5.3,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1,12.2,9.3,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13633,2180820,Christian Kirk,ARI,4.2,49.9,0.3,0.3,2.8,0,5.6,5.8,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9,11.9,9.3,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13646,2240415,Michael Gallup,DAL,2.9,44.9,0.2,0,0,0,5.2,5.1,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9,15.5,0,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12658,1996786,Sterling Shepard,NYG,4,43.5,0.2,0.5,2.2,0,5.2,5.4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,10.9,4.4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11679,1824823,Odell Beckham,CLE,3.4,43.9,0.2,0.4,4.2,0,5.2,6.5,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9,12.9,10.5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14974,2240651,Darnell Mooney,CHI,4,46.6,0.2,0.2,1.8,0,5.2,6.2,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6,11.7,9,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,10271,1623794,Julio Jones,TEN,3,43.2,0.2,0.1,-0.1,0,5.2,4.4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,14.4,-1,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11670,1850743,Sammy Watkins,BAL,3.8,46.9,0.2,0.1,0.8,0,5.2,6.3,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9,12.3,8,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,NA,2963214,Terrace Marshall Jr.,CAR,3,41,0.2,0.1,0.4,0,5,4.8,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,13.7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15283,2968526,Rondale Moore,ARI,3.6,47.2,0.2,1.5,7.9,0,5,5.1,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,13.1,5.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14844,2221840,Bryan Edwards,LV,2.4,43,0.1,0,0,0,4.6,4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,17.9,0,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12773,1871375,Chris Moore,HOU,1.7,32.3,0.2,0,0.1,0,4.2,2.1,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,19,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14833,2741201,Jerry Jeudy,DEN,2.6,39.2,0.2,0,0,0,4.2,4.7,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,15.1,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13631,2146188,James Washington,PIT,2.4,36.5,0.2,0,0,0,4.2,4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,15.2,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14122,2183982,Darius Slayton,NYG,2,31.4,0.2,0.1,0,0,4.2,3.7,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4,15.7,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14126,3117057,Preston Williams,MIA,2.1,34.4,0.2,0.2,1.5,0,4.2,4.1,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,16.4,7.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13155,2079710,John Ross,NYG,2,32,0.2,0.2,0.3,0,4.2,4.2,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,1.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,9308,516968,Danny Amendola,HOU,3.4,36.6,0.2,0,0,0,4.2,4.8,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,10.8,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,9075,559554,DeSean Jackson,LAR,1.8,32.7,0.2,0,0.4,0,4.2,3.1,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,18.2,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14112,2139271,Parris Campbell,IND,2.6,30.2,0.2,0.2,2.1,0,4.2,4.2,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,11.6,10.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13418,2088428,Kendrick Bourne,NE,2.4,30.1,0.2,0.2,2.6,0,4.2,3.3,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,12.5,13,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14977,2184383,K.J. Osborn,MIN,3,38.1,0.2,0.2,1.5,0,4.2,4.4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,12.7,7.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12257,1824756,Chris Conley,HOU,2.1,36.8,0.2,0,0,0,4,3.7,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8,17.5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14839,2803733,Jalen Reagor,PHI,3.6,30.6,0.2,0.3,2,0,4,5.5,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,8.5,6.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15287,2967690,Amon-Ra St. Brown,DET,2.8,36.3,0.2,0.1,0.4,0,4,4.3,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,13,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13157,2131252,Curtis Samuel,WAS,1.9,20.8,0.2,1.5,9.1,0.1,3.8,2.9,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,11,6.1,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12785,2061095,Demarcus Robinson,KC,2.2,26.7,0.3,0,0,0,3.8,3.2,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,12.1,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,NA,2179376,Kendall Hinton,DEN,2,28,0.3,0.1,0.7,0,3.8,3.3,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,14,7,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14845,2804813,Gabriel Davis,BUF,1.3,25.7,0.3,0,0,0,3.8,2.5,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,19.8,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14992,2262953,Quez Watkins,PHI,2.4,37.6,0.1,0,0.1,0,3.6,3.4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,15.7,0,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13632,2141655,Allen Lazard,GB,2.5,37.2,0.1,0.1,0.8,0,3.6,3.7,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,14.9,8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14848,2180769,James Proche,BAL,2.4,30.6,0.1,0.1,0.5,0,3.6,3.3,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,12.8,5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14865,2221836,Freddie Swain,SEA,1.6,21.2,0.2,0.4,2.6,0,3.2,2.4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,13.3,6.5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12656,2071919,Rashard Higgins,CLE,1.7,23.4,0.2,0,0,0,3.2,2.6,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,13.8,0,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13585,2914676,Brandon Zylstra,CAR,1.6,28.5,0.2,0,0,0,3.2,1.8,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,17.8,0,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15293,2960940,Rashod Bateman,BAL,1.7,25.7,0.2,0.1,1.1,0,3,2.8,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,15.1,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12934,2010688,Chester Rogers,TEN,2.1,27.3,0.2,0.2,1.7,0,3,3.3,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,13,8.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13963,2954080,Khadarel Hodge,DET,1.7,24.8,0.1,0,0,0,2.6,3.4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,14.6,0,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13158,2179672,Dede Westbrook,MIN,2,21,0.1,0.2,1.1,0,2.6,2.9,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,10.5,5.5,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12505,2175124,Adam Humphries,WAS,2.5,24.8,0.1,0,0,0,2.6,3.4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,9.9,0,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,10960,1686045,Josh Gordon,KC,1.4,24.9,0.1,0.1,0.1,0,2.6,2.3,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,17.8,1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14337,2186663,Jalen Guyton,LAC,1.9,29.9,0.1,0.6,3.7,0,2.6,3.4,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,15.7,6.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11890,2130201,Albert Wilson,MIA,2.8,23.3,0.1,0.2,1.8,0,2.6,4.7,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,8.3,9,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15292,2965973,Dyami Brown,WAS,1.9,27.9,0.1,0.2,0.1,0,2.6,3.8,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,14.7,0.5,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14499,3116706,Trinity Benson,DET,1.8,25.6,0.1,0.1,0.4,0,2.6,3.7,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,14.2,4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15297,2809210,Amari Rodgers,GB,1.4,21.2,0.1,0.1,0.6,0,2.4,2.1,1,NA,0.1,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,15.1,6,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13652,2240685,Ced Wilson,DAL,1.3,16.6,0.2,0.3,1,0,2.2,1.7,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,12.8,3.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14857,2819119,Donovan Peoples-Jones,CLE,1.8,24.9,0.1,0,0,0,2.2,2.1,1,NA,0.2,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,13.8,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14847,2246849,Devin Duvernay,BAL,2.1,18.3,0.2,0.1,1.9,0,2.2,3,1,NA,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,8.7,19,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11675,NA,"Adams, Davante",NA,8.5,106,0.9,NA,-0.02,0,15.9,12.6,NA,NA,0.05,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBP,@CHI,2.2,0.6,0.06,0.1,0.02,0.03,0.03,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12801,NA,"Hill, Tyreek",NA,6.6,94,0.8,NA,6,0.05,14.9,10,NA,NA,0.09,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCC,@WAS,1.2,0.3,0.1,0.08,0.03,0.2,0.1,2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15281,NA,"Chase, Ja'MarrR",NA,5.4,92,0.8,NA,0.06,0,14.1,8.4,NA,NA,0.02,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,@DET,0.8,0.2,0.04,0.03,0.1,0.1,0.3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14102,NA,"Metcalf, DK",NA,5.7,83,0.9,NA,0,0,13.7,8.9,NA,NA,0.02,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEA,@PIT,1.1,0.2,0.5,0.2,0,0.04,0.05,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
