data_src,id,src_id,player,dst_sacks,dst_int,dst_fum_rec,dst_td,dst_safety,dst_pts_allowed,site_pts,team,dst_fum_force,dst_yds_allowed,pos,bye,na,week_2_opp,week_2_fpts,na1,rank_draft,rank_ppr,na2,defense_solo,na3,na4,na5,availability_percent_own,tm,opp,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_pos,...36,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Yahoo,0507,cleveland-CLE,Cleveland,3.1,1.1,0.7,0.2,0.1,10.5,12.31,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0504,england-NE,New England,3,1,0.6,0.2,0,18.5,9.14,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0523,bay-GB,Green Bay,3.2,1,0.7,0.2,0.1,14.8,9.05,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0525,bay-TB,Tampa Bay,3,1,0.7,0.2,0.1,14.8,8.89,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0520,washington-WAS,Washington,3.4,0.9,0.7,0.1,0.1,17.5,8.86,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0511,denver-DEN,Denver,3.2,1.1,0.7,0.2,0,19.5,8.82,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0510,pittsburgh-PIT,Pittsburgh,3.2,0.7,0.7,0.1,0,17.5,8.29,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0521,chicago-CHI,Chicago,2.6,0.9,0.7,0.1,0.1,19.8,7.94,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0528,rams-LAR,Los Angeles,2.9,0.9,0.6,0.1,0.1,22.3,7.04,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0529,orleans-NO,New Orleans,2.8,1,0.6,0.1,0,20.5,7.04,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0530,francisco-SF,San Francisco,2.9,0.9,0.5,0.1,0.1,23,6.94,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0517,giants-NYG,New York,2.7,0.9,0.7,0.2,0,23.5,6.91,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0527,carolina-CAR,Carolina,2.9,1,0.7,0.1,0,24,6.78,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0505,jets-NYJ,New York,2.9,0.9,0.7,0.1,0,24.5,6.66,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0501,buffalo-BUF,Buffalo,2.6,0.9,0.6,0.1,0.1,22,6.65,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0519,arizona-ARI,Arizona,2.7,0.8,0.6,0.1,0.1,21.8,6.44,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0515,seattle-SEA,Seattle,2.5,0.9,0.5,0.1,0,22,6.36,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0509,jacksonville-JAX,Jacksonville,2.1,0.8,0.6,0.1,0.1,25.5,6.23,JAX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0506,cincinnati-CIN,Cincinnati,2.3,0.9,0.7,0.1,0,24.8,6.22,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0512,city-KC,Kansas City,2.4,0.8,0.6,0.1,0.1,25.3,6.21,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0503,miami-MIA,Miami,2.3,0.9,0.6,0.1,0,25.5,6.03,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0514,chargers-LAC,Los Angeles,2.6,0.8,0.6,0,0.1,25.3,6,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0502,indianapolis-IND,Indianapolis,2.4,0.8,0.5,0.1,0.1,25.8,5.89,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0518,philadelphia-PHI,Philadelphia,2.4,0.9,0.5,0,0,26,5.75,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0524,minnesota-MIN,Minnesota,2.5,0.8,0.6,0.1,0.1,28.8,5.38,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0531,baltimore-BAL,Baltimore,1.9,0.8,0.5,0.1,0.1,28.8,4.49,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0516,dallas-DAL,Dallas,2.2,0.7,0.5,0,0,29.8,4.16,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0513,vegas-LV,Las Vegas,2.2,0.7,0.5,0.1,0,29,4.09,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0508,tennessee-TEN,Tennessee,2,0.6,0.5,0.1,0,32,3.87,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0522,detroit-DET,Detroit,1.6,0.5,0.4,0,0,33.8,2.69,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0532,houston-HOU,Houston,1.9,0.6,0.4,0.1,0,37.5,0.29,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yahoo,0526,atlanta-ATL,Atlanta,1.6,0.6,0.4,0.1,0,36.8,-0.11,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0520,washington-defense,Washington Football Team,3.1,1,0.7,0.1,0,18,8.3,NA,1.2,313.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0529,new-orleans-defense,New Orleans Saints,2.7,1,0.5,0.1,0,19.6,7.6,NA,0.7,308.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0507,cleveland-defense,Cleveland Browns,2.9,0.8,0.6,0.1,0,18.7,7.6,NA,1,330.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0504,new-england-defense,New England Patriots,2.6,1,0.5,0.1,0,18.1,7.5,NA,0.6,319.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0517,new-york-giants-defense,New York Giants,2.9,1.1,0.7,0.1,0.1,22.5,7.4,NA,1.1,410.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0523,green-bay-defense,Green Bay Packers,2.2,1,0.6,0.1,0,18.7,7.3,NA,0.8,340.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0528,los-angeles-defense,Los Angeles Rams,3.1,0.9,0.6,0.1,0.1,21.5,7,NA,0.8,306.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0525,tampa-bay-defense,Tampa Bay Buccaneers,2.9,0.9,0.7,0.2,0,20.1,6.9,NA,1.1,334.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0530,san-francisco-defense,San Francisco 49ers,3,0.8,0.7,0.1,0,22,6.9,NA,1.1,339.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0511,denver-defense,Denver Broncos,2.7,1,0.5,0.2,0,20.1,6.8,NA,0.8,329.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0527,carolina-defense,Carolina Panthers,2.5,1,0.6,0.1,0,24,6.6,NA,0.9,345.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0518,philadelphia-defense,Philadelphia Eagles,2.8,0.8,0.6,0.1,0,23.6,6.5,NA,1,363.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0519,arizona-defense,Arizona Cardinals,2.8,0.7,0.7,0.1,0.1,22.3,6.5,NA,1.2,360.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0510,pittsburgh-defense,Pittsburgh Steelers,2.6,0.8,0.7,0.1,0,20,6.4,NA,1.2,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,0521,chicago-defense,Chicago Bears,2.8,0.7,0.6,0.1,0,20.6,6.2,NA,1,343.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
